"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Cuarto de primaria",,,,,,,
,,,,,,,
Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Comprensión Lectora,Medida Promedio en Matemática
020609,ÁNCASH,CARHUAZ,SHILLA,"100,0","100,0",384,420
020610,ÁNCASH,CARHUAZ,TINCO,"100,0","100,0",437,415
020611,ÁNCASH,CARHUAZ,YUNGAR,"100,0","91,4",421,445
020701,ÁNCASH,CARLOS FERMÍN FITZCARRAL,SAN LUIS,"100,0","100,0",439,445
020702,ÁNCASH,CARLOS FERMÍN FITZCARRAL,SAN NICOLAS,"100,0","100,0",392,399
020703,ÁNCASH,CARLOS FERMÍN FITZCARRAL,YAUYA,"100,0","98,8",366,366
020801,ÁNCASH,CASMA,CASMA,"100,0","96,7",470,463
020802,ÁNCASH,CASMA,BUENA VISTA ALTA,"100,0","95,9",414,417
020803,ÁNCASH,CASMA,COMANDANTE NOEL,"100,0","100,0",460,402
020804,ÁNCASH,CASMA,YAUTAN,"100,0","96,3",445,450
020901,ÁNCASH,CORONGO,CORONGO,"100,0","100,0",516,492
020902,ÁNCASH,CORONGO,ACO,"100,0","100,0",379,345
020904,ÁNCASH,CORONGO,CUSCA,"100,0","100,0",419,441
020905,ÁNCASH,CORONGO,LA PAMPA,"100,0","100,0",421,408
020907,ÁNCASH,CORONGO,YUPAN,"100,0","100,0",344,329
021001,ÁNCASH,HUARI,HUARI,"100,0","99,3",465,456
021002,ÁNCASH,HUARI,ANRA,"100,0","100,0",391,383
021003,ÁNCASH,HUARI,CAJAY,"100,0","93,5",392,359
021004,ÁNCASH,HUARI,CHAVIN DE HUANTAR,"100,0","100,0",418,391
021005,ÁNCASH,HUARI,HUACACHI,"100,0","100,0",416,418
021006,ÁNCASH,HUARI,HUACCHIS,"100,0","96,2",434,489
021007,ÁNCASH,HUARI,HUACHIS,"100,0","100,0",458,450
021008,ÁNCASH,HUARI,HUANTAR,"100,0","100,0",394,396
021009,ÁNCASH,HUARI,MASIN,"100,0","100,0",504,495
021010,ÁNCASH,HUARI,PAUCAS,"100,0","97,4",367,369
021011,ÁNCASH,HUARI,PONTO,"100,0","100,0",422,470
021012,ÁNCASH,HUARI,RAHUAPAMPA,"100,0","94,1",509,501
021013,ÁNCASH,HUARI,RAPAYAN,"100,0","100,0",403,436
021014,ÁNCASH,HUARI,SAN MARCOS,"100,0","100,0",438,423
021015,ÁNCASH,HUARI,SAN PEDRO DE CHANA,"100,0","93,2",387,393
021016,ÁNCASH,HUARI,UCO,"100,0","100,0",421,416
021101,ÁNCASH,HUARMEY,HUARMEY,"100,0","97,4",492,477
021102,ÁNCASH,HUARMEY,COCHAPETI,"100,0","100,0",371,346
021103,ÁNCASH,HUARMEY,CULEBRAS,"100,0","96,6",448,415
021104,ÁNCASH,HUARMEY,HUAYAN,"100,0","100,0",459,422
021201,ÁNCASH,HUAYLAS,CARAZ,"100,0","96,8",445,432
021202,ÁNCASH,HUAYLAS,HUALLANCA,"100,0","100,0",435,425
021203,ÁNCASH,HUAYLAS,HUATA,"100,0","100,0",325,315
021204,ÁNCASH,HUAYLAS,HUAYLAS,"100,0","100,0",413,422
021205,ÁNCASH,HUAYLAS,MATO,"100,0","100,0",422,395
021206,ÁNCASH,HUAYLAS,PAMPAROMAS,"100,0","97,4",393,408
021207,ÁNCASH,HUAYLAS,PUEBLO LIBRE,"100,0","98,7",412,410
021208,ÁNCASH,HUAYLAS,SANTA CRUZ,"100,0","93,7",370,376
021209,ÁNCASH,HUAYLAS,SANTO TORIBIO,"100,0","100,0",413,410
021210,ÁNCASH,HUAYLAS,YURACMARCA,"100,0","94,9",390,400
021302,ÁNCASH,MARISCAL LUZURIAGA,CASCA,"100,0","100,0",347,385
021303,ÁNCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,"100,0","97,4",314,302
021304,ÁNCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,"100,0","96,6",323,316
021305,ÁNCASH,MARISCAL LUZURIAGA,LLAMA,"100,0","100,0",408,408
021307,ÁNCASH,MARISCAL LUZURIAGA,LUCMA,"100,0","100,0",394,386
021401,ÁNCASH,OCROS,OCROS,"100,0","100,0",479,466
021403,ÁNCASH,OCROS,CAJAMARQUILLA,"100,0","87,5",380,382
021405,ÁNCASH,OCROS,COCHAS,"100,0","94,4",417,425
021406,ÁNCASH,OCROS,CONGAS,"100,0","100,0",477,464
021409,ÁNCASH,OCROS,SAN PEDRO,"100,0","100,0",457,414
021410,ÁNCASH,OCROS,SANTIAGO DE CHILCAS,"100,0","100,0",411,397
021501,ÁNCASH,PALLASCA,CABANA,"100,0","95,8",526,572
021502,ÁNCASH,PALLASCA,BOLOGNESI,"100,0","100,0",423,389
021503,ÁNCASH,PALLASCA,CONCHUCOS,"100,0","98,6",437,438
021504,ÁNCASH,PALLASCA,HUACASCHUQUE,"100,0","94,4",431,409
021505,ÁNCASH,PALLASCA,HUANDOVAL,"100,0","100,0",551,562
021506,ÁNCASH,PALLASCA,LACABAMBA,"100,0","100,0",475,542
021507,ÁNCASH,PALLASCA,LLAPO,"100,0","100,0",526,475
021508,ÁNCASH,PALLASCA,PALLASCA,"100,0","96,5",455,425
021509,ÁNCASH,PALLASCA,PAMPAS,"100,0","98,9",461,464
021510,ÁNCASH,PALLASCA,SANTA ROSA,"100,0","83,3",479,521
021511,ÁNCASH,PALLASCA,TAUCA,"100,0","100,0",453,430
021601,ÁNCASH,POMABAMBA,POMABAMBA,"66,7","53,8",-,-
021604,ÁNCASH,POMABAMBA,QUINUABAMBA,"100,0","100,0",340,368
021701,ÁNCASH,RECUAY,RECUAY,"100,0","100,0",471,452
021702,ÁNCASH,RECUAY,CATAC,"100,0","96,7",435,441
021703,ÁNCASH,RECUAY,COTAPARACO,"100,0","100,0",489,464
021704,ÁNCASH,RECUAY,HUAYLLAPAMPA,"100,0","100,0",420,420
021705,ÁNCASH,RECUAY,LLACLLIN,"100,0","100,0",455,443
021706,ÁNCASH,RECUAY,MARCA,"100,0","100,0",447,471
021708,ÁNCASH,RECUAY,PARARIN,"100,0","100,0",409,433
021709,ÁNCASH,RECUAY,TAPACOCHA,"100,0","100,0",371,359
021710,ÁNCASH,RECUAY,TICAPAMPA,"100,0","100,0",512,564
021801,ÁNCASH,SANTA,CHIMBOTE,"100,0","95,4",490,474
021802,ÁNCASH,SANTA,CACERES DEL PERU,"100,0","94,7",408,409
021803,ÁNCASH,SANTA,COISHCO,"100,0","96,8",474,464
021804,ÁNCASH,SANTA,MACATE,"100,0","100,0",378,375
021805,ÁNCASH,SANTA,MORO,"100,0","94,9",446,424
021806,ÁNCASH,SANTA,NEPEÑA,"100,0","97,3",472,479
021807,ÁNCASH,SANTA,SAMANCO,"100,0","98,3",498,476
021808,ÁNCASH,SANTA,SANTA,"100,0","97,0",473,469
021809,ÁNCASH,SANTA,NUEVO CHIMBOTE,"98,5","96,8",507,483
021901,ÁNCASH,SIHUAS,SIHUAS,"100,0","98,1",456,459
021902,ÁNCASH,SIHUAS,ACOBAMBA,"100,0","100,0",383,374
021903,ÁNCASH,SIHUAS,ALFONSO UGARTE,"100,0","100,0",429,392
021904,ÁNCASH,SIHUAS,CASHAPAMPA,"100,0","97,5",377,373
021905,ÁNCASH,SIHUAS,CHINGALPO,"100,0","93,8",445,420
021906,ÁNCASH,SIHUAS,HUAYLLABAMBA,"100,0","100,0",367,360
021907,ÁNCASH,SIHUAS,QUICHES,"100,0","100,0",391,388
021908,ÁNCASH,SIHUAS,RAGASH,"100,0","95,7",381,384
021909,ÁNCASH,SIHUAS,SAN JUAN,"100,0","100,0",361,344
022001,ÁNCASH,YUNGAY,YUNGAY,"100,0","95,6",444,444
022002,ÁNCASH,YUNGAY,CASCAPARA,"100,0","97,6",353,343
022003,ÁNCASH,YUNGAY,MANCOS,"100,0","98,0",400,399
022004,ÁNCASH,YUNGAY,MATACOTO,"100,0","100,0",456,448
022005,ÁNCASH,YUNGAY,QUILLO,"100,0","97,0",388,406
022006,ÁNCASH,YUNGAY,RANRAHIRCA,"100,0","96,7",438,408
022007,ÁNCASH,YUNGAY,SHUPLUY,"100,0","100,0",346,341
022008,ÁNCASH,YUNGAY,YANAMA,"100,0","98,6",404,398
030101,APURÍMAC,ABANCAY,ABANCAY,"100,0","98,6",507,500
030102,APURÍMAC,ABANCAY,CHACOCHE,"100,0","100,0",433,445
030103,APURÍMAC,ABANCAY,CIRCA,"100,0","100,0",407,389
030104,APURÍMAC,ABANCAY,CURAHUASI,"100,0","97,3",408,391
030105,APURÍMAC,ABANCAY,HUANIPACA,"100,0","100,0",449,417
030106,APURÍMAC,ABANCAY,LAMBRAMA,"100,0","100,0",356,383
030108,APURÍMAC,ABANCAY,SAN PEDRO DE CACHORA,"100,0","100,0",411,405
030109,APURÍMAC,ABANCAY,TAMBURCO,"100,0","98,5",465,470
030201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,"100,0","98,4",470,471
030202,APURÍMAC,ANDAHUAYLAS,ANDARAPA,"100,0","98,0",374,384
030203,APURÍMAC,ANDAHUAYLAS,CHIARA,"100,0","100,0",376,353
030204,APURÍMAC,ANDAHUAYLAS,HUANCARAMA,"100,0","100,0",427,473
030205,APURÍMAC,ANDAHUAYLAS,HUANCARAY,"100,0","97,0",390,387
030206,APURÍMAC,ANDAHUAYLAS,HUAYANA,"100,0","100,0",386,398
030207,APURÍMAC,ANDAHUAYLAS,KISHUARA,"100,0","93,6",385,368
030208,APURÍMAC,ANDAHUAYLAS,PACOBAMBA,"100,0","100,0",344,364
030209,APURÍMAC,ANDAHUAYLAS,PACUCHA,"100,0","100,0",438,444
030210,APURÍMAC,ANDAHUAYLAS,PAMPACHIRI,"100,0","100,0",383,395
030211,APURÍMAC,ANDAHUAYLAS,POMACOCHA,"100,0","96,2",386,350
030213,APURÍMAC,ANDAHUAYLAS,SAN JERONIMO,"100,0","99,1",434,432
030214,APURÍMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,"100,0","100,0",411,407
030215,APURÍMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,"100,0","98,6",392,384
030216,APURÍMAC,ANDAHUAYLAS,TALAVERA,"100,0","98,9",449,439
030218,APURÍMAC,ANDAHUAYLAS,TURPO,"100,0","100,0",386,408
030219,APURÍMAC,ANDAHUAYLAS,KAQUIABAMBA,"100,0","90,9",367,341
030220,APURÍMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,"100,0","100,0",376,395
030301,APURÍMAC,ANTABAMBA,ANTABAMBA,"100,0","98,2",476,461
030302,APURÍMAC,ANTABAMBA,EL ORO,"100,0","100,0",481,492
030303,APURÍMAC,ANTABAMBA,HUAQUIRCA,"100,0","100,0",425,410
030304,APURÍMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,"100,0","100,0",508,520
030305,APURÍMAC,ANTABAMBA,OROPESA,"100,0","100,0",401,375
030306,APURÍMAC,ANTABAMBA,PACHACONAS,"100,0","100,0",426,408
030307,APURÍMAC,ANTABAMBA,SABAINO,"100,0","100,0",466,444
030401,APURÍMAC,AYMARAES,CHALHUANCA,"100,0","100,0",492,511
030402,APURÍMAC,AYMARAES,CAPAYA,"100,0","100,0",400,398
030403,APURÍMAC,AYMARAES,CARAYBAMBA,"100,0","100,0",399,376
030404,APURÍMAC,AYMARAES,CHAPIMARCA,"100,0","96,7",392,374
030405,APURÍMAC,AYMARAES,COLCABAMBA,"100,0","100,0",374,373
030406,APURÍMAC,AYMARAES,COTARUSE,"100,0","100,0",434,439
030407,APURÍMAC,AYMARAES,IHUAYLLO,"100,0","100,0",507,473
030408,APURÍMAC,AYMARAES,JUSTO APU SAHUARAURA,"100,0","100,0",453,423
030409,APURÍMAC,AYMARAES,LUCRE,"100,0","100,0",438,416
030411,APURÍMAC,AYMARAES,SAN JUAN DE CHACÑA,"100,0","100,0",502,559
030412,APURÍMAC,AYMARAES,SAÑAYCA,"100,0","100,0",416,415
030413,APURÍMAC,AYMARAES,SORAYA,"100,0","85,7",478,424
030414,APURÍMAC,AYMARAES,TAPAIRIHUA,"100,0","92,9",436,398
030415,APURÍMAC,AYMARAES,TINTAY,"100,0","98,2",403,410
030416,APURÍMAC,AYMARAES,TORAYA,"100,0","93,8",441,427
030417,APURÍMAC,AYMARAES,YANACA,"100,0","100,0",492,472
030501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,"100,0","99,4",404,405
030502,APURÍMAC,COTABAMBAS,COTABAMBAS,"100,0","100,0",379,361
030503,APURÍMAC,COTABAMBAS,COYLLURQUI,"100,0","99,1",430,420
030504,APURÍMAC,COTABAMBAS,HAQUIRA,"100,0","99,2",425,446
030505,APURÍMAC,COTABAMBAS,MARA,"100,0","100,0",403,439
030506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,"100,0","97,9",444,445
030601,APURÍMAC,CHINCHEROS,CHINCHEROS,"100,0","98,8",441,430
030602,APURÍMAC,CHINCHEROS,ANCO_HUALLO,"100,0","99,0",472,483
030603,APURÍMAC,CHINCHEROS,COCHARCAS,"100,0","100,0",358,379
030604,APURÍMAC,CHINCHEROS,HUACCANA,"100,0","98,9",434,453
030605,APURÍMAC,CHINCHEROS,OCOBAMBA,"100,0","99,0",412,390
030606,APURÍMAC,CHINCHEROS,ONGOY,"100,0","100,0",412,406
030607,APURÍMAC,CHINCHEROS,URANMARCA,"100,0","100,0",388,382
030608,APURÍMAC,CHINCHEROS,RANRACANCHA,"100,0","97,0",384,365
030701,APURÍMAC,GRAU,CHUQUIBAMBILLA,"100,0","99,1",476,454
030702,APURÍMAC,GRAU,CURPAHUASI,"100,0","100,0",371,362
030703,APURÍMAC,GRAU,GAMARRA,"100,0","97,2",380,365
030705,APURÍMAC,GRAU,MAMARA,"100,0","100,0",474,468
030706,APURÍMAC,GRAU,MICAELA BASTIDAS,"100,0","100,0",420,444
030707,APURÍMAC,GRAU,PATAYPAMPA,"100,0","100,0",414,434
030708,APURÍMAC,GRAU,PROGRESO,"100,0","97,7",422,436
030709,APURÍMAC,GRAU,SAN ANTONIO,"100,0","100,0",392,410
030710,APURÍMAC,GRAU,SANTA ROSA,"100,0","100,0",461,418
030711,APURÍMAC,GRAU,TURPAY,"100,0","100,0",416,403
030712,APURÍMAC,GRAU,VILCABAMBA,"100,0","100,0",455,454
030713,APURÍMAC,GRAU,VIRUNDO,"100,0","100,0",467,493
040101,AREQUIPA,AREQUIPA,AREQUIPA,"100,0","98,5",544,519
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,"100,0","98,6",515,495
040103,AREQUIPA,AREQUIPA,CAYMA,"100,0","99,3",524,505
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,"100,0","97,8",515,497
040105,AREQUIPA,AREQUIPA,CHARACATO,"100,0","100,0",524,519
040106,AREQUIPA,AREQUIPA,CHIGUATA,"100,0","95,8",467,455
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,"100,0","98,2",513,489
040108,AREQUIPA,AREQUIPA,LA JOYA,"100,0","97,8",479,476
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,"100,0","98,4",512,491
040110,AREQUIPA,AREQUIPA,MIRAFLORES,"100,0","97,5",531,513
040111,AREQUIPA,AREQUIPA,MOLLEBAYA,"100,0","100,0",424,436
040112,AREQUIPA,AREQUIPA,PAUCARPATA,"100,0","97,1",517,498
040114,AREQUIPA,AREQUIPA,POLOBAYA,"100,0","100,0",533,522
040115,AREQUIPA,AREQUIPA,QUEQUEÑA,"100,0","100,0",414,399
040116,AREQUIPA,AREQUIPA,SABANDIA,"100,0","96,0",491,473
040117,AREQUIPA,AREQUIPA,SACHACA,"100,0","98,5",529,497
040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,"100,0","100,0",491,485
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,"100,0","100,0",504,482
040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,"100,0","99,2",514,505
040122,AREQUIPA,AREQUIPA,SOCABAYA,"100,0","98,5",512,499
040123,AREQUIPA,AREQUIPA,TIABAYA,"100,0","97,0",526,515
040124,AREQUIPA,AREQUIPA,UCHUMAYO,"100,0","97,6",503,470
040125,AREQUIPA,AREQUIPA,VITOR,"100,0","98,1",459,458
040126,AREQUIPA,AREQUIPA,YANAHUARA,"100,0","98,7",553,511
040127,AREQUIPA,AREQUIPA,YARABAMBA,"100,0","92,9",482,470
040128,AREQUIPA,AREQUIPA,YURA,"100,0","97,8",513,495
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,"100,0","98,5",535,508
040201,AREQUIPA,CAMANÁ,CAMANA,"100,0","99,1",499,494
040202,AREQUIPA,CAMANÁ,JOSE MARIA QUIMPER,"100,0","96,4",513,497
040203,AREQUIPA,CAMANÁ,MARIANO NICOLAS VALCARCEL,"100,0","97,5",502,496
040204,AREQUIPA,CAMANÁ,MARISCAL CACERES,"100,0","100,0",502,512
040205,AREQUIPA,CAMANÁ,NICOLAS DE PIEROLA,"100,0","97,6",492,498
040206,AREQUIPA,CAMANÁ,OCOÑA,"100,0","97,6",471,470
040207,AREQUIPA,CAMANÁ,QUILCA,"100,0","100,0",484,470
040208,AREQUIPA,CAMANÁ,SAMUEL PASTOR,"100,0","97,0",505,489
040301,AREQUIPA,CARAVELÍ,CARAVELI,"100,0","98,9",522,536
040302,AREQUIPA,CARAVELÍ,ACARI,"100,0","97,7",464,447
040303,AREQUIPA,CARAVELÍ,ATICO,"100,0","97,7",516,497
040305,AREQUIPA,CARAVELÍ,BELLA UNION,"100,0","96,6",418,402
040307,AREQUIPA,CARAVELÍ,CHALA,"100,0","98,8",487,480
040308,AREQUIPA,CARAVELÍ,CHAPARRA,"100,0","97,8",519,504
040309,AREQUIPA,CARAVELÍ,HUANUHUANU,"100,0","100,0",496,461
040310,AREQUIPA,CARAVELÍ,JAQUI,"100,0","94,6",435,413
040311,AREQUIPA,CARAVELÍ,LOMAS,"100,0","100,0",467,450
040312,AREQUIPA,CARAVELÍ,QUICACHA,"100,0","100,0",487,506
040313,AREQUIPA,CARAVELÍ,YAUCA,"100,0","97,0",468,478
040401,AREQUIPA,CASTILLA,APLAO,"100,0","98,7",522,514
