Codigo Geografico;REGION;PROVINCIA;DISTRITO;Cobertura Estudiantes;Medida Promedio Comprension Lectora;Medida Promedio Matematica;Lect_Previo al Inicio;Lect_En inicio;Lect_En proceso;Lect_Satisfactorio;Mat_Previo al Inicio;Mat_En inicio;Mat_En proceso;Mat_Satisfactorio;CUARTIL
70106;CALLAO;CALLAO;VENTANILLA;96.3;508.0;499.0;3.6;20.1;35.6;40.7;4.2;17.0;42.9;35.9;Q1
70107;CALLAO;CALLAO;MI PERÚ;95.9;498.0;491.0;4.2;22.5;36.9;36.4;4.6;18.0;45.1;32.3;Q1
80101;CUSCO;CUSCO;CUSCO;99.3;525.0;503.0;3.1;15.2;32.6;49.2;3.6;13.8;45.8;36.7;Q1
80103;CUSCO;CUSCO;POROY;92.5;462.0;461.0;8.1;34.1;33.8;24.0;11.4;27.4;40.3;20.8;Q2
80104;CUSCO;CUSCO;SAN JERONIMO;98.8;501.0;495.0;5.2;21.1;33.4;40.3;7.2;14.8;41.9;36.1;Q1
80105;CUSCO;CUSCO;SAN SEBASTIAN;98.6;492.0;481.0;3.6;26.1;35.6;34.7;5.6;20.9;46.3;27.2;Q2
80106;CUSCO;CUSCO;SANTIAGO;97.3;509.0;496.0;5.0;20.7;31.7;42.5;6.8;17.4;40.2;35.7;Q1
80107;CUSCO;CUSCO;SAYLLA;97.1;414.0;409.0;24.4;43.8;23.3;8.6;22.8;39.7;30.4;7.1;Q4
80108;CUSCO;CUSCO;WANCHAQ;99.1;531.0;510.0;2.5;14.3;30.2;53.0;2.6;13.2;43.9;40.3;Q1
80201;CUSCO;ACOMAYO;ACOMAYO;86.0;459.0;458.0;14.4;28.9;34.6;22.2;11.4;28.5;35.2;24.9;Q2
80202;CUSCO;ACOMAYO;ACOPIA;100.0;437.0;432.0;10.9;50.9;27.3;10.9;9.1;38.2;45.5;7.3;Q3
80203;CUSCO;ACOMAYO;ACOS;96.6;378.0;375.0;42.7;46.6;7.3;3.4;41.8;39.7;18.6;0.0;Q4
80204;CUSCO;ACOMAYO;MOSOC LLACTA;100.0;427.0;411.0;11.1;55.6;22.2;11.1;22.2;33.3;44.4;0.0;Q4
80205;CUSCO;ACOMAYO;POMACANCHI;97.4;435.0;441.0;11.6;44.9;31.3;12.1;15.9;26.3;43.5;14.2;Q3
80206;CUSCO;ACOMAYO;RONDOCAN;100.0;401.0;432.0;40.0;20.0;40.0;0.0;20.0;20.0;60.0;0.0;Q3
80207;CUSCO;ACOMAYO;SANGARARA;100.0;444.0;436.0;15.9;33.3;31.7;19.0;19.0;27.0;34.9;19.0;Q3
80301;CUSCO;ANTA;ANTA;99.1;467.0;474.0;8.7;32.2;37.2;21.9;7.7;16.4;53.5;22.4;Q2
80302;CUSCO;ANTA;ANCAHUASI;94.8;422.0;424.0;26.5;35.0;24.0;14.6;26.4;23.6;39.6;10.4;Q3
80303;CUSCO;ANTA;CACHIMAYO;100.0;408.0;385.0;21.7;56.5;8.7;13.0;30.4;39.1;26.1;4.3;Q4
80304;CUSCO;ANTA;CHINCHAYPUJIO;100.0;393.0;414.0;23.8;57.1;19.0;0.0;19.0;47.6;23.8;9.5;Q3
80305;CUSCO;ANTA;HUAROCONDO;99.0;402.0;419.0;30.8;42.2;20.6;6.3;19.5;40.2;32.1;8.3;Q3
80306;CUSCO;ANTA;LIMATAMBO;94.6;437.0;444.0;20.7;34.0;25.4;19.8;19.3;30.5;28.5;21.7;Q3
80307;CUSCO;ANTA;MOLLEPATA;100.0;423.0;423.0;22.5;37.5;30.0;10.0;17.5;35.0;32.5;15.0;Q3
80308;CUSCO;ANTA;PUCYURA;100.0;429.0;425.0;13.8;43.2;36.0;6.9;15.5;41.5;32.7;10.2;Q3
80309;CUSCO;ANTA;ZURITE;97.2;400.0;402.0;20.8;55.7;20.7;2.9;26.2;35.3;32.7;5.8;Q4
80401;CUSCO;CALCA;CALCA;98.6;481.0;481.0;10.6;23.6;33.5;32.4;10.3;16.2;42.3;31.2;Q2
80402;CUSCO;CALCA;COYA;100.0;405.0;410.0;38.9;31.5;19.8;9.9;27.3;38.0;23.2;11.5;Q4
80403;CUSCO;CALCA;LAMAY;98.6;444.0;469.0;14.5;38.2;32.3;15.1;5.7;29.2;38.5;26.7;Q2
80404;CUSCO;CALCA;LARES;100.0;425.0;439.0;11.0;50.0;36.6;2.4;12.3;36.7;34.0;16.9;Q3
80405;CUSCO;CALCA;PISAC;98.8;435.0;436.0;26.9;26.5;23.9;22.7;22.8;25.8;31.8;19.6;Q3
80406;CUSCO;CALCA;SAN SALVADOR;98.7;435.0;418.0;17.0;35.8;35.5;11.8;22.2;31.7;36.9;9.3;Q3
80407;CUSCO;CALCA;TARAY;96.0;410.0;444.0;12.4;58.2;29.5;0.0;4.0;28.0;63.7;4.4;Q3
80408;CUSCO;CALCA;YANATILE;99.2;439.0;427.0;13.4;40.4;30.1;16.2;19.7;32.0;36.0;12.3;Q3
80501;CUSCO;CANAS;YANAOCA;100.0;435.0;426.0;14.5;39.5;35.5;10.5;19.3;31.5;40.3;8.9;Q3
80502;CUSCO;CANAS;CHECCA;100.0;366.0;363.0;42.5;43.6;11.7;2.1;45.7;31.9;22.4;0.0;Q4
80503;CUSCO;CANAS;KUNTURKANKI;100.0;416.0;429.0;25.1;48.2;16.1;10.7;23.3;25.0;37.5;14.3;Q3
80504;CUSCO;CANAS;LANGUI;100.0;392.0;417.0;27.6;48.2;24.1;0.0;10.4;44.8;37.9;6.9;Q3
80505;CUSCO;CANAS;LAYO;97.6;416.0;430.0;28.2;39.5;21.5;10.8;21.4;26.8;36.2;15.6;Q3
80506;CUSCO;CANAS;PAMPAMARCA;95.2;462.0;433.0;9.5;29.1;36.5;24.9;23.8;24.4;30.7;21.1;Q3
80507;CUSCO;CANAS;QUEHUE;100.0;412.0;434.0;15.4;61.5;19.2;3.8;11.5;26.9;57.7;3.8;Q3
80508;CUSCO;CANAS;TUPAC AMARU;100.0;406.0;430.0;21.4;60.7;10.7;7.1;10.7;39.3;42.9;7.1;Q3
80601;CUSCO;CANCHIS;SICUANI;99.1;496.0;504.0;6.7;24.1;31.1;38.0;7.6;16.5;32.4;43.6;Q1
80602;CUSCO;CANCHIS;CHECACUPE;94.7;424.0;411.0;26.6;21.8;39.3;12.4;25.0;30.7;32.0;12.3;Q4
80603;CUSCO;CANCHIS;COMBAPATA;100.0;457.0;489.0;11.0;27.4;42.5;19.2;8.3;15.1;43.8;32.8;Q1
80604;CUSCO;CANCHIS;MARANGANI;99.3;433.0;433.0;13.0;46.4;28.2;12.5;18.8;31.0;38.4;11.8;Q3
80605;CUSCO;CANCHIS;PITUMARCA;99.0;398.0;390.0;31.3;36.4;26.3;6.1;32.3;39.4;23.2;5.0;Q4
80606;CUSCO;CANCHIS;SAN PABLO;100.0;403.0;413.0;25.1;51.0;23.8;0.0;15.5;47.0;29.6;7.9;Q3
80607;CUSCO;CANCHIS;SAN PEDRO;95.2;438.0;440.0;30.0;20.0;30.0;20.0;5.0;40.0;40.0;15.0;Q3
80608;CUSCO;CANCHIS;TINTA;100.0;457.0;471.0;10.3;31.0;37.9;20.7;8.6;29.3;36.2;25.9;Q2
80701;CUSCO;CHUMBIVILCAS;SANTO TOMAS;99.8;445.0;443.0;12.8;34.5;36.9;15.8;16.4;25.4;41.5;16.7;Q3
80702;CUSCO;CHUMBIVILCAS;CAPACMARCA;98.2;403.0;408.0;21.1;53.5;21.7;3.6;17.6;46.2;32.6;3.6;Q4
80703;CUSCO;CHUMBIVILCAS;CHAMACA;100.0;467.0;458.0;8.5;27.1;47.4;16.9;10.2;22.1;54.2;13.5;Q2
80704;CUSCO;CHUMBIVILCAS;COLQUEMARCA;98.9;420.0;436.0;17.1;52.1;19.8;11.0;21.5;29.1;29.6;19.7;Q3
80705;CUSCO;CHUMBIVILCAS;LIVITACA;97.9;382.0;387.0;40.4;41.0;15.0;3.5;37.5;33.1;27.2;2.1;Q4
80706;CUSCO;CHUMBIVILCAS;LLUSCO;97.4;416.0;433.0;25.5;42.1;17.5;14.9;22.5;21.4;37.1;19.0;Q3
80707;CUSCO;CHUMBIVILCAS;QUIÑOTA;97.6;389.0;409.0;35.4;46.9;11.8;5.9;31.0;24.0;36.7;8.2;Q4
80708;CUSCO;CHUMBIVILCAS;VELILLE;100.0;466.0;469.0;5.6;28.9;43.3;22.2;4.4;24.5;51.1;20.0;Q2
80801;CUSCO;ESPINAR;ESPINAR;99.0;492.0;499.0;4.5;25.4;36.5;33.6;5.5;16.3;41.9;36.3;Q1
80802;CUSCO;ESPINAR;CONDOROMA;100.0;502.0;500.0;0.0;18.2;45.5;36.4;0.0;9.1;63.6;27.3;Q1
80803;CUSCO;ESPINAR;COPORAQUE;100.0;421.0;400.0;9.3;56.0;30.4;4.3;17.4;60.3;13.7;8.7;Q4
80804;CUSCO;ESPINAR;OCORURO;100.0;382.0;373.0;50.0;28.6;21.4;0.0;42.9;35.6;21.5;0.0;Q4
80805;CUSCO;ESPINAR;PALLPATA;100.0;455.0;474.0;6.9;36.8;40.2;16.1;5.7;20.7;51.7;21.8;Q2
80806;CUSCO;ESPINAR;PICHIGUA;100.0;439.0;486.0;12.5;37.5;31.3;18.8;6.3;18.8;43.8;31.3;Q1
80807;CUSCO;ESPINAR;SUYCKUTAMBO;60.0;;;;;;;;;;;
80808;CUSCO;ESPINAR;ALTO PICHIGUA;100.0;362.0;348.0;50.0;50.0;0.0;0.0;33.3;66.7;0.0;0.0;Q4
80901;CUSCO;LA CONVENCIÓN;SANTA ANA;98.6;491.0;481.0;5.5;24.0;34.5;36.0;6.2;22.1;40.9;30.9;Q2
80902;CUSCO;LA CONVENCIÓN;ECHARATE;96.5;440.0;430.0;15.9;36.3;32.0;15.9;16.5;32.0;40.0;11.4;Q3
80903;CUSCO;LA CONVENCIÓN;HUAYOPATA;98.4;506.0;507.0;4.7;11.1;42.8;41.5;4.7;12.5;39.8;43.0;Q1
80904;CUSCO;LA CONVENCIÓN;MARANURA;95.8;467.0;450.0;2.8;39.4;38.1;19.7;6.0;31.9;49.5;12.6;Q2
80905;CUSCO;LA CONVENCIÓN;OCOBAMBA;100.0;463.0;478.0;11.3;27.4;43.5;17.7;8.1;17.8;46.8;27.4;Q2
80906;CUSCO;LA CONVENCIÓN;QUELLOUNO;95.7;428.0;429.0;11.4;51.4;26.1;11.1;15.0;38.8;36.3;9.9;Q3
80907;CUSCO;LA CONVENCIÓN;KIMBIRI;96.1;416.0;417.0;22.8;42.4;26.9;7.9;27.4;27.8;34.4;10.3;Q3
80908;CUSCO;LA CONVENCIÓN;SANTA TERESA;95.9;458.0;457.0;10.5;36.6;31.7;21.2;9.3;30.0;39.5;21.2;Q2
80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;99.5;429.0;415.0;17.7;41.9;29.5;10.9;23.6;31.7;36.5;8.3;Q3
80910;CUSCO;LA CONVENCIÓN;PICHARI;96.4;423.0;420.0;16.0;49.8;24.9;9.3;18.7;39.2;32.9;9.2;Q3
80911;CUSCO;LA CONVENCIÓN;INKAWASI;100.0;436.0;425.0;14.2;40.3;35.7;9.8;23.1;30.8;29.2;16.9;Q3
80912;CUSCO;LA CONVENCIÓN;VILLA VIRGEN;97.6;414.0;396.0;26.8;34.2;29.3;9.7;34.1;29.3;29.2;7.3;Q4
81001;CUSCO;PARURO;PARURO;100.0;433.0;416.0;11.9;45.3;35.7;7.1;16.7;42.9;38.1;2.4;Q3
81002;CUSCO;PARURO;ACCHA;100.0;415.0;418.0;20.4;46.9;24.5;8.2;22.4;32.7;36.7;8.2;Q3
81003;CUSCO;PARURO;CCAPI;100.0;398.0;376.0;29.7;44.0;17.5;8.8;47.4;32.3;17.3;3.0;Q4
81004;CUSCO;PARURO;COLCHA;100.0;444.0;433.0;13.4;30.0;48.3;8.3;28.3;6.7;48.3;16.7;Q3
81005;CUSCO;PARURO;HUANOQUITE;97.8;430.0;416.0;21.7;37.0;25.2;16.1;28.8;25.1;39.2;6.9;Q3
81006;CUSCO;PARURO;OMACHA;98.6;351.0;340.0;56.8;38.9;4.3;0.0;71.2;14.6;12.8;1.4;Q4
81007;CUSCO;PARURO;PACCARITAMBO;100.0;367.0;364.0;48.6;34.7;11.1;5.5;55.7;27.7;11.1;5.5;Q4
81008;CUSCO;PARURO;PILLPINTO;100.0;432.0;401.0;0.0;50.0;33.3;16.7;0.0;83.3;16.7;0.0;Q4
81009;CUSCO;PARURO;YAURISQUE;100.0;414.0;403.0;21.9;50.0;25.0;3.1;25.0;31.3;43.8;0.0;Q4
81101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;100.0;429.0;450.0;16.9;41.8;29.6;11.7;12.1;21.8;45.5;20.7;Q2
81102;CUSCO;PAUCARTAMBO;CAICAY;100.0;403.0;418.0;25.0;41.7;29.1;4.2;16.7;54.2;20.8;8.3;Q3
81103;CUSCO;PAUCARTAMBO;CHALLABAMBA;97.4;416.0;434.0;29.5;31.0;28.5;10.9;20.5;25.7;37.8;15.9;Q3
81104;CUSCO;PAUCARTAMBO;COLQUEPATA;98.9;403.0;432.0;23.2;53.2;15.0;8.5;18.9;40.1;26.9;14.1;Q3
81105;CUSCO;PAUCARTAMBO;HUANCARANI;98.3;435.0;410.0;15.7;43.5;24.9;15.8;20.3;39.3;35.1;5.3;Q4
81106;CUSCO;PAUCARTAMBO;KOSÑIPATA;91.2;;;;;;;;;;;
81201;CUSCO;QUISPICANCHI;URCOS;99.4;501.0;496.0;2.4;18.7;43.4;35.5;2.4;16.3;44.6;36.7;Q1
81202;CUSCO;QUISPICANCHI;ANDAHUAYLILLAS;99.3;475.0;480.0;7.5;29.6;34.6;28.2;7.5;18.5;44.3;29.7;Q2
81203;CUSCO;QUISPICANCHI;CAMANTI;100.0;439.0;428.0;10.3;43.6;33.3;12.8;15.4;30.8;48.7;5.1;Q3
81204;CUSCO;QUISPICANCHI;CCARHUAYO;100.0;454.0;449.0;0.0;47.6;38.1;14.3;0.0;28.6;57.1;14.3;Q2
81205;CUSCO;QUISPICANCHI;CCATCA;100.0;402.0;409.0;28.1;51.0;17.7;3.1;19.8;37.5;37.5;5.2;Q4
81206;CUSCO;QUISPICANCHI;CUSIPATA;98.4;472.0;472.0;6.4;31.6;44.7;17.3;3.1;28.4;47.4;21.1;Q2
81207;CUSCO;QUISPICANCHI;HUARO;100.0;421.0;393.0;21.9;34.4;40.6;3.1;31.3;40.6;28.1;0.0;Q4
81208;CUSCO;QUISPICANCHI;LUCRE;100.0;443.0;443.0;20.0;25.0;41.7;13.3;18.3;16.7;48.3;16.7;Q3
81209;CUSCO;QUISPICANCHI;MARCAPATA;100.0;429.0;450.0;19.7;34.9;31.8;13.6;7.6;31.8;50.0;10.6;Q2
81210;CUSCO;QUISPICANCHI;OCONGATE;98.6;446.0;461.0;12.5;42.1;33.1;12.3;5.8;27.1;44.4;22.6;Q2
81211;CUSCO;QUISPICANCHI;OROPESA;97.0;445.0;431.0;12.0;38.0;32.5;17.5;17.3;34.8;36.3;11.6;Q3
81212;CUSCO;QUISPICANCHI;QUIQUIJANA;99.0;422.0;447.0;19.6;48.0;22.6;9.9;18.6;31.3;29.4;20.7;Q3
81301;CUSCO;URUBAMBA;URUBAMBA;91.5;488.0;474.0;8.2;26.5;30.0;35.2;11.8;19.4;40.7;28.1;Q2
81302;CUSCO;URUBAMBA;CHINCHERO;100.0;455.0;472.0;11.0;33.0;35.4;20.7;7.3;26.2;36.6;29.9;Q2
81303;CUSCO;URUBAMBA;HUAYLLABAMBA;100.0;462.0;480.0;12.0;39.2;24.3;24.5;6.1;21.0;45.7;27.3;Q2
81304;CUSCO;URUBAMBA;MACHUPICCHU;100.0;482.0;469.0;0.0;32.3;46.2;21.5;7.7;15.4;61.5;15.4;Q2
81305;CUSCO;URUBAMBA;MARAS;98.9;420.0;424.0;28.2;30.2;27.0;14.6;33.8;21.3;22.4;22.4;Q3
81306;CUSCO;URUBAMBA;OLLANTAYTAMBO;100.0;440.0;443.0;18.5;38.5;25.9;17.0;11.8;31.9;41.5;14.8;Q3
81307;CUSCO;URUBAMBA;YUCAY;100.0;478.0;463.0;4.8;35.5;24.2;35.5;3.2;35.5;41.9;19.4;Q2
90101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;98.8;503.0;497.0;3.6;22.4;33.5;40.5;5.4;15.5;45.0;34.2;Q1
90102;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;100.0;336.0;337.0;71.4;28.6;0.0;0.0;57.1;28.6;14.3;0.0;Q4
90103;HUANCAVELICA;HUANCAVELICA;ACORIA;100.0;428.0;432.0;21.1;36.5;28.9;13.4;21.4;28.7;35.7;14.2;Q3
90104;HUANCAVELICA;HUANCAVELICA;CONAYCA;100.0;416.0;410.0;16.7;58.3;25.0;0.0;8.3;50.0;33.3;8.3;Q4
90105;HUANCAVELICA;HUANCAVELICA;CUENCA;96.8;446.0;480.0;20.4;30.6;36.0;12.9;10.8;16.7;33.9;38.7;Q2
90106;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;96.9;465.0;487.0;6.3;40.6;25.0;28.1;9.4;34.4;25.0;31.2;Q1
90107;HUANCAVELICA;HUANCAVELICA;HUAYLLAHUARA;100.0;459.0;408.0;0.0;55.6;33.3;11.1;11.1;55.6;22.2;11.1;Q4
90108;HUANCAVELICA;HUANCAVELICA;IZCUCHACA;100.0;516.0;539.0;0.0;0.0;57.9;42.1;0.0;0.0;47.4;52.6;Q1
90109;HUANCAVELICA;HUANCAVELICA;LARIA;85.7;481.0;430.0;0.0;16.7;66.7;16.7;0.0;50.0;50.0;0.0;Q3
90110;HUANCAVELICA;HUANCAVELICA;MANTA;100.0;389.0;351.0;21.4;51.4;27.1;0.0;48.6;44.3;7.1;0.0;Q4
90111;HUANCAVELICA;HUANCAVELICA;MARISCAL CACERES;100.0;469.0;494.0;6.3;31.3;43.8;18.8;0.0;18.8;56.3;25.0;Q1
90112;HUANCAVELICA;HUANCAVELICA;MOYA;100.0;516.0;490.0;0.0;16.7;33.3;50.0;0.0;16.7;50.0;33.3;Q1
90113;HUANCAVELICA;HUANCAVELICA;NUEVO OCCORO;100.0;461.0;517.0;2.6;32.4;51.7;13.4;2.6;12.8;37.8;46.8;Q1
90114;HUANCAVELICA;HUANCAVELICA;PALCA;100.0;479.0;460.0;0.0;25.7;54.3;20.0;8.6;14.3;65.7;11.4;Q2
90115;HUANCAVELICA;HUANCAVELICA;PILCHACA;100.0;423.0;452.0;28.6;42.9;14.3;14.3;42.9;14.3;14.3;28.6;Q2
90116;HUANCAVELICA;HUANCAVELICA;VILCA;100.0;409.0;441.0;33.3;33.3;27.8;5.6;16.7;33.3;27.8;22.2;Q3
90117;HUANCAVELICA;HUANCAVELICA;YAULI;98.4;393.0;408.0;32.5;46.3;18.1;3.0;21.5;40.0;31.8;6.8;Q4
90118;HUANCAVELICA;HUANCAVELICA;ASCENSION;99.1;484.0;494.0;4.6;31.3;30.4;33.7;8.3;11.0;47.9;32.8;Q1
90119;HUANCAVELICA;HUANCAVELICA;HUANDO;96.5;413.0;421.0;25.7;41.7;23.5;9.1;18.0;40.5;31.5;10.0;Q3
90201;HUANCAVELICA;ACOBAMBA;ACOBAMBA;99.4;473.0;479.0;2.6;35.2;37.9;24.3;4.6;24.8;45.0;25.5;Q2
90202;HUANCAVELICA;ACOBAMBA;ANDABAMBA;93.9;432.0;448.0;32.2;13.2;39.4;15.2;6.6;38.8;36.4;18.2;Q3
90203;HUANCAVELICA;ACOBAMBA;ANTA;100.0;386.0;423.0;26.0;68.0;4.0;2.0;8.0;34.0;56.0;2.0;Q3
90204;HUANCAVELICA;ACOBAMBA;CAJA;100.0;500.0;486.0;0.0;20.0;40.0;40.0;0.0;6.7;66.7;26.7;Q1
90205;HUANCAVELICA;ACOBAMBA;MARCAS;100.0;404.0;370.0;25.0;41.7;33.3;0.0;33.3;58.3;8.3;0.0;Q4
90206;HUANCAVELICA;ACOBAMBA;PAUCARA;100.0;487.0;518.0;13.3;22.2;28.9;35.6;7.8;14.4;27.8;50.0;Q1
90207;HUANCAVELICA;ACOBAMBA;POMACOCHA;100.0;514.0;511.0;0.0;14.3;28.6;57.1;0.0;14.3;50.0;35.7;Q1
90208;HUANCAVELICA;ACOBAMBA;ROSARIO;98.2;420.0;456.0;30.7;31.7;19.8;17.9;16.1;29.4;26.0;28.6;Q2
90301;HUANCAVELICA;ANGARAES;LIRCAY;99.7;495.0;530.0;9.0;17.3;30.7;43.0;4.5;15.6;21.7;58.2;Q1
90302;HUANCAVELICA;ANGARAES;ANCHONGA;100.0;435.0;448.0;15.6;39.1;37.5;7.8;14.1;26.6;40.6;18.8;Q3
90303;HUANCAVELICA;ANGARAES;CALLANMARCA;100.0;495.0;600.0;0.0;27.3;45.5;27.3;0.0;0.0;9.1;90.9;Q1
90304;HUANCAVELICA;ANGARAES;CCOCHACCASA;100.0;481.0;515.0;5.7;14.3;55.7;24.3;0.0;7.1;44.3;48.6;Q1
90305;HUANCAVELICA;ANGARAES;CHINCHO;100.0;498.0;579.0;0.0;0.0;66.7;33.3;0.0;0.0;16.7;83.3;Q1
90306;HUANCAVELICA;ANGARAES;CONGALLA;100.0;487.0;528.0;0.0;27.0;40.5;32.4;0.0;8.1;56.8;35.1;Q1
90307;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;93.2;449.0;509.0;0.0;50.0;45.0;5.0;0.0;2.5;65.0;32.5;Q1
90308;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;100.0;390.0;436.0;20.0;80.0;0.0;0.0;6.7;46.7;26.7;20.0;Q3
90309;HUANCAVELICA;ANGARAES;JULCAMARCA;100.0;475.0;499.0;0.0;37.5;37.5;25.0;0.0;0.0;87.5;12.5;Q1
90310;HUANCAVELICA;ANGARAES;SAN ANTONIO DE ANTAPARCO;100.0;445.0;449.0;23.1;15.4;46.2;15.4;23.1;30.8;23.1;23.1;Q2
90311;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;100.0;414.0;430.0;28.6;33.3;28.6;9.5;28.6;19.0;28.6;23.8;Q3
90312;HUANCAVELICA;ANGARAES;SECCLLA;91.7;361.0;377.0;49.0;37.5;13.5;0.0;40.6;33.3;26.0;0.0;Q4
90401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;96.7;437.0;405.0;23.0;29.5;31.1;16.4;32.8;29.5;31.1;6.6;Q4
90402;HUANCAVELICA;CASTROVIRREYNA;ARMA;57.1;;;;;;;;;;;
90403;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;100.0;457.0;509.0;6.7;26.7;60.0;6.7;0.0;6.7;60.0;33.3;Q1
90404;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS;100.0;423.0;427.0;0.0;72.9;20.8;6.3;7.3;53.1;33.3;6.3;Q3
90405;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;100.0;452.0;460.0;0.0;75.0;0.0;25.0;0.0;50.0;25.0;25.0;Q2
90406;HUANCAVELICA;CASTROVIRREYNA;COCAS;85.7;463.0;447.0;19.0;23.8;35.7;21.4;0.0;35.7;57.1;7.1;Q3
90407;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;85.7;431.0;464.0;0.0;66.7;33.3;0.0;16.7;0.0;83.3;0.0;Q2
90408;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;100.0;434.0;434.0;0.0;57.1;42.9;0.0;0.0;42.9;42.9;14.3;Q3
90409;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;91.7;410.0;394.0;16.7;63.9;19.4;0.0;9.7;80.6;9.7;0.0;Q4
90410;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;100.0;443.0;452.0;0.0;60.0;40.0;0.0;0.0;20.0;80.0;0.0;Q2
90413;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;94.4;487.0;467.0;0.0;17.6;52.9;29.4;0.0;17.6;64.7;17.6;Q2
90501;HUANCAVELICA;CHURCAMPA;CHURCAMPA;100.0;485.0;483.0;4.9;29.4;36.3;29.3;2.5;20.8;48.8;28.0;Q1
90502;HUANCAVELICA;CHURCAMPA;ANCO;99.0;408.0;426.0;26.8;46.3;21.0;6.0;16.4;37.6;38.0;8.0;Q3
90503;HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;98.1;383.0;385.0;32.7;54.0;11.4;1.9;25.5;49.9;20.9;3.8;Q4
90504;HUANCAVELICA;CHURCAMPA;EL CARMEN;100.0;396.0;379.0;28.9;50.0;18.4;2.6;36.8;47.4;15.8;0.0;Q4
90506;HUANCAVELICA;CHURCAMPA;LOCROJA;93.8;399.0;369.0;38.5;38.5;15.4;7.7;38.5;53.8;7.7;0.0;Q4
90507;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;100.0;451.0;451.0;13.8;31.0;37.9;17.2;6.9;39.7;36.2;17.2;Q2
90508;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;100.0;515.0;529.0;0.0;7.1;52.4;40.5;0.0;7.1;45.2;47.6;Q1
90509;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;100.0;500.0;488.0;12.0;9.0;33.3;45.7;6.0;21.3;36.6;36.1;Q1
90510;HUANCAVELICA;CHURCAMPA;PACHAMARCA;100.0;462.0;484.0;0.0;38.0;51.0;11.0;0.0;28.0;46.0;26.0;Q1
90511;HUANCAVELICA;CHURCAMPA;COSME;97.8;428.0;453.0;20.4;39.8;28.9;10.9;8.9;31.5;40.0;19.6;Q2
90601;HUANCAVELICA;HUAYTARÁ;HUAYTARA;92.9;489.0;453.0;5.6;22.2;38.9;33.3;8.3;22.2;55.6;13.9;Q2
90603;HUANCAVELICA;HUAYTARÁ;CORDOVA;100.0;387.0;403.0;50.0;25.0;25.0;0.0;0.0;75.0;25.0;0.0;Q4
90605;HUANCAVELICA;HUAYTARÁ;LARAMARCA;100.0;461.0;459.0;0.0;42.9;42.9;14.3;14.3;0.0;71.4;14.3;Q2
90606;HUANCAVELICA;HUAYTARÁ;OCOYO;100.0;442.0;456.0;0.0;55.6;44.4;0.0;0.0;33.3;44.4;22.2;Q2
90607;HUANCAVELICA;HUAYTARÁ;PILPICHACA;96.3;447.0;413.0;22.2;25.9;23.5;28.4;14.8;45.7;28.4;11.1;Q3
90608;HUANCAVELICA;HUAYTARÁ;QUERCO;100.0;491.0;475.0;0.0;11.1;66.7;22.2;0.0;0.0;88.9;11.1;Q2
90610;HUANCAVELICA;HUAYTARÁ;SAN ANTONIO DE CUSICANCHA;96.9;512.0;509.0;0.0;18.8;31.3;50.0;3.1;9.4;56.3;31.3;Q1
90611;HUANCAVELICA;HUAYTARÁ;SAN FRANCISCO DE SANGAYAICO;100.0;496.0;420.0;0.0;16.7;66.7;16.7;0.0;66.7;33.3;0.0;Q3
90612;HUANCAVELICA;HUAYTARÁ;SAN ISIDRO;83.3;551.0;560.0;0.0;0.0;50.0;50.0;0.0;0.0;50.0;50.0;Q1
90613;HUANCAVELICA;HUAYTARÁ;SANTIAGO DE CHOCORVOS;94.4;485.0;496.0;5.6;25.0;46.1;23.3;0.0;26.4;23.6;50.0;Q1
90614;HUANCAVELICA;HUAYTARÁ;SANTIAGO DE QUIRAHUARA;66.7;;;;;;;;;;;
90701;HUANCAVELICA;TAYACAJA;PAMPAS;98.6;499.0;511.0;6.3;20.7;33.6;39.3;6.1;14.2;35.3;44.4;Q1
90702;HUANCAVELICA;TAYACAJA;ACOSTAMBO;98.3;432.0;411.0;19.7;36.7;33.3;10.3;19.2;35.5;41.9;3.4;Q4
90703;HUANCAVELICA;TAYACAJA;ACRAQUIA;97.2;399.0;410.0;23.1;56.5;17.1;3.2;16.7;43.1;37.5;2.8;Q4
