Codigo Geografico;REGION;PROVINCIA;DISTRITO;Cobertura Estudiantes;Medida Promedio Comprension Lectora;Medida Promedio Matematica;Lect_Previo al Inicio;Lect_En inicio;Lect_En proceso;Lect_Satisfactorio;Mat_Previo al Inicio;Mat_En inicio;Mat_En proceso;Mat_Satisfactorio;CUARTIL
120304;JUNÍN;CHANCHAMAYO;SAN LUIS DE SHUARO;93.0;471.0;454.0;10.5;27.2;32.5;29.8;12.3;22.8;47.8;17.1;Q2
120305;JUNÍN;CHANCHAMAYO;SAN RAMON;98.5;506.0;501.0;1.9;22.2;37.2;38.6;5.8;13.3;43.2;37.7;Q1
120306;JUNÍN;CHANCHAMAYO;VITOC;100.0;443.0;395.0;0.0;60.0;40.0;0.0;20.0;80.0;0.0;0.0;Q4
120401;JUNÍN;JAUJA;JAUJA;98.1;516.0;511.0;3.8;16.9;35.3;44.0;4.7;13.9;40.7;40.7;Q1
120402;JUNÍN;JAUJA;ACOLLA;100.0;485.0;477.0;13.5;10.8;37.8;37.8;13.5;10.8;43.2;32.4;Q2
120403;JUNÍN;JAUJA;APATA;98.0;423.0;448.0;22.1;48.5;21.6;7.8;22.5;22.1;24.1;31.4;Q3
120404;JUNÍN;JAUJA;ATAURA;100.0;456.0;437.0;10.0;40.0;25.0;25.0;15.0;30.0;40.0;15.0;Q3
120405;JUNÍN;JAUJA;CANCHAYLLO;100.0;480.0;472.0;3.6;32.1;39.3;25.0;7.1;28.6;39.3;25.0;Q2
120406;JUNÍN;JAUJA;CURICACA;92.3;497.0;497.0;0.0;17.3;44.2;38.5;0.0;7.7;53.8;38.5;Q1
120407;JUNÍN;JAUJA;EL MANTARO;100.0;462.0;482.0;13.3;33.0;28.9;24.8;17.4;10.9;33.7;38.0;Q1
120408;JUNÍN;JAUJA;HUAMALI;100.0;488.0;497.0;0.0;26.7;46.7;26.7;0.0;13.3;73.3;13.3;Q1
120409;JUNÍN;JAUJA;HUARIPAMPA;100.0;513.0;581.0;0.0;0.0;62.5;37.5;0.0;0.0;12.5;87.5;Q1
120410;JUNÍN;JAUJA;HUERTAS;88.9;473.0;482.0;12.5;25.0;37.5;25.0;0.0;25.0;37.5;37.5;Q1
120411;JUNÍN;JAUJA;JANJAILLO;100.0;504.0;504.0;0.0;0.0;80.0;20.0;0.0;0.0;60.0;40.0;Q1
120412;JUNÍN;JAUJA;JULCAN;100.0;407.0;405.0;20.0;60.0;0.0;20.0;20.0;40.0;40.0;0.0;Q4
120413;JUNÍN;JAUJA;LEONOR ORDOÑEZ;100.0;436.0;402.0;18.2;45.5;18.2;18.2;18.2;54.5;18.2;9.1;Q4
120414;JUNÍN;JAUJA;LLOCLLAPAMPA;100.0;475.0;442.0;0.0;28.6;57.1;14.3;0.0;57.1;28.6;14.3;Q3
120415;JUNÍN;JAUJA;MARCO;86.7;497.0;485.0;0.0;30.8;38.5;30.8;7.7;15.4;53.8;23.1;Q1
120416;JUNÍN;JAUJA;MASMA;100.0;422.0;437.0;10.0;60.0;20.0;10.0;10.0;40.0;50.0;0.0;Q3
120417;JUNÍN;JAUJA;MASMA CHICCHE;100.0;442.0;423.0;20.0;30.0;40.0;10.0;20.0;40.0;30.0;10.0;Q3
120418;JUNÍN;JAUJA;MOLINOS;100.0;435.0;420.0;20.0;36.0;28.0;16.0;16.0;36.0;40.0;8.0;Q3
120419;JUNÍN;JAUJA;MONOBAMBA;100.0;459.0;438.0;12.5;37.5;25.0;25.0;25.0;12.5;37.5;25.0;Q3
120420;JUNÍN;JAUJA;MUQUI;100.0;482.0;487.0;0.0;30.8;46.2;23.1;0.0;0.0;100.0;0.0;Q1
120421;JUNÍN;JAUJA;MUQUIYAUYO;93.9;428.0;437.0;13.4;48.4;22.4;15.8;13.0;26.4;54.3;6.3;Q3
120423;JUNÍN;JAUJA;PACCHA;72.7;;;;;;;;;;;
120424;JUNÍN;JAUJA;PANCAN;100.0;543.0;528.0;0.0;10.8;29.7;59.5;0.0;10.8;44.6;44.6;Q1
120425;JUNÍN;JAUJA;PARCO;100.0;531.0;522.0;0.0;16.7;33.3;50.0;0.0;8.3;58.3;33.3;Q1
120426;JUNÍN;JAUJA;POMACANCHA;100.0;482.0;488.0;7.7;19.2;46.2;26.9;7.7;3.8;53.8;34.6;Q1
120427;JUNÍN;JAUJA;RICRAN;100.0;388.0;385.0;32.3;48.4;12.9;6.5;25.8;45.2;25.8;3.2;Q4
120428;JUNÍN;JAUJA;SAN LORENZO;100.0;482.0;466.0;0.0;25.6;46.5;27.9;2.3;27.9;48.8;20.9;Q2
120430;JUNÍN;JAUJA;SAUSA;95.2;442.0;434.0;5.0;40.0;50.0;5.0;10.0;35.0;50.0;5.0;Q3
120431;JUNÍN;JAUJA;SINCOS;98.5;439.0;443.0;17.4;32.2;39.3;11.0;21.8;24.6;34.2;19.4;Q3
120432;JUNÍN;JAUJA;TUNAN MARCA;86.7;481.0;483.0;0.0;38.5;38.0;23.5;0.0;23.5;45.5;31.0;Q1
120433;JUNÍN;JAUJA;YAULI;100.0;507.0;521.0;0.0;16.7;50.0;33.3;0.0;33.3;33.3;33.3;Q1
120434;JUNÍN;JAUJA;YAUYOS;84.2;462.0;439.0;0.0;46.7;33.3;20.0;6.7;40.0;40.0;13.3;Q3
120501;JUNÍN;JUNÍN;JUNIN;99.5;523.0;520.0;3.7;20.0;24.5;51.7;3.2;15.7;33.0;48.0;Q1
120502;JUNÍN;JUNÍN;CARHUAMAYO;99.0;439.0;445.0;20.6;39.7;15.7;24.0;20.6;16.7;48.9;13.9;Q3
120503;JUNÍN;JUNÍN;ONDORES;100.0;487.0;559.0;0.0;33.3;33.3;33.3;0.0;0.0;33.3;66.7;Q1
120504;JUNÍN;JUNÍN;ULCUMAYO;100.0;403.0;383.0;32.4;35.3;26.5;5.9;47.1;20.6;26.5;5.9;Q4
120601;JUNÍN;SATIPO;SATIPO;98.7;472.0;470.0;6.8;29.6;39.5;24.2;8.3;22.2;45.9;23.6;Q2
120602;JUNÍN;SATIPO;COVIRIALI;94.4;504.0;516.0;3.0;21.4;30.2;45.4;0.0;18.2;33.3;48.6;Q1
120603;JUNÍN;SATIPO;LLAYLLA;100.0;468.0;470.0;7.5;22.5;48.7;21.3;6.3;13.8;63.8;16.3;Q2
120604;JUNÍN;SATIPO;MAZAMARI;96.7;455.0;439.0;11.9;31.1;38.6;18.4;15.4;24.7;47.7;12.3;Q3
120605;JUNÍN;SATIPO;PAMPA HERMOSA;97.1;508.0;496.0;7.1;16.5;26.5;50.0;7.1;10.0;47.6;35.3;Q1
120606;JUNÍN;SATIPO;PANGOA;97.6;452.0;449.0;11.7;35.2;35.9;17.2;10.8;30.7;40.2;18.3;Q2
120607;JUNÍN;SATIPO;RIO NEGRO;98.4;437.0;426.0;14.7;41.2;31.0;13.2;18.6;31.9;38.9;10.5;Q3
120608;JUNÍN;SATIPO;RIO TAMBO;94.6;433.0;418.0;20.8;34.8;30.2;14.3;26.2;23.8;41.3;8.7;Q3
120701;JUNÍN;TARMA;TARMA;96.5;509.0;490.0;4.1;19.2;35.0;41.7;3.9;21.4;42.1;32.6;Q1
120702;JUNÍN;TARMA;ACOBAMBA;97.0;470.0;475.0;12.3;24.6;34.6;28.5;6.5;23.4;45.6;24.5;Q2
120703;JUNÍN;TARMA;HUARICOLCA;96.6;445.0;462.0;11.1;42.9;32.2;13.8;7.3;25.3;46.7;20.7;Q2
120704;JUNÍN;TARMA;HUASAHUASI;97.8;452.0;454.0;12.6;34.3;33.2;19.8;14.4;23.3;42.6;19.7;Q2
120705;JUNÍN;TARMA;LA UNION;100.0;455.0;460.0;11.6;25.6;44.2;18.6;14.0;23.3;39.5;23.3;Q2
120706;JUNÍN;TARMA;PALCA;98.8;414.0;415.0;20.6;48.0;23.3;8.1;23.8;28.1;42.2;5.8;Q3
120707;JUNÍN;TARMA;PALCAMAYO;98.0;478.0;467.0;10.5;26.1;35.7;27.7;14.6;14.2;47.3;24.0;Q2
120708;JUNÍN;TARMA;SAN PEDRO DE CAJAS;100.0;473.0;456.0;2.3;25.0;50.0;22.7;4.5;38.6;36.4;20.5;Q2
120709;JUNÍN;TARMA;TAPO;100.0;387.0;367.0;37.6;40.0;18.8;3.5;50.6;31.8;15.3;2.4;Q4
120801;JUNÍN;YAULI;LA OROYA;98.8;515.0;505.0;2.1;18.2;36.2;43.5;2.4;14.7;43.9;39.1;Q1
120803;JUNÍN;YAULI;HUAY-HUAY;100.0;501.0;514.0;0.0;22.2;44.4;33.3;0.0;11.1;52.8;36.1;Q1
120804;JUNÍN;YAULI;MARCAPOMACOCHA;88.9;443.0;406.0;25.0;25.0;37.5;12.5;25.0;12.5;62.5;0.0;Q4
120805;JUNÍN;YAULI;MOROCOCHA;98.9;480.0;494.0;2.3;28.7;43.6;25.3;5.7;12.6;50.6;31.1;Q1
120806;JUNÍN;YAULI;PACCHA;100.0;548.0;512.0;0.0;0.0;35.7;64.3;0.0;7.1;57.1;35.7;Q1
120807;JUNÍN;YAULI;SANTA BARBARA DE CARHUACAYAN;100.0;392.0;399.0;28.6;57.1;14.3;0.0;14.3;57.1;28.6;0.0;Q4
120808;JUNÍN;YAULI;SANTA ROSA DE SACCO;100.0;530.0;517.0;1.6;9.5;30.2;58.7;1.6;9.5;46.0;42.9;Q1
120809;JUNÍN;YAULI;SUITUCANCHA;100.0;480.0;460.0;0.0;30.8;46.2;23.1;7.7;38.5;23.1;30.8;Q2
120810;JUNÍN;YAULI;YAULI;95.2;489.0;485.0;5.6;28.0;36.7;29.7;3.2;20.8;46.3;29.7;Q1
120901;JUNÍN;CHUPACA;CHUPACA;98.7;489.0;491.0;4.8;21.8;41.6;31.7;4.6;17.1;44.9;33.5;Q1
120902;JUNÍN;CHUPACA;AHUAC;98.8;468.0;483.0;8.7;30.2;36.8;24.3;6.2;18.9;45.7;29.3;Q1
120903;JUNÍN;CHUPACA;CHONGOS BAJO;95.7;454.0;447.0;10.6;33.9;37.9;17.6;4.3;32.8;49.4;13.6;Q3
120904;JUNÍN;CHUPACA;HUACHAC;100.0;484.0;494.0;12.4;14.8;37.6;35.1;2.4;17.5;42.5;37.6;Q1
120905;JUNÍN;CHUPACA;HUAMANCACA CHICO;96.7;470.0;461.0;5.6;29.7;48.7;16.0;2.2;21.9;64.6;11.3;Q2
120906;JUNÍN;CHUPACA;SAN JUAN DE ISCOS;100.0;468.0;484.0;3.6;35.7;35.7;25.0;3.6;25.0;42.9;28.6;Q1
120907;JUNÍN;CHUPACA;SAN JUAN DE JARPA;97.6;439.0;454.0;10.1;45.8;33.9;10.1;4.8;33.9;45.8;15.5;Q2
120908;JUNÍN;CHUPACA;TRES DE DICIEMBRE;96.6;462.0;460.0;3.4;38.9;32.6;25.1;7.1;21.4;53.8;17.7;Q2
120909;JUNÍN;CHUPACA;YANACANCHA;97.9;421.0;405.0;24.6;32.4;38.7;4.3;35.8;21.5;32.0;10.6;Q4
130101;LA LIBERTAD;TRUJILLO;TRUJILLO;96.0;514.0;487.0;3.3;18.5;33.5;44.7;4.7;18.9;45.7;30.7;Q1
130102;LA LIBERTAD;TRUJILLO;EL PORVENIR;96.0;489.0;480.0;4.2;24.2;40.0;31.7;4.0;20.5;48.9;26.6;Q2
130103;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA;96.6;490.0;475.0;5.2;24.0;38.6;32.2;5.7;22.5;45.4;26.4;Q2
130104;LA LIBERTAD;TRUJILLO;HUANCHACO;95.3;479.0;463.0;4.7;27.3;40.5;27.5;6.9;25.3;49.3;18.4;Q2
130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;96.3;491.0;477.0;4.5;24.0;38.8;32.7;5.1;21.0;47.5;26.4;Q2
130106;LA LIBERTAD;TRUJILLO;LAREDO;95.9;474.0;459.0;6.4;31.8;37.4;24.4;6.3;28.5;47.1;18.1;Q2
130107;LA LIBERTAD;TRUJILLO;MOCHE;94.6;489.0;471.0;3.6;26.6;39.0;30.8;5.4;24.3;47.5;22.9;Q2
130108;LA LIBERTAD;TRUJILLO;POROTO;96.4;406.0;378.0;31.8;40.5;18.4;9.2;53.4;20.0;19.3;7.3;Q4
130109;LA LIBERTAD;TRUJILLO;SALAVERRY;93.6;495.0;477.0;3.3;23.1;41.1;32.5;4.9;16.1;54.6;24.4;Q2
130110;LA LIBERTAD;TRUJILLO;SIMBAL;95.9;497.0;463.0;4.0;21.3;43.7;30.9;8.3;19.8;52.0;19.8;Q2
130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;95.5;516.0;477.0;2.9;17.3;35.9;43.8;4.0;22.4;49.3;24.4;Q2
130201;LA LIBERTAD;ASCOPE;ASCOPE;98.2;468.0;441.0;10.3;29.7;32.2;27.7;14.1;25.1;47.9;12.8;Q3
130202;LA LIBERTAD;ASCOPE;CHICAMA;98.0;484.0;470.0;6.8;27.1;35.7;30.3;10.2;22.1;41.9;25.8;Q2
130203;LA LIBERTAD;ASCOPE;CHOCOPE;98.0;481.0;465.0;6.2;30.4;34.6;28.8;12.3;23.1;42.6;22.0;Q2
130204;LA LIBERTAD;ASCOPE;MAGDALENA DE CAO;100.0;487.0;487.0;7.1;21.4;28.6;42.9;0.0;21.4;64.3;14.3;Q1
130205;LA LIBERTAD;ASCOPE;PAIJAN;97.3;482.0;479.0;8.4;22.5;37.4;31.6;7.7;20.8;41.5;29.9;Q2
130206;LA LIBERTAD;ASCOPE;RAZURI;97.9;473.0;464.0;4.4;31.5;43.1;21.1;8.7;17.8;51.7;21.8;Q2
130207;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;96.8;478.0;473.0;6.1;30.3;36.3;27.3;8.5;23.5;40.2;27.7;Q2
130208;LA LIBERTAD;ASCOPE;CASA GRANDE;93.2;465.0;443.0;9.7;33.0;32.6;24.6;13.8;29.1;41.6;15.6;Q3
130301;LA LIBERTAD;BOLÍVAR;BOLIVAR;86.8;408.0;432.0;31.6;32.2;28.1;8.1;22.3;23.4;39.4;14.9;Q3
130302;LA LIBERTAD;BOLÍVAR;BAMBAMARCA;93.7;366.0;355.0;47.3;39.3;11.2;2.1;56.3;29.7;12.4;1.7;Q4
130303;LA LIBERTAD;BOLÍVAR;CONDORMARCA;93.8;384.0;362.0;39.4;40.2;14.0;6.5;45.0;33.1;19.4;2.6;Q4
130304;LA LIBERTAD;BOLÍVAR;LONGOTEA;97.5;492.0;521.0;5.0;26.2;36.3;32.5;2.8;20.1;42.1;35.0;Q1
130305;LA LIBERTAD;BOLÍVAR;UCHUMARCA;87.0;456.0;429.0;0.0;56.0;25.9;18.1;10.3;37.9;44.8;7.0;Q3
130306;LA LIBERTAD;BOLÍVAR;UCUNCHA;96.8;447.0;410.0;3.3;50.0;33.3;13.3;16.7;56.7;20.0;6.7;Q4
130401;LA LIBERTAD;CHEPÉN;CHEPEN;98.1;487.0;471.0;6.4;23.6;36.1;33.9;9.3;20.9;44.6;25.2;Q2
130402;LA LIBERTAD;CHEPÉN;PACANGA;97.5;457.0;443.0;14.2;34.5;25.5;25.9;16.3;28.0;38.7;17.0;Q3
130403;LA LIBERTAD;CHEPÉN;PUEBLO NUEVO;97.3;463.0;445.0;9.4;32.6;33.6;24.3;8.0;31.8;47.3;12.9;Q3
130501;LA LIBERTAD;JULCÁN;JULCAN;97.7;423.0;421.0;19.8;43.4;26.3;10.5;24.9;29.3;34.7;11.0;Q3
130502;LA LIBERTAD;JULCÁN;CALAMARCA;100.0;406.0;405.0;23.5;48.0;23.5;4.9;25.5;37.2;34.3;2.9;Q4
130503;LA LIBERTAD;JULCÁN;CARABAMBA;97.3;428.0;434.0;21.0;39.9;24.0;15.1;20.9;32.8;28.4;17.9;Q3
130504;LA LIBERTAD;JULCÁN;HUASO;95.4;376.0;377.0;45.0;37.8;15.0;2.2;38.1;40.5;17.8;3.7;Q4
130601;LA LIBERTAD;OTUZCO;OTUZCO;98.0;459.0;474.0;12.4;32.4;28.5;26.7;10.4;22.6;39.7;27.3;Q2
130602;LA LIBERTAD;OTUZCO;AGALLPAMPA;97.8;429.0;433.0;18.8;38.8;32.9;9.4;17.4;28.6;40.3;13.7;Q3
130604;LA LIBERTAD;OTUZCO;CHARAT;71.0;;;;;;;;;;;
130605;LA LIBERTAD;OTUZCO;HUARANCHAL;98.5;478.0;484.0;7.6;21.3;42.3;28.8;9.2;15.1;43.9;31.8;Q1
130606;LA LIBERTAD;OTUZCO;LA CUESTA;100.0;461.0;389.0;33.3;16.7;33.3;16.7;66.7;0.0;16.7;16.7;Q4
130608;LA LIBERTAD;OTUZCO;MACHE;96.3;440.0;441.0;13.8;36.3;38.3;11.5;13.8;30.5;40.3;15.4;Q3
130610;LA LIBERTAD;OTUZCO;PARANDAY;71.4;;;;;;;;;;;
130611;LA LIBERTAD;OTUZCO;SALPO;100.0;450.0;437.0;7.5;31.2;50.0;11.2;8.7;41.3;40.0;10.0;Q3
130613;LA LIBERTAD;OTUZCO;SINSICAP;98.5;391.0;395.0;37.7;37.4;20.8;4.2;32.8;35.6;24.5;7.1;Q4
130614;LA LIBERTAD;OTUZCO;USQUIL;97.6;446.0;453.0;16.0;32.8;33.1;18.0;14.7;26.7;35.7;22.8;Q2
130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;98.7;519.0;502.0;1.0;17.4;32.5;49.2;3.0;12.8;48.9;35.3;Q1
130702;LA LIBERTAD;PACASMAYO;GUADALUPE;98.1;492.0;484.0;4.2;23.6;38.5;33.7;5.5;16.3;49.5;28.7;Q1
130703;LA LIBERTAD;PACASMAYO;JEQUETEPEQUE;93.3;502.0;535.0;0.0;19.9;41.6;38.6;0.0;0.0;46.6;53.4;Q1
130704;LA LIBERTAD;PACASMAYO;PACASMAYO;97.7;508.0;494.0;5.0;19.9;31.0;44.1;9.1;17.2;38.1;35.6;Q1
130705;LA LIBERTAD;PACASMAYO;SAN JOSE;96.7;476.0;468.0;1.7;31.5;38.8;28.0;5.0;20.9;52.2;21.9;Q2
130801;LA LIBERTAD;PATAZ;TAYABAMBA;96.9;407.0;404.0;28.8;39.3;21.0;10.9;30.3;33.1;29.5;7.1;Q4
130802;LA LIBERTAD;PATAZ;BULDIBUYO;96.2;409.0;391.0;21.4;44.2;28.2;6.2;33.2;37.4;25.5;4.0;Q4
130803;LA LIBERTAD;PATAZ;CHILLIA;98.4;391.0;396.0;35.4;41.8;16.7;6.1;35.3;33.7;22.9;8.1;Q4
130804;LA LIBERTAD;PATAZ;HUANCASPATA;97.3;397.0;394.0;32.5;42.5;19.4;5.6;31.4;40.2;18.4;10.0;Q4
130805;LA LIBERTAD;PATAZ;HUAYLILLAS;78.1;;;;;;;;;;;
130806;LA LIBERTAD;PATAZ;HUAYO;97.8;416.0;411.0;21.5;50.4;19.3;8.8;24.7;35.5;34.0;5.9;Q4
130807;LA LIBERTAD;PATAZ;ONGON;100.0;486.0;504.0;0.0;36.4;27.3;36.4;0.0;0.0;54.5;45.5;Q1
130808;LA LIBERTAD;PATAZ;PARCOY;96.1;429.0;432.0;15.1;41.5;35.2;8.2;18.8;27.2;43.4;10.6;Q3
130809;LA LIBERTAD;PATAZ;PATAZ;94.5;456.0;452.0;12.0;28.4;43.3;16.2;13.0;23.1;44.7;19.2;Q2
130810;LA LIBERTAD;PATAZ;PIAS;89.8;475.0;480.0;8.2;35.7;25.5;30.6;6.1;24.5;38.8;30.6;Q2
130811;LA LIBERTAD;PATAZ;SANTIAGO DE CHALLAS;100.0;403.0;414.0;28.2;41.0;23.1;7.7;25.7;33.4;38.4;2.6;Q3
130812;LA LIBERTAD;PATAZ;TAURIJA;94.9;386.0;376.0;51.1;25.3;17.2;6.4;51.2;25.4;13.2;10.3;Q4
130813;LA LIBERTAD;PATAZ;URPAY;92.9;380.0;379.0;39.1;41.6;13.4;5.9;42.9;29.1;23.9;4.1;Q4
130901;LA LIBERTAD;SÁNCHEZ CARRIÓN;HUAMACHUCO;91.9;458.0;463.0;13.7;29.1;33.1;24.1;12.8;22.7;39.7;24.8;Q2
130902;LA LIBERTAD;SÁNCHEZ CARRIÓN;CHUGAY;97.6;406.0;406.0;29.9;39.3;23.1;7.7;32.3;29.2;29.2;9.2;Q4
130903;LA LIBERTAD;SÁNCHEZ CARRIÓN;COCHORCO;96.3;383.0;369.0;42.2;35.5;16.8;5.6;47.3;29.3;19.2;4.1;Q4
130904;LA LIBERTAD;SÁNCHEZ CARRIÓN;CURGOS;98.5;416.0;417.0;26.4;35.6;26.4;11.5;25.9;31.3;33.2;9.6;Q3
130905;LA LIBERTAD;SÁNCHEZ CARRIÓN;MARCABAL;98.2;388.0;395.0;32.8;45.5;17.2;4.5;32.5;33.5;29.9;4.0;Q4
130906;LA LIBERTAD;SÁNCHEZ CARRIÓN;SANAGORAN;96.9;392.0;401.0;38.9;35.6;19.1;6.4;35.6;28.5;28.2;7.6;Q4
130907;LA LIBERTAD;SÁNCHEZ CARRIÓN;SARIN;97.4;404.0;401.0;29.8;40.1;21.9;8.2;27.3;38.6;27.4;6.7;Q4
130908;LA LIBERTAD;SÁNCHEZ CARRIÓN;SARTIMBAMBA;95.9;384.0;364.0;39.1;40.9;15.6;4.4;49.1;32.4;17.6;0.9;Q4
131001;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;97.9;423.0;422.0;30.4;26.7;25.2;17.7;27.9;30.5;23.1;18.5;Q3
131002;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;98.5;430.0;451.0;17.9;40.6;33.2;8.3;18.2;21.6;37.6;22.6;Q2
131003;LA LIBERTAD;SANTIAGO DE CHUCO;CACHICADAN;96.3;423.0;428.0;19.2;41.1;27.0;12.6;20.8;27.8;38.9;12.5;Q3
131004;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEBAMBA;100.0;448.0;440.0;11.8;34.6;28.0;25.6;14.8;23.5;50.5;11.3;Q3
131005;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEPATA;96.3;425.0;412.0;21.7;35.0;24.8;18.5;23.9;31.3;37.4;7.4;Q4
131006;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;95.8;432.0;429.0;17.6;39.6;29.0;13.9;19.4;32.6;30.2;17.7;Q3
131007;LA LIBERTAD;SANTIAGO DE CHUCO;SANTA CRUZ DE CHUCA;95.9;434.0;444.0;14.7;42.4;25.1;17.9;14.7;28.2;41.3;15.8;Q3
131008;LA LIBERTAD;SANTIAGO DE CHUCO;SITABAMBA;96.4;429.0;423.0;25.3;26.4;37.5;10.9;24.3;32.7;28.0;15.0;Q3
131101;LA LIBERTAD;GRAN CHIMÚ;CASCAS;98.2;476.0;472.0;11.4;24.7;32.9;30.9;14.1;20.0;36.5;29.5;Q2
131102;LA LIBERTAD;GRAN CHIMÚ;LUCMA;100.0;417.0;441.0;26.5;31.3;35.0;7.2;20.5;22.9;43.4;13.3;Q3
131103;LA LIBERTAD;GRAN CHIMÚ;MARMOT;100.0;450.0;453.0;19.5;22.2;38.9;19.4;16.7;19.5;44.4;19.4;Q2
131104;LA LIBERTAD;GRAN CHIMÚ;SAYAPULLO;96.6;430.0;440.0;18.6;39.4;28.9;13.1;11.7;31.1;45.1;12.1;Q3
131201;LA LIBERTAD;VIRÚ;VIRU;98.2;469.0;453.0;6.7;31.6;38.6;23.0;8.5;28.9;45.1;17.5;Q2
131202;LA LIBERTAD;VIRÚ;CHAO;93.8;449.0;440.0;10.1;39.0;34.7;16.2;13.0;29.7;44.9;12.4;Q3
131203;LA LIBERTAD;VIRÚ;GUADALUPITO;95.7;485.0;480.0;5.0;22.8;47.4;24.7;7.3;17.3;46.9;28.4;Q2
140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;96.9;511.0;490.0;2.9;19.1;35.1;42.9;4.3;18.4;45.4;31.9;Q1
140102;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;94.6;450.0;427.0;10.4;39.1;30.8;19.7;19.6;32.2;33.8;14.4;Q3
140103;LAMBAYEQUE;CHICLAYO;ETEN;97.3;490.0;499.0;4.0;24.7;39.0;32.3;3.6;15.5;45.2;35.7;Q1
140104;LAMBAYEQUE;CHICLAYO;ETEN PUERTO;93.3;594.0;611.0;0.0;0.0;7.1;92.9;0.0;0.0;7.1;92.9;Q1
140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;96.1;497.0;482.0;3.7;22.7;37.9;35.7;4.7;20.5;44.9;29.9;Q1
140106;LAMBAYEQUE;CHICLAYO;LA VICTORIA;92.4;478.0;450.0;4.6;28.4;41.1;25.9;7.6;30.3;48.0;14.1;Q2
140107;LAMBAYEQUE;CHICLAYO;LAGUNAS;99.3;475.0;466.0;6.7;27.6;38.9;26.8;7.4;28.2;44.4;20.0;Q2
140108;LAMBAYEQUE;CHICLAYO;MONSEFU;95.9;463.0;457.0;9.5;33.1;33.2;24.2;9.5;27.8;43.5;19.1;Q2
140109;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;96.6;452.0;420.0;14.1;32.2;32.1;21.6;14.1;39.3;42.9;3.6;Q3
140110;LAMBAYEQUE;CHICLAYO;OYOTUN;98.1;429.0;408.0;10.9;53.6;25.7;9.8;23.8;37.6;29.7;8.9;Q4
140111;LAMBAYEQUE;CHICLAYO;PICSI;97.3;460.0;457.0;7.4;37.6;35.7;19.3;6.4;28.5;46.7;18.4;Q2
140112;LAMBAYEQUE;CHICLAYO;PIMENTEL;98.5;524.0;503.0;1.4;16.0;34.9;47.8;2.3;14.4;46.7;36.6;Q1
140113;LAMBAYEQUE;CHICLAYO;REQUE;98.6;499.0;488.0;2.8;22.1;37.5;37.6;2.8;14.4;56.2;26.7;Q1
140114;LAMBAYEQUE;CHICLAYO;SANTA ROSA;93.0;482.0;477.0;5.5;25.2;43.0;26.3;7.3;19.1;49.1;24.6;Q2
140115;LAMBAYEQUE;CHICLAYO;SAÑA;98.1;462.0;454.0;11.5;30.5;33.7;24.3;10.1;29.4;43.9;16.6;Q2
140116;LAMBAYEQUE;CHICLAYO;CAYALTI;95.2;467.0;448.0;8.4;29.8;34.0;27.8;9.8;30.2;45.2;14.7;Q3
140117;LAMBAYEQUE;CHICLAYO;PATAPO;93.4;464.0;449.0;7.9;33.0;36.7;22.4;8.8;27.7;47.0;16.5;Q2
140118;LAMBAYEQUE;CHICLAYO;POMALCA;95.5;471.0;458.0;6.8;34.1;31.8;27.4;9.2;30.4;40.3;20.2;Q2
140119;LAMBAYEQUE;CHICLAYO;PUCALA;96.5;470.0;455.0;5.4;32.4;37.0;25.2;9.1;30.1;39.6;21.2;Q2
140120;LAMBAYEQUE;CHICLAYO;TUMAN;95.0;469.0;442.0;8.4;27.5;40.5;23.6;10.1;30.4;47.5;12.1;Q3
140201;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;97.0;487.0;464.0;5.5;26.6;35.0;32.9;7.2;25.2;45.9;21.7;Q2
140202;LAMBAYEQUE;FERREÑAFE;CAÑARIS;100.0;403.0;391.0;37.1;30.6;17.7;14.5;37.1;30.6;24.2;8.1;Q4
140203;LAMBAYEQUE;FERREÑAFE;INCAHUASI;100.0;373.0;349.0;52.6;27.9;19.5;0.0;56.5;34.4;9.1;0.0;Q4
140204;LAMBAYEQUE;FERREÑAFE;MANUEL ANTONIO MESONES MURO;97.1;433.0;424.0;21.2;30.3;36.4;12.1;21.2;30.3;36.4;12.1;Q3
140205;LAMBAYEQUE;FERREÑAFE;PITIPO;97.3;468.0;468.0;7.8;25.9;45.8;20.6;8.9;25.4;41.7;24.0;Q2
140206;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;100.0;463.0;451.0;5.9;41.2;35.3;17.7;7.1;30.6;49.4;12.9;Q2
