REGION,PROVINCIA,LECT_EN INICIO_2016,LECT_EN PROCESO_2016,LECT_PREVIO AL INICIO_2016,LECT_SATISFACTORIO_2016,MAT_EN INICIO_2016,MAT_EN PROCESO_2016,MAT_PREVIO AL INICIO_2016,MAT_SATISFACTORIO_2016,MEDIDA PROMEDIO COMPRENSION LECTORA_2016,MEDIDA PROMEDIO MATEMATICA_2016,LECT_EN INICIO_2018,LECT_EN PROCESO_2018,LECT_PREVIO AL INICIO_2018,LECT_SATISFACTORIO_2018,MAT_EN INICIO_2018,MAT_EN PROCESO_2018,MAT_PREVIO AL INICIO_2018,MAT_SATISFACTORIO_2018,MEDIDA PROMEDIO COMPRENSION LECTORA_2018,MEDIDA PROMEDIO MATEMATICA_2018,VAB_Administración_Pública_y_Defensa_2016,VAB_Administración_Pública_y_Defensa_2018,VAB_Electricidad_Gas_y_Agua_2016,VAB_Electricidad_Gas_y_Agua_2018,VAB_Telecom_y_Otros_Serv_de_Información_2016,VAB_Telecom_y_Otros_Serv_de_Información_2018,CUARTIL_2024
AREQUIPA,ISLAY,18.2,33.1,2.5,46.3,15.7,47.1,1.7,35.5,516.0,511.0,13.3,39.2,2.5,45.0,10.0,37.5,1.7,50.8,514.0,530.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q2
AREQUIPA,ISLAY,17.4,37.4,2.3,42.8,12.8,49.1,3.5,34.7,516.0,506.0,20.8,32.5,3.9,42.9,7.8,31.2,2.6,58.4,511.0,548.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q2
AREQUIPA,ISLAY,14.9,34.1,1.7,49.3,9.0,35.6,3.2,52.2,531.0,534.0,21.7,30.8,2.5,45.0,12.9,39.0,5.1,43.0,513.0,509.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q1
AREQUIPA,ISLAY,35.7,21.4,0.0,42.9,28.6,21.4,0.0,50.0,501.0,506.0,3.3,40.0,0.0,56.7,0.0,30.0,0.0,70.0,528.0,559.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q1
AREQUIPA,ISLAY,18.6,31.7,1.1,48.6,14.7,39.1,2.2,44.0,522.0,516.0,19.7,34.9,3.0,42.4,15.0,39.5,2.3,43.3,512.0,518.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q1
AREQUIPA,ISLAY,17.4,36.9,0.0,45.6,5.4,39.1,1.1,54.5,520.0,538.0,23.4,36.6,4.5,35.5,17.9,51.0,1.2,29.9,491.0,495.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q2
AREQUIPA,LA UNIÓN,34.4,42.0,4.4,19.2,39.1,39.7,6.8,14.4,459.0,446.0,53.5,26.8,14.3,5.5,22.1,45.2,14.0,18.6,428.0,455.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q1
AREQUIPA,LA UNIÓN,12.5,37.5,37.5,12.5,25.0,25.0,25.0,25.0,422.0,441.0,7.1,64.3,0.0,28.6,21.4,78.6,0.0,0.0,492.0,472.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q4
AREQUIPA,LA UNIÓN,22.0,48.8,2.4,26.8,12.2,46.3,0.0,41.5,485.0,507.0,30.9,30.9,7.3,30.9,14.5,40.0,12.7,32.7,474.0,473.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q2
AREQUIPA,LA UNIÓN,27.9,37.6,12.1,22.4,19.4,40.6,21.2,18.8,457.0,451.0,20.4,17.6,26.7,35.3,23.5,21.0,20.2,35.3,460.0,473.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,Q3
AREQUIPA,LA UNIÓN,66.7,0.0,33.3,0.0,33.3,8.3,58.3,0.0,364.0,353.0,10.0,0.0,90.0,0.0,40.0,0.0,60.0,0.0,303.0,342.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,
AREQUIPA,LA UNIÓN,39.1,39.1,8.7,13.0,30.4,43.5,8.7,17.4,449.0,453.0,40.0,40.0,13.3,6.7,36.7,30.0,10.0,23.3,437.0,449.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,
AREQUIPA,LA UNIÓN,50.0,12.5,37.5,0.0,25.0,12.5,62.5,0.0,370.0,343.0,20.0,40.0,0.0,40.0,40.0,40.0,20.0,0.0,474.0,406.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,
AREQUIPA,LA UNIÓN,12.5,62.5,0.0,25.0,0.0,25.0,0.0,75.0,510.0,541.0,,,,,,,,,,,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,
AREQUIPA,LA UNIÓN,7.1,42.9,35.7,14.3,21.4,71.4,0.0,7.1,433.0,467.0,10.0,40.0,10.0,40.0,0.0,50.0,0.0,50.0,516.0,529.0,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,
AYACUCHO,CANGALLO,41.9,27.4,12.9,17.7,27.4,35.5,19.4,17.7,439.0,434.0,18.5,40.2,14.1,27.2,23.9,38.0,7.6,30.4,476.0,477.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,CANGALLO,20.0,0.0,80.0,0.0,30.0,10.0,60.0,0.0,334.0,338.0,38.5,7.7,53.8,0.0,46.2,46.2,7.7,0.0,366.0,423.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,CANGALLO,47.3,27.6,16.7,8.4,38.5,35.9,15.9,9.8,425.0,421.0,37.9,26.4,20.0,15.7,30.7,44.3,5.0,20.0,434.0,463.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,CANGALLO,25.0,0.0,75.0,0.0,33.3,0.0,66.7,0.0,338.0,334.0,37.5,25.0,31.3,6.3,31.3,31.3,12.5,25.0,387.0,450.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,CANGALLO,57.8,8.8,33.5,0.0,49.5,10.7,38.0,1.8,374.0,368.0,39.3,15.6,39.9,5.2,35.5,37.5,24.3,2.6,382.0,408.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,CANGALLO,34.5,17.2,41.4,6.9,29.3,27.6,36.2,6.9,383.0,389.0,34.3,22.5,29.6,13.6,24.7,29.6,32.1,13.6,417.0,411.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,HUAMANGA,62.8,6.8,30.3,0.0,59.3,8.3,32.3,0.0,382.0,372.0,41.7,25.0,25.0,8.3,33.3,35.0,25.0,6.7,411.0,401.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,HUAMANGA,35.5,23.7,32.0,8.7,31.2,29.2,29.8,9.8,407.0,407.0,50.0,24.4,12.2,13.3,27.8,51.1,10.0,11.1,431.0,446.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,HUAMANGA,,,,,,,,,,,13.6,38.3,1.9,46.2,13.0,50.7,0.9,35.4,516.0,504.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,HUAMANGA,11.1,55.6,11.1,22.2,44.4,55.6,0.0,0.0,492.0,449.0,,,,,,,,,,,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,HUAMANGA,19.2,35.4,3.8,41.6,17.0,44.1,4.8,34.1,508.0,494.0,13.0,27.3,2.3,57.4,9.9,40.1,1.9,48.1,539.0,526.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,HUAMANGA,34.0,32.8,11.9,21.3,29.5,39.7,13.3,17.4,455.0,448.0,17.4,34.4,3.2,45.0,13.4,48.3,2.8,35.4,511.0,498.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,HUAMANGA,49.1,22.6,24.7,3.7,42.7,23.1,28.9,5.3,406.0,395.0,37.1,27.7,20.7,14.6,19.3,50.0,16.2,14.6,434.0,447.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUAMANGA,26.0,35.4,9.9,28.6,20.8,35.9,16.7,26.6,474.0,458.0,14.3,30.5,5.8,49.5,12.5,34.6,3.1,49.9,516.0,521.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,HUAMANGA,41.1,31.5,8.2,19.2,21.9,41.1,16.4,20.5,455.0,446.0,32.3,33.9,16.1,17.7,35.5,29.0,12.9,22.6,445.0,450.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,HUAMANGA,28.1,46.9,6.6,18.4,21.4,40.8,13.3,24.5,457.0,463.0,22.6,37.7,12.4,27.4,15.0,50.2,9.9,24.9,467.0,484.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,HUAMANGA,38.7,29.7,18.0,13.6,36.0,41.9,13.9,8.2,431.0,430.0,25.4,32.4,11.3,31.0,29.6,29.6,12.7,28.2,468.0,456.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,HUAMANGA,41.2,11.8,47.1,0.0,58.8,29.4,5.9,5.9,375.0,411.0,24.0,28.0,24.0,24.0,16.0,40.0,24.0,20.0,443.0,444.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,HUAMANGA,24.0,40.7,2.7,32.6,21.7,41.8,4.2,32.3,492.0,487.0,19.7,31.0,3.9,45.5,14.0,39.9,3.4,42.7,511.0,511.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,HUAMANGA,0.0,42.9,28.6,28.6,14.3,42.9,14.3,28.6,459.0,465.0,30.0,10.0,40.0,20.0,50.0,10.0,20.0,20.0,401.0,422.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,HUAMANGA,49.1,15.2,31.4,4.3,51.6,26.1,18.1,4.3,399.0,397.0,45.4,22.9,26.8,4.9,37.8,27.6,24.4,10.2,401.0,414.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUAMANGA,32.0,24.0,38.0,6.0,34.0,18.0,36.0,12.0,402.0,397.0,50.8,17.5,20.6,11.1,34.9,41.3,15.9,7.9,414.0,423.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUAMANGA,51.7,19.5,24.2,4.6,39.3,33.9,22.4,4.5,402.0,403.0,39.2,32.0,9.3,19.6,34.0,43.3,7.2,15.5,453.0,449.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,HUANCA SANCOS,53.2,15.7,18.6,12.5,42.5,32.9,12.1,12.5,426.0,427.0,51.8,30.6,0.0,17.6,34.1,47.9,0.0,17.9,459.0,460.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,HUANCA SANCOS,50.0,25.0,8.3,16.7,41.7,33.3,25.0,0.0,437.0,396.0,52.8,18.8,23.3,5.1,29.5,47.2,23.3,0.0,412.0,404.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUANCA SANCOS,17.1,36.9,8.5,37.5,8.5,40.4,24.0,27.0,497.0,477.0,10.4,34.6,1.7,53.3,8.7,31.4,1.7,58.2,522.0,538.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUANCA SANCOS,36.8,28.9,26.5,7.9,37.4,20.5,31.8,10.3,414.0,412.0,12.2,32.5,16.1,39.2,16.4,31.8,12.2,39.5,488.0,495.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,HUANTA,50.0,30.0,20.0,0.0,70.0,10.0,0.0,20.0,406.0,429.0,36.4,27.3,36.4,0.0,45.5,27.3,18.2,9.1,390.0,414.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,HUANTA,41.3,46.2,9.3,3.2,25.2,40.5,7.4,26.9,436.0,471.0,36.8,30.9,21.0,11.3,29.7,43.7,17.2,9.4,423.0,427.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,HUANTA,41.2,2.9,55.9,0.0,52.9,26.5,17.6,2.9,361.0,403.0,27.8,16.7,44.4,11.1,11.1,27.8,33.3,27.8,372.0,429.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,HUANTA,42.5,31.6,17.7,8.2,32.8,37.2,24.5,5.5,425.0,407.0,31.8,36.4,9.1,22.7,24.2,50.0,6.1,19.7,461.0,468.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,HUANTA,31.1,35.6,7.8,25.5,21.7,43.2,8.4,26.7,469.0,475.0,21.7,32.7,6.9,38.7,14.2,38.8,4.6,42.4,490.0,508.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,HUANTA,51.3,16.7,23.1,9.0,26.3,45.5,25.6,2.6,411.0,402.0,35.3,26.5,29.4,8.8,23.5,47.1,23.5,5.9,404.0,422.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUANTA,39.1,44.4,2.0,14.5,29.9,49.5,3.1,17.6,457.0,460.0,37.7,24.5,21.0,16.8,28.1,31.0,19.6,21.3,428.0,450.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUANTA,52.3,17.5,23.6,6.6,35.4,31.8,27.9,5.0,409.0,404.0,38.4,30.3,15.2,16.2,29.3,40.4,13.1,17.2,440.0,444.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,HUANTA,26.0,2.9,68.1,2.9,22.9,8.8,68.3,0.0,346.0,337.0,32.3,5.6,62.1,0.0,18.5,25.1,56.4,0.0,343.0,357.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,HUANTA,40.7,22.3,33.3,3.7,29.5,26.1,36.9,7.5,394.0,391.0,38.4,29.1,19.3,13.2,30.0,41.7,10.7,17.6,429.0,445.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUANTA,48.9,26.1,18.8,6.3,32.4,47.0,16.0,4.6,416.0,426.0,33.0,27.7,20.9,18.4,25.5,33.7,19.5,21.3,434.0,450.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,HUANTA,29.9,3.8,45.6,20.8,13.8,19.8,43.7,22.6,394.0,391.0,16.7,11.9,61.9,9.5,19.0,26.2,45.2,9.5,358.0,387.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,LA MAR,44.6,22.4,29.3,3.7,43.7,26.8,23.2,6.3,398.0,401.0,39.4,23.9,21.1,15.5,28.2,28.2,21.1,22.5,420.0,439.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,LA MAR,36.3,35.4,11.6,16.6,28.9,42.3,11.0,17.9,451.0,452.0,48.4,25.9,15.8,9.9,31.6,38.2,12.6,17.6,424.0,442.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LA MAR,42.0,35.0,6.6,16.4,21.0,47.8,19.1,12.1,450.0,432.0,32.3,30.0,12.2,25.6,22.3,52.3,8.4,17.0,464.0,457.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,LA MAR,35.0,37.4,5.8,21.8,16.2,58.3,3.6,21.9,462.0,480.0,27.4,29.1,16.3,27.1,28.0,35.4,16.0,20.6,448.0,443.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,LA MAR,26.3,26.3,26.3,21.1,21.1,31.6,15.8,31.6,432.0,491.0,54.5,27.3,0.0,18.2,18.2,63.6,0.0,18.2,442.0,483.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,LA MAR,,,,,,,,,,,71.4,14.3,14.3,0.0,14.3,0.0,85.7,0.0,395.0,325.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,LA MAR,27.3,19.8,33.0,19.8,16.8,57.5,16.2,9.5,422.0,447.0,17.2,21.1,9.7,52.0,12.5,30.5,7.3,49.7,507.0,523.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,LA MAR,28.6,40.1,15.9,15.4,18.1,43.4,15.4,23.1,446.0,456.0,13.8,38.1,3.1,45.0,6.9,40.0,1.3,51.9,507.0,535.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,LA MAR,44.0,26.9,16.3,12.9,40.7,26.2,18.0,15.2,433.0,429.0,38.6,27.2,16.0,18.2,27.3,39.4,16.4,16.9,436.0,441.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,LA MAR,38.2,30.7,21.1,10.1,27.6,29.7,25.2,17.5,424.0,426.0,29.0,24.8,16.2,30.0,24.0,32.2,13.9,29.9,467.0,469.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,LUCANAS,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,509.0,527.0,17.1,28.6,8.6,45.7,5.7,45.7,5.7,42.9,501.0,512.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,33.3,53.3,0.0,13.3,20.0,33.3,13.3,33.3,471.0,482.0,27.3,18.2,4.5,50.0,13.6,45.5,0.0,40.9,514.0,520.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,LUCANAS,15.8,52.6,0.0,31.6,21.1,52.6,0.0,26.3,501.0,493.0,27.3,9.1,9.1,54.5,18.2,54.5,0.0,27.3,501.0,485.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,22.2,22.2,11.1,44.4,22.2,44.4,11.1,22.2,498.0,476.0,19.4,38.5,22.7,19.4,22.7,32.1,10.0,35.2,454.0,487.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,25.0,27.3,10.3,37.5,20.8,25.3,14.4,39.5,488.0,484.0,39.4,24.2,12.1,24.2,27.3,42.4,3.0,27.3,454.0,487.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,LUCANAS,40.0,60.0,0.0,0.0,20.0,40.0,0.0,40.0,467.0,489.0,25.0,25.0,0.0,50.0,0.0,50.0,0.0,50.0,504.0,523.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,LUCANAS,35.3,41.2,5.9,17.6,17.6,58.8,11.8,11.8,455.0,438.0,22.2,38.9,5.6,33.3,16.7,33.3,5.6,44.4,483.0,505.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,LUCANAS,20.0,60.0,0.0,20.0,0.0,100.0,0.0,0.0,485.0,494.0,12.5,37.5,25.0,25.0,25.0,25.0,12.5,37.5,451.0,455.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,,,,,,,,,,,40.0,20.0,20.0,20.0,20.0,20.0,40.0,20.0,425.0,394.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,LUCANAS,40.0,23.3,23.3,13.3,36.7,30.0,20.0,13.3,426.0,417.0,24.2,24.2,6.1,45.5,12.1,45.5,9.1,33.3,500.0,498.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,30.8,46.2,7.7,15.4,38.5,30.8,23.1,7.7,447.0,418.0,28.6,28.6,14.3,28.6,23.8,42.9,9.5,23.8,451.0,465.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,LUCANAS,38.5,53.8,0.0,7.7,7.7,53.8,0.0,38.5,474.0,529.0,11.1,22.2,0.0,66.7,11.1,11.1,0.0,77.8,536.0,570.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,31.7,33.3,10.0,25.0,24.1,43.8,8.4,23.7,466.0,466.0,20.5,28.9,7.5,43.0,13.3,40.0,4.3,42.3,499.0,506.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,568.0,509.0,,,,,,,,,,,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,70.0,30.0,0.0,0.0,20.0,50.0,10.0,20.0,420.0,456.0,29.4,26.5,17.6,26.5,17.6,55.9,14.7,11.8,455.0,457.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,LUCANAS,28.6,0.0,28.6,42.9,28.6,28.6,28.6,14.3,421.0,420.0,33.3,33.3,16.7,16.7,0.0,83.3,16.7,0.0,454.0,420.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,LUCANAS,35.5,9.7,48.4,6.5,48.4,12.9,29.0,9.7,373.0,397.0,37.2,11.6,32.6,18.6,30.2,39.5,18.6,11.6,411.0,428.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,LUCANAS,,,,,,,,,,,17.6,41.2,17.6,23.5,5.9,58.8,11.8,23.5,460.0,481.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,LUCANAS,25.9,31.1,13.0,30.0,20.1,38.5,15.8,25.6,469.0,459.0,12.5,43.8,8.7,35.0,15.0,31.3,3.8,50.0,489.0,516.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,LUCANAS,,,,,,,,,,,0.0,50.0,0.0,50.0,0.0,66.7,0.0,33.3,524.0,495.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,LUCANAS,33.3,40.0,6.7,20.0,46.7,26.7,6.7,20.0,455.0,446.0,13.6,36.4,9.1,40.9,9.1,36.4,4.5,50.0,504.0,516.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,PARINACOCHAS,46.2,38.5,11.5,3.8,19.2,34.6,11.5,34.6,436.0,466.0,40.7,29.6,14.8,14.8,29.6,51.9,11.1,7.4,440.0,435.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,PARINACOCHAS,21.9,38.4,7.1,32.6,23.5,43.8,3.1,29.6,484.0,484.0,19.8,36.9,9.9,33.4,14.4,47.6,9.9,28.0,488.0,478.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,PARINACOCHAS,62.5,6.3,31.3,0.0,62.5,18.8,18.8,0.0,393.0,391.0,40.0,40.0,0.0,20.0,0.0,60.0,0.0,40.0,475.0,520.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,PARINACOCHAS,40.0,20.0,0.0,40.0,10.0,50.0,0.0,40.0,497.0,521.0,16.7,33.3,16.7,33.3,0.0,33.3,16.7,50.0,482.0,503.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,PARINACOCHAS,22.3,40.8,7.6,29.2,20.3,45.7,5.8,28.2,484.0,483.0,26.1,33.7,7.3,33.0,18.3,43.7,5.0,33.0,485.0,488.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,PARINACOCHAS,33.3,45.8,4.2,16.7,30.6,52.8,4.2,12.5,467.0,445.0,3.3,41.5,0.0,55.1,3.5,51.7,0.0,44.9,524.0,522.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,PARINACOCHAS,66.7,16.7,0.0,16.7,33.3,50.0,16.7,0.0,467.0,407.0,42.9,28.6,14.3,14.3,42.9,28.6,0.0,28.6,450.0,461.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,PARINACOCHAS,,,,,,,,,,,40.0,40.0,0.0,20.0,60.0,40.0,0.0,0.0,465.0,410.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,PÁUCAR DEL SARA SARA,57.1,14.3,28.6,0.0,42.9,14.3,42.9,0.0,396.0,373.0,,,,,,,,,,,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,PÁUCAR DEL SARA SARA,50.0,0.0,16.7,33.3,83.3,0.0,0.0,16.7,458.0,433.0,14.3,42.9,0.0,42.9,14.3,71.4,0.0,14.3,516.0,472.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q2
AYACUCHO,PÁUCAR DEL SARA SARA,21.2,54.5,6.1,18.2,18.2,63.6,3.0,15.2,468.0,465.0,5.0,35.0,0.0,60.0,15.0,40.0,0.0,45.0,550.0,519.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,PÁUCAR DEL SARA SARA,28.6,42.9,0.0,28.6,0.0,71.4,0.0,28.6,482.0,480.0,33.3,33.3,0.0,33.3,0.0,66.7,0.0,33.3,487.0,528.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,PÁUCAR DEL SARA SARA,42.9,14.3,35.7,7.1,39.3,32.1,28.6,0.0,393.0,391.0,30.7,24.3,28.3,16.7,25.1,46.6,17.2,11.1,426.0,433.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,PÁUCAR DEL SARA SARA,19.5,41.2,4.5,34.9,26.3,54.3,2.1,17.2,497.0,463.0,13.4,37.3,4.5,44.8,13.4,46.3,9.0,31.3,504.0,481.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,PÁUCAR DEL SARA SARA,40.0,40.0,0.0,20.0,60.0,40.0,0.0,0.0,474.0,426.0,20.0,20.0,20.0,40.0,40.0,40.0,0.0,20.0,478.0,468.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,PÁUCAR DEL SARA SARA,,,,,,,,,,,42.9,14.3,0.0,42.9,14.3,57.1,14.3,14.3,502.0,453.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,SUCRE,66.7,33.3,0.0,0.0,83.3,0.0,16.7,0.0,419.0,382.0,,,,,,,,,,,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,SUCRE,60.0,40.0,0.0,0.0,60.0,20.0,20.0,0.0,416.0,370.0,60.0,20.0,0.0,20.0,60.0,40.0,0.0,0.0,449.0,434.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q3
AYACUCHO,SUCRE,40.0,0.0,20.0,40.0,40.0,40.0,0.0,20.0,444.0,460.0,0.0,37.5,0.0,62.5,12.5,50.0,0.0,37.5,531.0,528.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,
AYACUCHO,SUCRE,0.0,0.0,40.0,60.0,40.0,20.0,0.0,40.0,472.0,474.0,,,,,,,,,,,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q1
AYACUCHO,SUCRE,,,,,,,,,,,27.3,13.6,27.3,31.8,22.7,27.3,31.8,18.2,443.0,421.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
AYACUCHO,SUCRE,50.0,16.7,33.3,0.0,33.3,16.7,50.0,0.0,380.0,347.0,57.1,28.6,7.1,7.1,21.4,64.3,7.1,7.1,445.0,454.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,Q4
