REGION,PROVINCIA,LECT_EN INICIO_2016,LECT_EN PROCESO_2016,LECT_PREVIO AL INICIO_2016,LECT_SATISFACTORIO_2016,MAT_EN INICIO_2016,MAT_EN PROCESO_2016,MAT_PREVIO AL INICIO_2016,MAT_SATISFACTORIO_2016,MEDIDA PROMEDIO COMPRENSION LECTORA_2016,MEDIDA PROMEDIO MATEMATICA_2016,LECT_EN INICIO_2018,LECT_EN PROCESO_2018,LECT_PREVIO AL INICIO_2018,LECT_SATISFACTORIO_2018,MAT_EN INICIO_2018,MAT_EN PROCESO_2018,MAT_PREVIO AL INICIO_2018,MAT_SATISFACTORIO_2018,MEDIDA PROMEDIO COMPRENSION LECTORA_2018,MEDIDA PROMEDIO MATEMATICA_2018,VAB_Administración_Pública_y_Defensa_2016,VAB_Administración_Pública_y_Defensa_2018,VAB_Electricidad_Gas_y_Agua_2016,VAB_Electricidad_Gas_y_Agua_2018,VAB_Telecom_y_Otros_Serv_de_Información_2016,VAB_Telecom_y_Otros_Serv_de_Información_2018,CUARTIL_2024
AMAZONAS,BAGUA,32.1,30.4,17.8,19.7,20.2,38.0,18.1,23.7,445.0,453.0,29.1,31.6,16.1,23.2,28.3,38.8,14.4,18.4,452.0,450.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,BAGUA,29.1,36.2,8.1,26.6,25.9,40.1,11.3,22.7,473.0,459.0,25.5,35.8,12.1,26.6,24.9,43.7,10.9,20.5,468.0,459.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,BAGUA,29.5,31.1,9.8,29.5,18.0,50.8,13.1,18.0,463.0,457.0,42.6,34.0,8.5,14.9,31.9,42.5,10.7,14.9,449.0,452.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,BAGUA,87.5,0.0,12.5,0.0,62.5,12.5,25.0,0.0,386.0,389.0,40.0,10.0,10.0,40.0,30.0,60.0,0.0,10.0,454.0,458.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q4
AMAZONAS,BAGUA,40.4,15.6,38.6,5.4,29.7,19.1,48.1,3.1,387.0,370.0,,,,,,,,,,,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q4
AMAZONAS,BAGUA,33.0,35.6,7.1,24.2,7.3,31.4,8.6,52.6,465.0,510.0,28.7,38.0,12.9,20.4,24.7,41.3,13.1,20.9,454.0,454.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,BONGARÁ,,,,,,,,,,,0.0,75.0,0.0,25.0,50.0,25.0,0.0,25.0,496.0,453.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,BONGARÁ,52.9,29.4,11.8,5.9,41.2,11.8,47.1,0.0,420.0,360.0,0.0,20.0,80.0,0.0,40.0,20.0,40.0,0.0,351.0,375.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,BONGARÁ,35.7,21.4,28.6,14.3,21.4,35.7,42.9,0.0,406.0,399.0,29.5,29.5,20.5,20.5,47.3,20.5,11.6,20.5,448.0,425.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q4
AMAZONAS,BONGARÁ,35.9,35.0,4.7,24.3,29.1,43.0,11.6,16.3,470.0,455.0,23.5,39.0,7.4,30.1,22.1,41.9,2.9,33.1,481.0,495.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,BONGARÁ,21.2,36.6,2.5,39.7,22.1,45.8,0.0,32.1,502.0,492.0,27.7,28.4,2.3,41.6,12.0,48.5,2.2,37.2,499.0,499.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,BONGARÁ,36.0,16.0,12.0,36.0,32.0,32.0,12.0,24.0,473.0,442.0,19.2,19.2,7.7,53.8,7.7,38.5,7.7,46.2,512.0,504.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,BONGARÁ,46.2,34.6,7.7,11.5,30.8,46.2,15.4,7.7,437.0,430.0,5.6,16.7,0.0,77.8,0.0,22.2,0.0,77.8,542.0,571.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,BONGARÁ,50.0,50.0,0.0,0.0,25.0,75.0,0.0,0.0,459.0,440.0,,,,,,,,,,,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,
AMAZONAS,BONGARÁ,36.2,36.7,12.6,14.5,26.6,43.3,9.7,20.4,445.0,451.0,29.3,25.6,10.3,34.8,12.8,35.3,10.4,41.6,481.0,496.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,CHACHAPOYAS,,,,,,,,,,,9.1,13.6,4.6,72.7,9.0,36.0,5.0,50.0,537.0,527.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,CHACHAPOYAS,14.0,34.0,0.8,51.2,9.5,42.6,1.8,46.0,532.0,524.0,13.4,28.0,3.7,54.9,10.0,38.1,2.1,49.9,528.0,526.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,CHACHAPOYAS,0.0,55.6,0.0,44.4,0.0,55.6,0.0,44.4,533.0,525.0,12.5,37.5,0.0,50.0,0.0,50.0,0.0,50.0,537.0,528.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,CHACHAPOYAS,43.8,31.8,6.4,17.9,27.1,55.0,6.6,11.3,458.0,449.0,27.0,46.1,15.4,11.5,30.8,57.7,3.9,7.7,437.0,445.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,CHACHAPOYAS,0.0,27.3,0.0,72.7,0.0,45.5,0.0,54.5,553.0,520.0,27.3,27.3,0.0,45.5,18.2,36.4,0.0,45.5,528.0,523.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,
AMAZONAS,CHACHAPOYAS,45.7,18.5,15.7,20.1,33.4,41.9,9.4,15.4,443.0,450.0,40.9,26.5,13.7,18.9,28.9,43.9,6.9,20.3,443.0,455.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,CHACHAPOYAS,15.9,34.9,1.6,47.6,9.5,33.3,4.8,52.4,507.0,528.0,18.8,29.9,13.5,37.8,15.0,39.2,9.4,36.4,478.0,481.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,CHACHAPOYAS,18.8,43.8,0.0,37.5,6.3,62.5,0.0,31.3,507.0,513.0,0.0,30.8,0.0,69.2,0.0,15.4,0.0,84.6,564.0,586.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,CHACHAPOYAS,42.9,42.9,0.0,14.3,23.8,52.4,4.8,19.0,453.0,465.0,25.0,31.3,12.5,31.3,18.8,43.8,12.5,25.0,467.0,463.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,CHACHAPOYAS,33.5,45.0,21.5,0.0,18.8,53.8,21.5,5.9,428.0,429.0,40.0,40.0,0.0,20.0,20.0,80.0,0.0,0.0,462.0,458.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,
AMAZONAS,CHACHAPOYAS,27.0,41.3,2.2,29.5,31.4,50.8,4.4,13.3,486.0,458.0,11.1,44.4,2.8,41.7,16.7,50.0,0.0,33.3,517.0,504.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,CHACHAPOYAS,20.0,30.0,20.0,30.0,30.0,40.0,20.0,10.0,467.0,448.0,28.6,28.6,14.3,28.6,14.3,28.6,14.3,42.9,438.0,458.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,CHACHAPOYAS,80.0,0.0,0.0,20.0,20.0,20.0,60.0,0.0,421.0,358.0,40.0,40.0,0.0,20.0,20.0,80.0,0.0,0.0,484.0,459.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,
AMAZONAS,CHACHAPOYAS,44.4,44.4,0.0,11.1,44.4,55.6,0.0,0.0,450.0,437.0,12.5,75.0,12.5,0.0,50.0,50.0,0.0,0.0,454.0,432.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,CHACHAPOYAS,31.3,31.3,31.3,6.3,18.8,43.8,31.3,6.3,406.0,398.0,83.3,16.7,0.0,0.0,16.7,66.7,0.0,16.7,426.0,477.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,CONDORCANQUI,,,,,,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,301.0,284.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q4
AMAZONAS,CONDORCANQUI,40.7,23.5,24.6,11.2,24.1,39.5,30.2,6.1,417.0,407.0,,,,,,,,,,,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q4
AMAZONAS,CONDORCANQUI,27.6,0.0,66.0,6.4,20.6,13.7,65.7,0.0,349.0,335.0,11.1,7.4,77.7,3.7,7.4,7.4,85.1,0.0,327.0,299.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q4
AMAZONAS,LUYA,33.2,34.3,10.8,21.8,24.9,45.1,12.4,17.6,458.0,453.0,40.4,27.1,10.8,21.7,26.0,50.9,8.3,14.8,453.0,458.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,LUYA,42.9,28.6,22.9,5.7,30.2,37.4,21.0,11.4,418.0,428.0,53.0,29.8,5.7,11.5,29.5,53.0,5.7,11.7,444.0,458.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,LUYA,13.0,43.5,0.0,43.5,4.3,8.7,0.0,87.0,521.0,564.0,31.9,13.6,9.1,45.4,4.6,50.0,13.7,31.8,486.0,497.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,LUYA,18.2,54.5,4.5,22.7,18.2,36.4,13.6,31.8,489.0,466.0,37.5,31.3,15.6,15.6,34.4,43.7,12.5,9.4,441.0,437.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,LUYA,,,,,,,,,,,33.3,16.7,33.3,16.7,33.3,0.0,50.0,16.7,398.0,369.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,
AMAZONAS,LUYA,26.7,50.0,6.7,16.7,16.7,63.3,3.3,16.7,478.0,468.0,17.5,42.5,0.0,40.0,2.5,52.5,2.5,42.5,517.0,530.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,LUYA,13.6,19.3,0.0,67.0,4.5,56.8,0.0,38.6,537.0,517.0,24.2,11.5,12.1,52.1,12.1,18.2,6.1,63.6,486.0,514.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,LUYA,46.7,20.0,20.0,13.3,46.7,33.3,6.7,13.3,437.0,448.0,6.5,39.7,13.5,40.3,26.5,26.8,6.8,40.0,484.0,481.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,LUYA,42.4,36.6,3.3,17.6,22.2,52.5,4.4,21.0,467.0,470.0,21.5,41.8,7.6,29.1,12.7,49.4,3.8,34.2,484.0,488.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,LUYA,0.0,60.0,0.0,40.0,0.0,40.0,0.0,60.0,527.0,558.0,40.0,40.0,0.0,20.0,40.0,20.0,0.0,40.0,457.0,490.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q4
AMAZONAS,LUYA,28.6,35.7,0.0,35.7,21.4,57.1,0.0,21.4,498.0,468.0,0.0,33.3,0.0,66.7,0.0,50.0,0.0,50.0,563.0,555.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,LUYA,30.4,45.1,8.4,16.1,36.3,45.1,7.1,11.4,452.0,441.0,25.3,34.7,8.1,31.9,17.4,46.7,1.4,34.5,481.0,495.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,LUYA,27.3,33.4,22.3,16.9,31.0,25.1,20.4,23.4,441.0,440.0,27.7,22.8,22.6,27.0,20.8,43.7,11.5,24.0,452.0,462.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,LUYA,39.7,35.1,1.8,23.4,23.5,44.2,7.1,25.1,471.0,470.0,25.0,37.3,11.8,25.9,16.9,43.9,8.9,30.3,470.0,477.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,LUYA,18.8,33.5,17.6,30.0,20.6,36.5,14.7,28.2,471.0,455.0,26.9,36.5,18.2,18.4,32.0,31.8,18.2,18.0,446.0,432.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,LUYA,10.0,50.0,0.0,40.0,10.0,40.0,0.0,50.0,532.0,554.0,33.3,55.6,0.0,11.1,22.2,77.8,0.0,0.0,476.0,466.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,LUYA,22.2,66.7,0.0,11.1,44.4,44.4,0.0,11.1,483.0,444.0,12.5,50.0,0.0,37.5,50.0,12.5,0.0,37.5,484.0,465.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,
AMAZONAS,LUYA,40.0,40.0,0.0,20.0,20.0,60.0,0.0,20.0,476.0,479.0,16.7,50.0,16.7,16.7,16.7,33.3,0.0,50.0,473.0,549.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q4
AMAZONAS,LUYA,39.1,30.4,21.7,8.7,26.1,41.3,26.1,6.5,421.0,418.0,36.1,43.2,11.0,9.7,16.7,61.0,11.0,11.2,442.0,443.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,LUYA,25.3,30.7,21.8,22.3,21.9,43.1,14.3,20.6,446.0,452.0,27.0,44.4,6.4,22.2,27.0,42.8,0.0,30.2,473.0,495.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,LUYA,9.1,45.5,0.0,45.5,0.0,54.5,0.0,45.5,534.0,517.0,12.5,50.0,4.2,33.3,12.5,50.0,0.0,37.5,511.0,506.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,LUYA,39.3,35.7,10.7,14.3,14.3,64.3,14.3,7.1,439.0,445.0,28.2,35.5,5.8,30.5,21.5,48.0,8.3,22.3,473.0,462.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,RODRÍGUEZ DE MENDOZA,33.3,33.3,13.9,19.4,33.3,38.9,16.7,11.1,451.0,431.0,28.7,30.0,4.3,36.9,23.1,48.1,1.9,26.9,480.0,474.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,RODRÍGUEZ DE MENDOZA,28.6,35.7,0.0,35.7,0.0,28.6,0.0,71.4,492.0,536.0,0.0,14.3,0.0,85.7,0.0,28.6,0.0,71.4,561.0,573.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,RODRÍGUEZ DE MENDOZA,31.3,31.3,0.0,37.5,18.8,50.0,6.3,25.0,502.0,479.0,18.5,44.4,7.4,29.6,14.8,37.0,7.4,40.7,492.0,489.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,RODRÍGUEZ DE MENDOZA,38.9,55.6,0.0,5.6,44.4,44.4,5.6,5.6,448.0,438.0,0.0,27.3,9.1,63.6,0.0,45.0,0.0,55.0,549.0,558.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,RODRÍGUEZ DE MENDOZA,12.5,42.1,0.0,45.3,12.8,62.9,0.0,24.3,514.0,483.0,19.0,19.1,14.2,47.7,9.5,38.1,23.7,28.7,474.0,480.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,RODRÍGUEZ DE MENDOZA,,,,,,,,,,,0.0,10.0,0.0,90.0,0.0,10.0,0.0,90.0,592.0,599.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q1
AMAZONAS,RODRÍGUEZ DE MENDOZA,,,,,,,,,,,25.0,25.0,25.0,25.0,0.0,75.0,25.0,0.0,411.0,425.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,
AMAZONAS,RODRÍGUEZ DE MENDOZA,35.3,32.5,13.7,18.4,27.2,39.4,14.9,18.5,451.0,449.0,24.4,33.2,12.4,30.1,18.9,39.0,9.3,32.8,476.0,478.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,RODRÍGUEZ DE MENDOZA,12.7,21.8,2.5,63.0,13.4,33.7,4.3,48.6,546.0,522.0,19.0,26.4,9.1,45.5,15.7,38.9,9.9,35.5,497.0,488.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,RODRÍGUEZ DE MENDOZA,40.0,40.0,0.0,20.0,20.0,20.0,0.0,60.0,481.0,540.0,,,,,,,,,,,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,
AMAZONAS,RODRÍGUEZ DE MENDOZA,42.4,27.3,15.2,15.2,30.3,42.4,18.2,9.1,432.0,430.0,38.1,31.0,12.0,18.8,28.8,40.5,7.2,23.5,441.0,461.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,UTCUBAMBA,28.4,39.2,8.6,23.8,20.4,44.1,8.2,27.3,469.0,474.0,32.2,32.4,10.6,24.9,23.3,45.3,8.6,22.8,462.0,465.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q2
AMAZONAS,UTCUBAMBA,32.3,35.5,10.6,21.7,24.0,40.6,12.0,23.4,459.0,461.0,35.2,31.3,12.9,20.5,27.4,44.8,11.3,16.5,450.0,450.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,UTCUBAMBA,28.0,36.6,12.0,23.4,23.9,41.7,10.7,23.7,457.0,463.0,30.7,28.5,16.3,24.5,23.8,37.5,11.9,26.8,449.0,463.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,UTCUBAMBA,35.1,30.3,29.9,4.7,32.5,35.7,29.3,2.5,410.0,401.0,42.2,28.7,19.2,9.9,34.8,29.7,22.0,13.5,420.0,421.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,UTCUBAMBA,43.1,35.1,11.1,10.8,34.8,38.7,18.3,8.2,446.0,427.0,23.1,25.6,8.4,42.8,18.5,33.6,9.0,38.8,505.0,493.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,UTCUBAMBA,25.4,34.7,6.0,33.9,15.8,35.2,11.7,37.4,486.0,486.0,30.1,34.7,8.0,27.3,22.8,40.5,9.3,27.4,468.0,476.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
AMAZONAS,UTCUBAMBA,26.6,29.9,14.8,28.8,24.8,40.6,16.4,18.2,461.0,451.0,31.7,30.0,17.3,21.0,27.1,46.8,10.2,15.9,446.0,448.0,280083.0,302870.0,32680.0,36549.0,54385.0,63345.0,Q3
ANCASH,AIJA,16.7,25.0,30.5,27.8,22.2,33.3,25.0,19.5,446.0,446.0,31.3,40.5,12.6,15.6,21.9,34.3,15.7,28.1,446.0,461.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,AIJA,39.7,10.7,46.3,3.3,32.8,14.0,49.8,3.3,371.0,354.0,41.6,25.0,29.3,4.1,20.7,25.0,54.3,0.0,389.0,359.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,AIJA,28.6,57.1,0.0,14.3,28.6,42.9,14.3,14.3,468.0,436.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,458.0,426.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,AIJA,53.9,17.7,14.2,14.2,32.3,28.0,32.8,6.9,429.0,405.0,29.5,17.6,35.4,17.6,17.7,41.1,35.4,5.8,403.0,412.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q3
ANCASH,AIJA,25.0,50.0,12.5,12.5,12.5,50.0,0.0,37.5,468.0,508.0,20.0,60.0,0.0,20.0,20.0,40.0,0.0,40.0,478.0,492.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q4
ANCASH,ANTONIO RAIMONDI,33.3,36.4,12.1,18.2,33.3,42.4,21.2,3.0,451.0,416.0,22.6,19.3,29.0,29.0,35.5,38.7,22.6,3.2,435.0,412.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q4
ANCASH,ANTONIO RAIMONDI,48.5,22.0,24.7,4.9,43.6,17.1,36.9,2.4,408.0,383.0,34.6,30.8,11.5,23.1,23.1,34.6,19.2,23.1,452.0,442.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,ANTONIO RAIMONDI,5.4,43.3,8.1,43.3,10.8,40.6,8.1,40.6,514.0,495.0,37.5,20.4,19.6,22.5,35.8,38.9,13.0,12.2,445.0,429.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q3
ANCASH,ANTONIO RAIMONDI,36.2,39.1,21.5,3.2,31.3,37.4,21.5,9.8,420.0,418.0,52.3,21.0,18.3,8.4,41.7,35.3,12.5,10.5,417.0,421.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q4
ANCASH,ANTONIO RAIMONDI,60.9,4.4,34.8,0.0,29.0,30.5,30.4,10.1,368.0,399.0,32.2,10.2,55.9,1.7,32.2,13.5,54.3,0.0,360.0,354.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,ANTONIO RAIMONDI,28.1,3.1,65.6,3.1,25.0,9.4,65.6,0.0,340.0,336.0,31.1,26.3,35.4,7.1,38.3,43.1,18.6,0.0,401.0,396.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,ASUNCIÓN,40.4,26.3,26.3,7.0,35.1,33.3,22.8,8.8,416.0,415.0,39.1,37.3,11.8,11.8,17.7,45.0,5.9,31.4,443.0,483.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q3
ANCASH,ASUNCIÓN,27.1,40.7,10.2,22.0,19.3,47.8,11.6,21.2,465.0,457.0,21.6,27.6,9.1,41.7,21.6,44.5,1.5,32.4,503.0,493.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q2
ANCASH,BOLOGNESI,,,,,,,,,,,30.4,38.4,23.2,8.0,37.6,54.4,0.0,8.0,423.0,453.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,BOLOGNESI,27.6,48.3,6.9,17.2,31.0,48.3,6.9,13.8,472.0,440.0,33.5,28.9,18.6,19.0,33.1,47.9,14.5,4.5,440.0,423.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q4
ANCASH,BOLOGNESI,44.0,28.0,8.0,20.0,20.0,60.0,8.0,12.0,453.0,462.0,9.1,63.7,0.0,27.2,0.0,54.6,0.0,45.4,493.0,508.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,BOLOGNESI,16.5,44.5,2.5,36.4,15.3,44.4,5.1,35.2,512.0,508.0,25.1,26.5,5.7,42.7,21.1,41.7,2.7,34.4,499.0,496.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,BOLOGNESI,24.6,33.4,7.0,35.1,28.4,35.8,0.0,35.8,487.0,492.0,12.1,15.2,6.1,66.7,3.0,33.3,6.1,57.6,565.0,544.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,BOLOGNESI,35.4,27.3,16.7,20.5,21.8,28.0,29.8,20.5,441.0,428.0,33.0,35.5,13.6,18.0,23.3,39.4,13.8,23.5,448.0,459.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q3
ANCASH,BOLOGNESI,34.8,39.1,4.3,21.7,17.4,39.1,8.7,34.8,454.0,480.0,17.6,35.4,11.7,35.3,35.3,35.2,11.7,17.7,470.0,438.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,BOLOGNESI,,,,,,,,,,,14.2,21.5,21.3,43.1,14.2,28.5,14.2,43.1,493.0,493.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,BOLOGNESI,20.0,20.0,60.0,0.0,40.0,0.0,60.0,0.0,362.0,328.0,37.5,12.5,37.5,12.5,50.0,12.5,37.5,0.0,402.0,357.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,BOLOGNESI,,,,,,,,,,,28.6,14.3,0.0,57.1,14.3,42.9,0.0,42.9,529.0,509.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,BOLOGNESI,21.4,42.9,28.6,7.1,35.7,50.0,14.3,0.0,432.0,417.0,46.1,30.8,0.0,23.1,15.4,38.4,0.0,46.2,478.0,510.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q4
ANCASH,BOLOGNESI,40.0,0.0,20.0,40.0,40.0,40.0,20.0,0.0,417.0,388.0,16.7,33.3,0.0,50.0,16.7,50.0,0.0,33.3,502.0,543.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,BOLOGNESI,15.4,46.2,7.7,30.8,23.1,53.8,0.0,23.1,483.0,481.0,20.0,60.0,0.0,20.0,0.0,100.0,0.0,0.0,473.0,474.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,CARHUAZ,66.7,13.9,13.9,5.6,25.0,55.6,13.9,5.6,408.0,434.0,17.2,55.2,0.0,27.6,6.9,65.5,0.0,27.6,495.0,503.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q4
ANCASH,CARHUAZ,40.0,31.7,28.3,0.0,45.0,6.7,48.3,0.0,399.0,350.0,66.7,11.1,22.2,0.0,33.3,55.6,0.0,11.1,404.0,454.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q1
ANCASH,CARHUAZ,34.5,44.8,13.8,6.9,31.0,37.9,20.7,10.3,435.0,414.0,20.8,20.8,12.5,45.8,12.5,45.8,8.3,33.3,501.0,498.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q3
ANCASH,CARHUAZ,17.9,7.1,75.0,0.0,14.3,0.0,82.1,3.6,336.0,312.0,25.8,7.7,62.8,3.7,26.5,18.4,55.1,0.0,345.0,346.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,
ANCASH,CARHUAZ,33.8,26.4,13.5,26.4,28.4,31.1,18.6,22.0,461.0,447.0,30.3,26.3,19.0,24.5,23.0,41.3,12.7,22.9,446.0,458.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q2
ANCASH,CARHUAZ,42.5,20.8,29.3,7.4,29.7,23.9,41.1,5.3,401.0,382.0,36.3,23.5,32.4,7.9,32.4,35.3,27.1,5.2,401.0,406.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q3
ANCASH,CARHUAZ,24.0,44.0,8.0,24.0,24.0,44.0,20.0,12.0,469.0,435.0,33.3,33.3,6.7,26.7,13.3,73.3,0.0,13.3,470.0,483.0,851789.0,942826.0,426444.0,427851.0,474820.0,579076.0,Q2
