"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2024 - Cuarto de primaria",,,,,,,
,,,,,,,
Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Comprensión Lectora,Medida Promedio en Matemática
010502,AMAZONAS,LUYA,CAMPORREDONDO,"100,0","94,8",470,458
010503,AMAZONAS,LUYA,COCABAMBA,"100,0","94,1",449,457
010504,AMAZONAS,LUYA,COLCAMAR,"100,0","100,0",476,490
010505,AMAZONAS,LUYA,CONILA,"100,0","100,0",463,443
010507,AMAZONAS,LUYA,LONGUITA,"100,0","93,3",494,513
010508,AMAZONAS,LUYA,LONYA CHICO,"100,0","100,0",499,506
010509,AMAZONAS,LUYA,LUYA,"100,0","100,0",521,534
010510,AMAZONAS,LUYA,LUYA VIEJO,"100,0","100,0",438,398
010511,AMAZONAS,LUYA,MARIA,"100,0","100,0",535,541
010512,AMAZONAS,LUYA,OCALLI,"100,0","100,0",471,444
010513,AMAZONAS,LUYA,OCUMAL,"100,0","100,0",487,476
010514,AMAZONAS,LUYA,PISUQUIA,"100,0","100,0",472,467
010515,AMAZONAS,LUYA,PROVIDENCIA,"100,0","91,7",473,470
010516,AMAZONAS,LUYA,SAN CRISTOBAL,"100,0","100,0",478,468
010519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,"100,0","100,0",421,366
010520,AMAZONAS,LUYA,SANTA CATALINA,"100,0","97,5",489,504
010521,AMAZONAS,LUYA,SANTO TOMAS,"100,0","92,0",453,466
010522,AMAZONAS,LUYA,TINGO,"100,0","92,9",502,495
010523,AMAZONAS,LUYA,TRITA,"100,0","100,0",462,437
010601,AMAZONAS,RODRÍGUEZ DE MENDOZA,SAN NICOLAS,"100,0","98,4",494,479
010602,AMAZONAS,RODRÍGUEZ DE MENDOZA,CHIRIMOTO,"100,0","91,5",465,446
010603,AMAZONAS,RODRÍGUEZ DE MENDOZA,COCHAMAL,"100,0","100,0",530,490
010604,AMAZONAS,RODRÍGUEZ DE MENDOZA,HUAMBO,"100,0","100,0",468,475
010605,AMAZONAS,RODRÍGUEZ DE MENDOZA,LIMABAMBA,"100,0","100,0",506,478
010606,AMAZONAS,RODRÍGUEZ DE MENDOZA,LONGAR,"100,0","94,4",525,525
010607,AMAZONAS,RODRÍGUEZ DE MENDOZA,MARISCAL BENAVIDES,"100,0","90,9",520,530
010609,AMAZONAS,RODRÍGUEZ DE MENDOZA,OMIA,"100,0","98,4",478,478
010612,AMAZONAS,RODRÍGUEZ DE MENDOZA,VISTA ALEGRE,"100,0","97,3",464,469
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,"100,0","96,6",471,461
010702,AMAZONAS,UTCUBAMBA,CAJARURO,"100,0","97,9",456,432
010703,AMAZONAS,UTCUBAMBA,CUMBA,"100,0","97,7",456,438
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,"100,0","97,5",452,424
010705,AMAZONAS,UTCUBAMBA,JAMALCA,"100,0","96,7",466,444
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,"100,0","97,0",469,447
010707,AMAZONAS,UTCUBAMBA,YAMON,"100,0","93,6",452,451
020101,ÁNCASH,HUARAZ,HUARAZ,"100,0","98,6",500,481
020102,ÁNCASH,HUARAZ,COCHABAMBA,"100,0","100,0",430,408
020104,ÁNCASH,HUARAZ,HUANCHAY,"100,0","100,0",447,401
020105,ÁNCASH,HUARAZ,INDEPENDENCIA,"100,0","97,8",499,480
020106,ÁNCASH,HUARAZ,JANGAS,"100,0","100,0",478,459
020107,ÁNCASH,HUARAZ,LA LIBERTAD,"100,0","100,0",447,390
020108,ÁNCASH,HUARAZ,OLLEROS,"100,0","96,0",431,424
020109,ÁNCASH,HUARAZ,PAMPAS GRANDE,"100,0","100,0",431,395
020110,ÁNCASH,HUARAZ,PARIACOTO,"100,0","95,7",450,428
020111,ÁNCASH,HUARAZ,PIRA,"100,0","100,0",409,345
020112,ÁNCASH,HUARAZ,TARICA,"100,0","98,8",476,447
020201,ÁNCASH,AIJA,AIJA,"100,0","100,0",503,489
020202,ÁNCASH,AIJA,CORIS,"100,0","88,9",518,489
020204,ÁNCASH,AIJA,LA MERCED,"100,0","100,0",466,431
020205,ÁNCASH,AIJA,SUCCHA,"100,0","100,0",464,390
020301,ÁNCASH,ANTONIO RAIMONDI,LLAMELLIN,"100,0","95,3",430,385
020302,ÁNCASH,ANTONIO RAIMONDI,ACZO,"100,0","90,9",465,412
020304,ÁNCASH,ANTONIO RAIMONDI,CHINGAS,"100,0","100,0",460,452
020401,ÁNCASH,ASUNCIÓN,CHACAS,"100,0","97,6",482,459
020402,ÁNCASH,ASUNCIÓN,ACOCHACA,"100,0","100,0",469,456
020501,ÁNCASH,BOLOGNESI,CHIQUIAN,"100,0","100,0",500,495
020503,ÁNCASH,BOLOGNESI,ANTONIO RAYMONDI,"100,0","100,0",505,515
020504,ÁNCASH,BOLOGNESI,AQUIA,"100,0","94,7",427,382
020505,ÁNCASH,BOLOGNESI,CAJACAY,"100,0","100,0",489,519
020507,ÁNCASH,BOLOGNESI,COLQUIOC,"100,0","100,0",497,502
020508,ÁNCASH,BOLOGNESI,HUALLANCA,"100,0","96,3",450,428
020510,ÁNCASH,BOLOGNESI,HUAYLLACAYAN,"100,0","100,0",509,530
020513,ÁNCASH,BOLOGNESI,PACLLON,"100,0","100,0",439,390
020515,ÁNCASH,BOLOGNESI,TICLLOS,"100,0","100,0",483,549
020601,ÁNCASH,CARHUAZ,CARHUAZ,"100,0","99,2",474,461
020602,ÁNCASH,CARHUAZ,ACOPAMPA,"100,0","90,5",448,419
020603,ÁNCASH,CARHUAZ,AMASHCA,"100,0","100,0",448,486
020604,ÁNCASH,CARHUAZ,ANTA,"100,0","100,0",479,448
020606,ÁNCASH,CARHUAZ,MARCARA,"100,0","100,0",456,437
020607,ÁNCASH,CARHUAZ,PARIAHUANCA,"100,0","95,2",480,468
020608,ÁNCASH,CARHUAZ,SAN MIGUEL DE ACO,"100,0","97,1",445,396
020609,ÁNCASH,CARHUAZ,SHILLA,"100,0","100,0",450,441
020610,ÁNCASH,CARHUAZ,TINCO,"100,0","100,0",442,420
020611,ÁNCASH,CARHUAZ,YUNGAR,"100,0","100,0",479,462
020701,ÁNCASH,CARLOS FERMÍN FITZCARRAL,SAN LUIS,"100,0","98,0",481,473
020702,ÁNCASH,CARLOS FERMÍN FITZCARRAL,SAN NICOLAS,"100,0","100,0",496,471
020801,ÁNCASH,CASMA,CASMA,"100,0","96,7",481,468
020802,ÁNCASH,CASMA,BUENA VISTA ALTA,"100,0","96,1",459,443
020803,ÁNCASH,CASMA,COMANDANTE NOEL,"100,0","94,4",447,439
020804,ÁNCASH,CASMA,YAUTAN,"100,0","96,2",455,458
020901,ÁNCASH,CORONGO,CORONGO,"100,0","100,0",486,501
020902,ÁNCASH,CORONGO,ACO,"100,0","100,0",462,413
020903,ÁNCASH,CORONGO,BAMBAS,"100,0","71,4",-,-
020904,ÁNCASH,CORONGO,CUSCA,"100,0","98,6",451,436
020905,ÁNCASH,CORONGO,LA PAMPA,"100,0","100,0",482,433
020907,ÁNCASH,CORONGO,YUPAN,"100,0","100,0",422,380
021001,ÁNCASH,HUARI,HUARI,"100,0","99,5",478,461
021002,ÁNCASH,HUARI,ANRA,"100,0","100,0",424,383
021004,ÁNCASH,HUARI,CHAVIN DE HUANTAR,"100,0","100,0",474,470
021006,ÁNCASH,HUARI,HUACCHIS,"100,0","100,0",459,405
021007,ÁNCASH,HUARI,HUACHIS,"100,0","100,0",453,401
021009,ÁNCASH,HUARI,MASIN,"100,0","100,0",509,452
021010,ÁNCASH,HUARI,PAUCAS,"100,0","100,0",409,402
021011,ÁNCASH,HUARI,PONTO,"100,0","100,0",455,428
021012,ÁNCASH,HUARI,RAHUAPAMPA,"100,0","94,4",499,478
021013,ÁNCASH,HUARI,RAPAYAN,"100,0","100,0",483,488
021014,ÁNCASH,HUARI,SAN MARCOS,"100,0","98,0",450,417
021015,ÁNCASH,HUARI,SAN PEDRO DE CHANA,"100,0","95,5",439,378
021016,ÁNCASH,HUARI,UCO,"100,0","100,0",425,378
021101,ÁNCASH,HUARMEY,HUARMEY,"100,0","98,3",475,455
021102,ÁNCASH,HUARMEY,COCHAPETI,"100,0","100,0",436,374
021103,ÁNCASH,HUARMEY,CULEBRAS,"100,0","100,0",475,459
021104,ÁNCASH,HUARMEY,HUAYAN,"100,0","100,0",485,483
021201,ÁNCASH,HUAYLAS,CARAZ,"100,0","97,5",474,454
021202,ÁNCASH,HUAYLAS,HUALLANCA,"100,0","87,5",473,438
021203,ÁNCASH,HUAYLAS,HUATA,"100,0","100,0",413,379
021204,ÁNCASH,HUAYLAS,HUAYLAS,"100,0","100,0",426,393
021205,ÁNCASH,HUAYLAS,MATO,"100,0","100,0",439,392
021206,ÁNCASH,HUAYLAS,PAMPAROMAS,"100,0","92,3",392,299
021207,ÁNCASH,HUAYLAS,PUEBLO LIBRE,"100,0","97,8",424,394
021208,ÁNCASH,HUAYLAS,SANTA CRUZ,"100,0","92,5",431,381
021209,ÁNCASH,HUAYLAS,SANTO TORIBIO,"100,0","94,7",449,409
021210,ÁNCASH,HUAYLAS,YURACMARCA,"100,0","96,6",428,402
021301,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,"100,0","100,0",455,426
021302,ÁNCASH,MARISCAL LUZURIAGA,CASCA,"100,0","100,0",410,365
021305,ÁNCASH,MARISCAL LUZURIAGA,LLAMA,"100,0","100,0",415,316
021306,ÁNCASH,MARISCAL LUZURIAGA,LLUMPA,"100,0","84,6",435,420
021401,ÁNCASH,OCROS,OCROS,"100,0","100,0",448,460
021402,ÁNCASH,OCROS,ACAS,"100,0","100,0",514,536
021405,ÁNCASH,OCROS,COCHAS,"100,0","100,0",470,484
021406,ÁNCASH,OCROS,CONGAS,"100,0","100,0",432,391
021408,ÁNCASH,OCROS,SAN CRISTOBAL DE RAJAN,"100,0","100,0",374,361
021409,ÁNCASH,OCROS,SAN PEDRO,"100,0","100,0",458,410
021410,ÁNCASH,OCROS,SANTIAGO DE CHILCAS,"100,0","100,0",425,391
021501,ÁNCASH,PALLASCA,CABANA,"100,0","97,6",458,408
021502,ÁNCASH,PALLASCA,BOLOGNESI,"100,0","100,0",444,394
021503,ÁNCASH,PALLASCA,CONCHUCOS,"100,0","93,2",440,412
021504,ÁNCASH,PALLASCA,HUACASCHUQUE,"100,0","100,0",495,454
021505,ÁNCASH,PALLASCA,HUANDOVAL,"100,0","100,0",432,367
021506,ÁNCASH,PALLASCA,LACABAMBA,"100,0","100,0",431,398
021507,ÁNCASH,PALLASCA,LLAPO,"100,0","100,0",475,442
021508,ÁNCASH,PALLASCA,PALLASCA,"100,0","100,0",479,447
021509,ÁNCASH,PALLASCA,PAMPAS,"100,0","100,0",446,431
021510,ÁNCASH,PALLASCA,SANTA ROSA,"100,0","100,0",461,453
021511,ÁNCASH,PALLASCA,TAUCA,"100,0","100,0",468,454
021601,ÁNCASH,POMABAMBA,POMABAMBA,"100,0","97,5",453,430
021602,ÁNCASH,POMABAMBA,HUAYLLAN,"100,0","100,0",423,365
021701,ÁNCASH,RECUAY,RECUAY,"100,0","96,8",483,483
021702,ÁNCASH,RECUAY,CATAC,"100,0","98,4",501,500
021703,ÁNCASH,RECUAY,COTAPARACO,"100,0","100,0",426,408
021707,ÁNCASH,RECUAY,PAMPAS CHICO,"100,0","100,0",481,530
021708,ÁNCASH,RECUAY,PARARIN,"100,0","100,0",456,432
021710,ÁNCASH,RECUAY,TICAPAMPA,"100,0","100,0",512,505
021801,ÁNCASH,SANTA,CHIMBOTE,"100,0","94,9",489,467
021802,ÁNCASH,SANTA,CACERES DEL PERU,"100,0","95,2",453,407
021803,ÁNCASH,SANTA,COISHCO,"100,0","94,8",469,460
021804,ÁNCASH,SANTA,MACATE,"100,0","100,0",435,406
021805,ÁNCASH,SANTA,MORO,"100,0","98,0",456,424
021806,ÁNCASH,SANTA,NEPEÑA,"100,0","96,7",466,449
021807,ÁNCASH,SANTA,SAMANCO,"100,0","96,4",488,504
021808,ÁNCASH,SANTA,SANTA,"100,0","96,4",481,459
021809,ÁNCASH,SANTA,NUEVO CHIMBOTE,"100,0","96,0",498,482
021901,ÁNCASH,SIHUAS,SIHUAS,"100,0","96,3",462,430
021902,ÁNCASH,SIHUAS,ACOBAMBA,"100,0","96,8",470,497
021904,ÁNCASH,SIHUAS,CASHAPAMPA,"100,0","100,0",457,443
021905,ÁNCASH,SIHUAS,CHINGALPO,"100,0","100,0",492,457
021906,ÁNCASH,SIHUAS,HUAYLLABAMBA,"100,0","96,9",430,398
021907,ÁNCASH,SIHUAS,QUICHES,"100,0","100,0",407,375
021908,ÁNCASH,SIHUAS,RAGASH,"100,0","95,5",428,402
022001,ÁNCASH,YUNGAY,YUNGAY,"100,0","96,6",467,443
022003,ÁNCASH,YUNGAY,MANCOS,"100,0","100,0",453,406
022005,ÁNCASH,YUNGAY,QUILLO,"100,0","97,3",429,386
022006,ÁNCASH,YUNGAY,RANRAHIRCA,"100,0","100,0",475,414
022008,ÁNCASH,YUNGAY,YANAMA,"100,0","97,8",483,478
030101,APURÍMAC,ABANCAY,ABANCAY,"100,0","97,8",515,517
030102,APURÍMAC,ABANCAY,CHACOCHE,"100,0","97,0",470,440
030103,APURÍMAC,ABANCAY,CIRCA,"100,0","100,0",517,561
030104,APURÍMAC,ABANCAY,CURAHUASI,"100,0","99,6",472,457
030105,APURÍMAC,ABANCAY,HUANIPACA,"100,0","100,0",494,518
030108,APURÍMAC,ABANCAY,SAN PEDRO DE CACHORA,"100,0","95,2",487,480
030109,APURÍMAC,ABANCAY,TAMBURCO,"100,0","96,9",492,490
030201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,"100,0","99,2",500,495
030204,APURÍMAC,ANDAHUAYLAS,HUANCARAMA,"100,0","100,0",481,504
030207,APURÍMAC,ANDAHUAYLAS,KISHUARA,"100,0","100,0",397,377
030208,APURÍMAC,ANDAHUAYLAS,PACOBAMBA,"100,0","100,0",457,576
030209,APURÍMAC,ANDAHUAYLAS,PACUCHA,"100,0","97,8",464,446
030210,APURÍMAC,ANDAHUAYLAS,PAMPACHIRI,"100,0","90,9",495,493
030211,APURÍMAC,ANDAHUAYLAS,POMACOCHA,"100,0","100,0",491,496
030213,APURÍMAC,ANDAHUAYLAS,SAN JERONIMO,"100,0","99,2",493,493
030214,APURÍMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,"100,0","100,0",419,385
030215,APURÍMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,"100,0","99,0",447,417
030216,APURÍMAC,ANDAHUAYLAS,TALAVERA,"100,0","99,1",485,475
030220,APURÍMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,"100,0","100,0",440,420
030301,APURÍMAC,ANTABAMBA,ANTABAMBA,"100,0","100,0",461,447
030302,APURÍMAC,ANTABAMBA,EL ORO,"100,0","100,0",474,476
030303,APURÍMAC,ANTABAMBA,HUAQUIRCA,"100,0","100,0",431,394
030304,APURÍMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,"100,0","95,5",475,477
030305,APURÍMAC,ANTABAMBA,OROPESA,"100,0","100,0",410,375
030306,APURÍMAC,ANTABAMBA,PACHACONAS,"100,0","93,8",535,508
030307,APURÍMAC,ANTABAMBA,SABAINO,"100,0","93,8",471,457
030401,APURÍMAC,AYMARAES,CHALHUANCA,"100,0","98,9",501,515
030403,APURÍMAC,AYMARAES,CARAYBAMBA,"100,0","90,0",495,474
030404,APURÍMAC,AYMARAES,CHAPIMARCA,"100,0","100,0",457,445
030405,APURÍMAC,AYMARAES,COLCABAMBA,"100,0","100,0",410,376
030406,APURÍMAC,AYMARAES,COTARUSE,"100,0","91,7",455,470
030411,APURÍMAC,AYMARAES,SAN JUAN DE CHACÑA,"100,0","100,0",467,466
030412,APURÍMAC,AYMARAES,SAÑAYCA,"100,0","100,0",399,370
030413,APURÍMAC,AYMARAES,SORAYA,"100,0","100,0",453,446
030414,APURÍMAC,AYMARAES,TAPAIRIHUA,"100,0","100,0",448,409
030415,APURÍMAC,AYMARAES,TINTAY,"100,0","100,0",480,529
030416,APURÍMAC,AYMARAES,TORAYA,"100,0","100,0",490,460
030417,APURÍMAC,AYMARAES,YANACA,"100,0","100,0",477,520
030501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,"100,0","97,6",483,473
030502,APURÍMAC,COTABAMBAS,COTABAMBAS,"100,0","100,0",528,466
030503,APURÍMAC,COTABAMBAS,COYLLURQUI,"100,0","100,0",450,443
030504,APURÍMAC,COTABAMBAS,HAQUIRA,"100,0","100,0",484,481
030505,APURÍMAC,COTABAMBAS,MARA,"100,0","97,2",484,499
030506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,"100,0","93,4",491,485
030601,APURÍMAC,CHINCHEROS,CHINCHEROS,"100,0","97,8",474,456
030602,APURÍMAC,CHINCHEROS,ANCO_HUALLO,"100,0","98,7",465,456
030603,APURÍMAC,CHINCHEROS,COCHARCAS,"100,0","100,0",432,417
030604,APURÍMAC,CHINCHEROS,HUACCANA,"100,0","100,0",452,427
030605,APURÍMAC,CHINCHEROS,OCOBAMBA,"100,0","98,1",478,472
030606,APURÍMAC,CHINCHEROS,ONGOY,"100,0","100,0",417,383
030607,APURÍMAC,CHINCHEROS,URANMARCA,"100,0","97,4",457,412
030608,APURÍMAC,CHINCHEROS,RANRACANCHA,"100,0","100,0",502,471
030701,APURÍMAC,GRAU,CHUQUIBAMBILLA,"100,0","97,5",481,467
030708,APURÍMAC,GRAU,PROGRESO,"100,0","100,0",467,449
030709,APURÍMAC,GRAU,SAN ANTONIO,"100,0","100,0",429,424
030710,APURÍMAC,GRAU,SANTA ROSA,"100,0","100,0",478,457
030712,APURÍMAC,GRAU,VILCABAMBA,"100,0","100,0",470,443
030713,APURÍMAC,GRAU,VIRUNDO,"100,0","100,0",479,470
040101,AREQUIPA,AREQUIPA,AREQUIPA,"100,0","97,6",534,527
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,"100,0","96,9",512,501
040103,AREQUIPA,AREQUIPA,CAYMA,"100,0","97,3",515,506
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,"100,0","97,4",513,506
040105,AREQUIPA,AREQUIPA,CHARACATO,"100,0","95,5",510,492
040106,AREQUIPA,AREQUIPA,CHIGUATA,"100,0","97,3",477,448
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,"100,0","96,6",519,505
040108,AREQUIPA,AREQUIPA,LA JOYA,"100,0","98,0",482,466
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,"100,0","97,8",513,505
040110,AREQUIPA,AREQUIPA,MIRAFLORES,"100,0","96,9",522,513
040111,AREQUIPA,AREQUIPA,MOLLEBAYA,"100,0","87,5",482,446
040112,AREQUIPA,AREQUIPA,PAUCARPATA,"100,0","97,5",516,509
040114,AREQUIPA,AREQUIPA,POLOBAYA,"100,0","100,0",444,434
040115,AREQUIPA,AREQUIPA,QUEQUEÑA,"100,0","100,0",492,464
040116,AREQUIPA,AREQUIPA,SABANDIA,"100,0","82,4",470,454
040117,AREQUIPA,AREQUIPA,SACHACA,"100,0","97,5",521,513
040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,"100,0","96,0",474,443
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,"100,0","100,0",494,464
040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,"100,0","100,0",501,440
040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,"100,0","100,0",498,494
040122,AREQUIPA,AREQUIPA,SOCABAYA,"100,0","97,8",513,508
040123,AREQUIPA,AREQUIPA,TIABAYA,"100,0","97,2",512,504
040124,AREQUIPA,AREQUIPA,UCHUMAYO,"100,0","98,3",514,494
040125,AREQUIPA,AREQUIPA,VITOR,"100,0","96,2",468,462
040126,AREQUIPA,AREQUIPA,YANAHUARA,"100,0","98,3",544,544
040127,AREQUIPA,AREQUIPA,YARABAMBA,"100,0","97,7",502,492
040128,AREQUIPA,AREQUIPA,YURA,"100,0","97,7",496,489
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,"100,0","96,9",526,523
040201,AREQUIPA,CAMANÁ,CAMANA,"100,0","98,0",514,497
040202,AREQUIPA,CAMANÁ,JOSE MARIA QUIMPER,"100,0","96,8",482,488
040203,AREQUIPA,CAMANÁ,MARIANO NICOLAS VALCARCEL,"100,0","89,1",477,460
040204,AREQUIPA,CAMANÁ,MARISCAL CACERES,"100,0","98,9",469,461
040205,AREQUIPA,CAMANÁ,NICOLAS DE PIEROLA,"100,0","97,1",505,477
040206,AREQUIPA,CAMANÁ,OCOÑA,"100,0","95,2",498,491
040207,AREQUIPA,CAMANÁ,QUILCA,"100,0","96,2",518,534
040208,AREQUIPA,CAMANÁ,SAMUEL PASTOR,"100,0","96,4",496,490
040301,AREQUIPA,CARAVELÍ,CARAVELI,"100,0","96,5",463,454
040302,AREQUIPA,CARAVELÍ,ACARI,"100,0","99,1",508,508
040303,AREQUIPA,CARAVELÍ,ATICO,"100,0","95,7",487,467
040304,AREQUIPA,CARAVELÍ,ATIQUIPA,"100,0","100,0",450,415
040305,AREQUIPA,CARAVELÍ,BELLA UNION,"100,0","96,7",455,443
040306,AREQUIPA,CARAVELÍ,CAHUACHO,"100,0","100,0",419,382
040307,AREQUIPA,CARAVELÍ,CHALA,"100,0","96,1",479,470
040308,AREQUIPA,CARAVELÍ,CHAPARRA,"100,0","97,9",515,500
040309,AREQUIPA,CARAVELÍ,HUANUHUANU,"100,0","97,3",491,468
040310,AREQUIPA,CARAVELÍ,JAQUI,"100,0","100,0",493,490
040311,AREQUIPA,CARAVELÍ,LOMAS,"100,0","100,0",489,499
040312,AREQUIPA,CARAVELÍ,QUICACHA,"100,0","100,0",495,502
040313,AREQUIPA,CARAVELÍ,YAUCA,"100,0","90,5",502,496
040401,AREQUIPA,CASTILLA,APLAO,"100,0","98,6",506,499
040402,AREQUIPA,CASTILLA,ANDAGUA,"100,0","94,4",479,446
040404,AREQUIPA,CASTILLA,CHACHAS,"100,0","94,1",486,469
040405,AREQUIPA,CASTILLA,CHILCAYMARCA,"100,0","100,0",492,458
040407,AREQUIPA,CASTILLA,HUANCARQUI,"100,0","100,0",501,416
040409,AREQUIPA,CASTILLA,ORCOPAMPA,"100,0","99,1",508,508
040410,AREQUIPA,CASTILLA,PAMPACOLCA,"100,0","97,1",489,463
040411,AREQUIPA,CASTILLA,TIPÁN,"100,0","100,0",597,601
040413,AREQUIPA,CASTILLA,URACA,"100,0","99,1",486,482
040414,AREQUIPA,CASTILLA,VIRACO,"100,0","95,7",551,540
040501,AREQUIPA,CAYLLOMA,CHIVAY,"100,0","95,6",500,486
040502,AREQUIPA,CAYLLOMA,ACHOMA,"100,0","100,0",518,506
040503,AREQUIPA,CAYLLOMA,CABANACONDE,"100,0","100,0",510,498
040504,AREQUIPA,CAYLLOMA,CALLALLI,"100,0","100,0",482,469
040505,AREQUIPA,CAYLLOMA,CAYLLOMA,"100,0","93,0",478,475
040506,AREQUIPA,CAYLLOMA,COPORAQUE,"100,0","100,0",474,467
040507,AREQUIPA,CAYLLOMA,HUAMBO,"100,0","100,0",539,511
040508,AREQUIPA,CAYLLOMA,HUANCA,"100,0","100,0",489,455
040510,AREQUIPA,CAYLLOMA,LARI,"100,0","100,0",542,544
040511,AREQUIPA,CAYLLOMA,LLUTA,"100,0","100,0",512,536
040512,AREQUIPA,CAYLLOMA,MACA,"100,0","100,0",490,487
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,"100,0","100,0",511,527
040515,AREQUIPA,CAYLLOMA,SIBAYO,"100,0","100,0",533,542
040517,AREQUIPA,CAYLLOMA,TISCO,"100,0","80,0",548,550
040518,AREQUIPA,CAYLLOMA,TUTI,"100,0","100,0",497,553
040519,AREQUIPA,CAYLLOMA,YANQUE,"100,0","100,0",510,520
040520,AREQUIPA,CAYLLOMA,MAJES,"100,0","98,1",492,482
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,"100,0","95,5",492,493
040603,AREQUIPA,CONDESUYOS,CAYARANI,"100,0","100,0",457,421
040605,AREQUIPA,CONDESUYOS,IRAY,"100,0","100,0",517,513
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,"100,0","96,9",516,506
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,"100,0","98,2",510,519
040701,AREQUIPA,ISLAY,MOLLENDO,"100,0","97,9",507,499
040702,AREQUIPA,ISLAY,COCACHACRA,"100,0","94,9",486,479
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,"100,0","97,9",485,483
040704,AREQUIPA,ISLAY,ISLAY,"100,0","90,0",519,521
040705,AREQUIPA,ISLAY,MEJIA,"100,0","100,0",533,512
