"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2024 - Cuarto de primaria",,,,,,,
,,,,,,,
Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Comprensión Lectora,Medida Promedio en Matemática
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,"100,0","95,5",475,466
040801,AREQUIPA,LA UNIÓN,COTAHUASI,"100,0","100,0",470,465
040802,AREQUIPA,LA UNIÓN,ALCA,"100,0","100,0",548,568
040803,AREQUIPA,LA UNIÓN,CHARCANA,"100,0","100,0",446,411
040804,AREQUIPA,LA UNIÓN,HUAYNACOTAS,"100,0","94,1",448,433
050101,AYACUCHO,HUAMANGA,AYACUCHO,"98,5","92,6",513,507
050102,AYACUCHO,HUAMANGA,ACOCRO,"100,0","100,0",364,315
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,"100,0","97,3",439,404
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,"100,0","99,1",490,479
050105,AYACUCHO,HUAMANGA,CHIARA,"100,0","95,7",444,431
050106,AYACUCHO,HUAMANGA,OCROS,"100,0","93,9",437,423
050107,AYACUCHO,HUAMANGA,PACAYCASA,"100,0","100,0",486,476
050108,AYACUCHO,HUAMANGA,QUINUA,"100,0","100,0",463,472
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,"100,0","95,2",430,423
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,"100,0","98,3",495,486
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,"100,0","100,0",490,525
050112,AYACUCHO,HUAMANGA,SOCOS,"100,0","100,0",423,434
050113,AYACUCHO,HUAMANGA,TAMBILLO,"100,0","100,0",459,440
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,"100,0","99,6",502,498
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,"80,0","70,3",-,-
050201,AYACUCHO,CANGALLO,CANGALLO,"100,0","100,0",493,506
050202,AYACUCHO,CANGALLO,CHUSCHI,"100,0","100,0",496,486
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,"100,0","100,0",447,438
050205,AYACUCHO,CANGALLO,PARAS,"100,0","100,0",404,367
050206,AYACUCHO,CANGALLO,TOTOS,"100,0","100,0",443,390
050301,AYACUCHO,HUANCA SANCOS,SANCOS,"100,0","98,5",472,452
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,"100,0","100,0",474,452
050401,AYACUCHO,HUANTA,HUANTA,"100,0","99,0",483,482
050402,AYACUCHO,HUANTA,AYAHUANCO,"100,0","95,5",446,406
050403,AYACUCHO,HUANTA,HUAMANGUILLA,"100,0","98,0",473,484
050404,AYACUCHO,HUANTA,IGUAIN,"100,0","100,0",432,425
050405,AYACUCHO,HUANTA,LURICOCHA,"100,0","100,0",477,471
050406,AYACUCHO,HUANTA,SANTILLANA,"100,0","100,0",434,452
050407,AYACUCHO,HUANTA,SIVIA,"100,0","95,2",453,453
050408,AYACUCHO,HUANTA,LLOCHEGUA,"100,0","97,2",447,432
050409,AYACUCHO,HUANTA,CANAYRE,"100,0","96,0",456,459
050501,AYACUCHO,LA MAR,SAN MIGUEL,"100,0","99,2",487,471
050502,AYACUCHO,LA MAR,ANCO,"100,0","100,0",488,491
050503,AYACUCHO,LA MAR,AYNA,"100,0","97,7",465,459
050506,AYACUCHO,LA MAR,LUIS CARRANZA,"100,0","100,0",387,334
050507,AYACUCHO,LA MAR,SANTA ROSA,"100,0","99,3",463,454
050508,AYACUCHO,LA MAR,TAMBO,"100,0","97,4",470,453
050509,AYACUCHO,LA MAR,SAMUGARI,"100,0","97,7",452,452
050512,AYACUCHO,LA MAR,UNIÓN PROGRESO,"100,0","100,0",463,471
050513,AYACUCHO,LA MAR,RÍO MAGDALENA,"100,0","100,0",461,442
050515,AYACUCHO,LA MAR,PATIBAMBA,"100,0","100,0",503,507
050601,AYACUCHO,LUCANAS,PUQUIO,"100,0","98,0",498,509
050602,AYACUCHO,LUCANAS,AUCARA,"100,0","94,4",519,498
050603,AYACUCHO,LUCANAS,CABANA,"100,0","94,1",492,474
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,"100,0","100,0",502,542
050605,AYACUCHO,LUCANAS,CHAVIÑA,"100,0","97,1",530,489
050606,AYACUCHO,LUCANAS,CHIPAO,"100,0","100,0",445,423
050608,AYACUCHO,LUCANAS,LARAMATE,"100,0","88,9",452,423
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,"100,0","100,0",546,584
050611,AYACUCHO,LUCANAS,LUCANAS,"100,0","100,0",511,524
050612,AYACUCHO,LUCANAS,OCAÑA,"100,0","100,0",450,405
050613,AYACUCHO,LUCANAS,OTOCA,"100,0","94,4",513,527
050614,AYACUCHO,LUCANAS,SAISA,"100,0","100,0",557,530
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,"100,0","96,3",466,469
050617,AYACUCHO,LUCANAS,SAN PEDRO,"100,0","91,7",465,450
050619,AYACUCHO,LUCANAS,SANCOS,"100,0","100,0",515,537
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,"100,0","100,0",512,463
050621,AYACUCHO,LUCANAS,SANTA LUCIA,"100,0","100,0",521,556
050701,AYACUCHO,PARINACOCHAS,CORACORA,"100,0","99,1",498,500
050702,AYACUCHO,PARINACOCHAS,CHUMPI,"100,0","100,0",461,415
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,"100,0","100,0",534,550
050705,AYACUCHO,PARINACOCHAS,PULLO,"100,0","98,6",486,485
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,"100,0","100,0",459,437
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,"100,0","100,0",403,358
050801,AYACUCHO,PÁUCAR DEL SARA SARA,PAUSA,"100,0","93,9",491,500
050803,AYACUCHO,PÁUCAR DEL SARA SARA,CORCULLA,"100,0","100,0",456,479
050804,AYACUCHO,PÁUCAR DEL SARA SARA,LAMPA,"100,0","100,0",490,508
050805,AYACUCHO,PÁUCAR DEL SARA SARA,MARCABAMBA,"100,0","100,0",557,575
050806,AYACUCHO,PÁUCAR DEL SARA SARA,OYOLO,"100,0","86,7",477,449
050807,AYACUCHO,PÁUCAR DEL SARA SARA,PARARCA,"100,0","100,0",500,494
050901,AYACUCHO,SUCRE,QUEROBAMBA,"100,0","100,0",517,508
050903,AYACUCHO,SUCRE,CHALCOS,"100,0","100,0",443,449
050905,AYACUCHO,SUCRE,HUACAÑA,"100,0","100,0",530,619
050906,AYACUCHO,SUCRE,MORCOLLA,"100,0","100,0",405,364
050907,AYACUCHO,SUCRE,PAICO,"100,0","100,0",442,420
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,"100,0","100,0",461,486
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,"100,0","100,0",492,507
050911,AYACUCHO,SUCRE,SORAS,"100,0","100,0",465,452
051001,AYACUCHO,VÍCTOR FAJARDO,HUANCAPI,"100,0","100,0",500,514
051002,AYACUCHO,VÍCTOR FAJARDO,ALCAMENCA,"100,0","100,0",418,433
051003,AYACUCHO,VÍCTOR FAJARDO,APONGO,"100,0","100,0",490,513
051005,AYACUCHO,VÍCTOR FAJARDO,CANARIA,"100,0","97,5",514,501
051006,AYACUCHO,VÍCTOR FAJARDO,CAYARA,"100,0","100,0",491,552
051007,AYACUCHO,VÍCTOR FAJARDO,COLCA,"100,0","100,0",459,425
051008,AYACUCHO,VÍCTOR FAJARDO,HUAMANQUIQUIA,"100,0","100,0",474,456
051009,AYACUCHO,VÍCTOR FAJARDO,HUANCARAYLLA,"100,0","100,0",528,531
051010,AYACUCHO,VÍCTOR FAJARDO,HUAYA,"100,0","100,0",462,443
051012,AYACUCHO,VÍCTOR FAJARDO,VILCANCHOS,"100,0","100,0",459,427
051101,AYACUCHO,VILCASHUAMÁN,VILCAS HUAMAN,"100,0","98,7",461,450
051102,AYACUCHO,VILCASHUAMÁN,ACCOMARCA,"100,0","100,0",427,435
051103,AYACUCHO,VILCASHUAMÁN,CARHUANCA,"100,0","100,0",535,491
051105,AYACUCHO,VILCASHUAMÁN,HUAMBALPA,"100,0","100,0",444,460
051108,AYACUCHO,VILCASHUAMÁN,VISCHONGO,"100,0","100,0",436,438
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,"100,0","97,5",499,480
060102,CAJAMARCA,CAJAMARCA,ASUNCION,"100,0","99,1",460,444
060103,CAJAMARCA,CAJAMARCA,CHETILLA,"100,0","91,2",400,374
060104,CAJAMARCA,CAJAMARCA,COSPAN,"100,0","97,4",412,379
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,"100,0","98,2",432,404
060106,CAJAMARCA,CAJAMARCA,JESUS,"100,0","97,7",436,404
060107,CAJAMARCA,CAJAMARCA,LLACANORA,"100,0","100,0",459,434
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,"100,0","97,6",470,451
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,"100,0","98,0",448,433
060110,CAJAMARCA,CAJAMARCA,MATARA,"100,0","100,0",443,410
060111,CAJAMARCA,CAJAMARCA,NAMORA,"100,0","97,8",426,411
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,"100,0","94,2",423,409
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,"100,0","98,8",484,473
060202,CAJAMARCA,CAJABAMBA,CACHACHI,"100,0","97,7",417,384
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,"100,0","96,8",447,422
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,"100,0","99,5",421,385
060301,CAJAMARCA,CELENDÍN,CELENDIN,"100,0","96,9",493,489
060302,CAJAMARCA,CELENDÍN,CHUMUCH,"100,0","96,0",426,417
060303,CAJAMARCA,CELENDÍN,CORTEGANA,"100,0","96,3",435,424
060304,CAJAMARCA,CELENDÍN,HUASMIN,"100,0","95,2",435,413
060305,CAJAMARCA,CELENDÍN,JORGE CHÁVEZ,"100,0","100,0",476,419
060306,CAJAMARCA,CELENDÍN,JOSE GALVEZ,"100,0","93,5",478,435
060307,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,"100,0","97,8",409,375
060308,CAJAMARCA,CELENDÍN,OXAMARCA,"100,0","97,9",431,390
060309,CAJAMARCA,CELENDÍN,SOROCHUCO,"100,0","97,9",449,423
060310,CAJAMARCA,CELENDÍN,SUCRE,"100,0","97,0",461,448
060311,CAJAMARCA,CELENDÍN,UTCO,"100,0","100,0",515,492
060312,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLAN,"100,0","98,0",425,392
060401,CAJAMARCA,CHOTA,CHOTA,"100,0","97,0",475,472
060402,CAJAMARCA,CHOTA,ANGUIA,"100,0","100,0",435,401
060403,CAJAMARCA,CHOTA,CHADIN,"100,0","97,4",457,488
060404,CAJAMARCA,CHOTA,CHIGUIRIP,"100,0","100,0",442,435
060405,CAJAMARCA,CHOTA,CHIMBAN,"100,0","94,1",427,409
060406,CAJAMARCA,CHOTA,CHOROPAMPA,"100,0","100,0",482,477
060407,CAJAMARCA,CHOTA,COCHABAMBA,"100,0","100,0",472,487
060408,CAJAMARCA,CHOTA,CONCHAN,"100,0","100,0",447,455
060409,CAJAMARCA,CHOTA,HUAMBOS,"100,0","95,6",463,460
060410,CAJAMARCA,CHOTA,LAJAS,"100,0","98,5",442,433
060411,CAJAMARCA,CHOTA,LLAMA,"100,0","93,8",479,438
060412,CAJAMARCA,CHOTA,MIRACOSTA,"100,0","86,7",428,385
060413,CAJAMARCA,CHOTA,PACCHA,"100,0","96,6",480,482
060415,CAJAMARCA,CHOTA,QUEROCOTO,"100,0","96,6",449,425
060416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,"100,0","100,0",410,419
060417,CAJAMARCA,CHOTA,TACABAMBA,"100,0","96,5",450,429
060419,CAJAMARCA,CHOTA,CHALAMARCA,"100,0","99,3",449,439
060501,CAJAMARCA,CONTUMAZÁ,CONTUMAZA,"100,0","98,2",448,424
060502,CAJAMARCA,CONTUMAZÁ,CHILETE,"100,0","96,0",461,411
060503,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,"100,0","93,8",440,433
060504,CAJAMARCA,CONTUMAZÁ,GUZMANGO,"100,0","81,8",331,276
060505,CAJAMARCA,CONTUMAZÁ,SAN BENITO,"100,0","94,8",448,419
060507,CAJAMARCA,CONTUMAZÁ,TANTARICA,"100,0","100,0",445,455
060508,CAJAMARCA,CONTUMAZÁ,YONAN,"100,0","97,4",478,468
060601,CAJAMARCA,CUTERVO,CUTERVO,"100,0","97,4",475,459
060602,CAJAMARCA,CUTERVO,CALLAYUC,"100,0","95,9",426,404
060603,CAJAMARCA,CUTERVO,CHOROS,"100,0","97,1",469,445
060604,CAJAMARCA,CUTERVO,CUJILLO,"100,0","100,0",463,456
060605,CAJAMARCA,CUTERVO,LA RAMADA,"100,0","97,1",455,440
060606,CAJAMARCA,CUTERVO,PIMPINGOS,"100,0","100,0",437,434
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,"100,0","95,4",443,422
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,"100,0","96,8",463,446
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,"100,0","97,0",420,410
060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,"100,0","100,0",471,471
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,"100,0","100,0",426,417
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,"100,0","98,4",465,452
060613,CAJAMARCA,CUTERVO,SANTO TOMAS,"100,0","98,1",457,450
060614,CAJAMARCA,CUTERVO,SOCOTA,"100,0","99,1",458,433
060615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,"100,0","100,0",502,442
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,"100,0","97,6",468,462
060702,CAJAMARCA,HUALGAYOC,CHUGUR,"100,0","98,1",442,422
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,"100,0","98,9",449,447
060801,CAJAMARCA,JAÉN,JAEN,"100,0","97,3",487,464
060802,CAJAMARCA,JAÉN,BELLAVISTA,"100,0","95,5",463,425
060803,CAJAMARCA,JAÉN,CHONTALI,"100,0","94,3",462,432
060804,CAJAMARCA,JAÉN,COLASAY,"100,0","94,6",458,428
060805,CAJAMARCA,JAÉN,HUABAL,"100,0","98,4",443,394
060806,CAJAMARCA,JAÉN,LAS PIRIAS,"100,0","97,0",448,415
060807,CAJAMARCA,JAÉN,POMAHUACA,"100,0","96,7",441,403
060808,CAJAMARCA,JAÉN,PUCARA,"100,0","96,8",463,436
060809,CAJAMARCA,JAÉN,SALLIQUE,"100,0","97,5",425,382
060810,CAJAMARCA,JAÉN,SAN FELIPE,"100,0","98,5",445,395
060811,CAJAMARCA,JAÉN,SAN JOSE DEL ALTO,"100,0","94,4",431,396
060812,CAJAMARCA,JAÉN,SANTA ROSA,"100,0","95,0",457,435
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,"100,0","97,7",464,429
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,"100,0","98,3",467,441
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,"100,0","97,1",451,426
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,"100,0","96,8",449,410
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,"100,0","96,8",434,404
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,"100,0","97,8",446,427
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,"100,0","97,6",447,414
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,"100,0","98,1",469,441
061002,CAJAMARCA,SAN MARCOS,CHANCAY,"100,0","100,0",454,432
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,"100,0","95,5",448,434
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,"100,0","97,7",442,422
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,"100,0","100,0",472,473
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,"100,0","95,8",455,447
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,"100,0","96,0",412,383
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,"100,0","98,2",466,438
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,"100,0","90,9",525,467
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,"100,0","96,9",422,409
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,"100,0","100,0",443,450
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,"100,0","98,0",468,462
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,"100,0","100,0",442,423
061107,CAJAMARCA,SAN MIGUEL,LLAPA,"100,0","90,9",470,472
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,"100,0","81,8",488,462
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,"100,0","94,4",475,460
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,"100,0","100,0",475,483
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,"100,0","100,0",451,442
061112,CAJAMARCA,SAN MIGUEL,TONGOD,"100,0","100,0",469,461
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,"100,0","95,8",448,403
061201,CAJAMARCA,SAN PABLO,SAN PABLO,"100,0","98,9",453,442
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,"100,0","95,9",427,422
061203,CAJAMARCA,SAN PABLO,SAN LUIS,"100,0","100,0",437,406
061204,CAJAMARCA,SAN PABLO,TUMBADEN,"100,0","100,0",414,432
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,"100,0","100,0",474,455
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,"100,0","100,0",456,454
061303,CAJAMARCA,SANTA CRUZ,CATACHE,"100,0","98,1",465,455
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,"100,0","97,9",458,440
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,"100,0","100,0",443,410
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,"100,0","90,3",482,491
061307,CAJAMARCA,SANTA CRUZ,PULAN,"100,0","93,0",441,415
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,"100,0","92,3",466,454
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,"100,0","100,0",432,382
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,"100,0","100,0",472,477
070101,CALLAO,CALLAO,CALLAO,"100,0","93,8",505,482
070102,CALLAO,CALLAO,BELLAVISTA,"100,0","94,6",515,493
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,"100,0","91,8",511,485
070104,CALLAO,CALLAO,LA PERLA,"100,0","94,0",499,479
070105,CALLAO,CALLAO,LA PUNTA,"100,0","98,9",510,469
070106,CALLAO,CALLAO,VENTANILLA,"100,0","95,3",506,484
070107,CALLAO,CALLAO,MI PERU,"100,0","94,3",501,481
080101,CUSCO,CUSCO,CUSCO,"100,0","98,5",521,514
080103,CUSCO,CUSCO,POROY,"100,0","98,9",479,455
080104,CUSCO,CUSCO,SAN JERONIMO,"100,0","98,3",514,505
080105,CUSCO,CUSCO,SAN SEBASTIAN,"100,0","98,0",514,504
080106,CUSCO,CUSCO,SANTIAGO,"100,0","98,5",515,507
080107,CUSCO,CUSCO,SAYLLA,"100,0","97,8",503,506
080108,CUSCO,CUSCO,WANCHAQ,"100,0","96,9",525,515
080201,CUSCO,ACOMAYO,ACOMAYO,"100,0","98,6",498,501
080202,CUSCO,ACOMAYO,ACOPIA,"100,0","100,0",523,537
080203,CUSCO,ACOMAYO,ACOS,"100,0","100,0",528,548
080205,CUSCO,ACOMAYO,POMACANCHI,"100,0","98,9",489,481
080207,CUSCO,ACOMAYO,SANGARARA,"100,0","100,0",486,500
080301,CUSCO,ANTA,ANTA,"100,0","99,2",506,501
080302,CUSCO,ANTA,ANCAHUASI,"100,0","98,7",473,462
080303,CUSCO,ANTA,CACHIMAYO,"100,0","97,4",523,506
080305,CUSCO,ANTA,HUAROCONDO,"100,0","98,0",438,419
080306,CUSCO,ANTA,LIMATAMBO,"100,0","98,0",510,485
080307,CUSCO,ANTA,MOLLEPATA,"100,0","100,0",515,511
080308,CUSCO,ANTA,PUCYURA,"100,0","98,0",471,447
080309,CUSCO,ANTA,ZURITE,"100,0","100,0",486,479
080401,CUSCO,CALCA,CALCA,"100,0","99,1",494,493
080402,CUSCO,CALCA,COYA,"100,0","100,0",504,488
080403,CUSCO,CALCA,LAMAY,"100,0","100,0",473,489
080405,CUSCO,CALCA,PISAC,"100,0","96,2",498,487
080406,CUSCO,CALCA,SAN SALVADOR,"100,0","100,0",485,496
080407,CUSCO,CALCA,TARAY,"100,0","100,0",500,516
080408,CUSCO,CALCA,YANATILE,"100,0","100,0",468,451
080501,CUSCO,CANAS,YANAOCA,"100,0","99,0",501,501
080502,CUSCO,CANAS,CHECCA,"100,0","100,0",438,423
080505,CUSCO,CANAS,LAYO,"100,0","100,0",466,501
080506,CUSCO,CANAS,PAMPAMARCA,"100,0","100,0",434,452
080507,CUSCO,CANAS,QUEHUE,"100,0","90,9",499,507
080601,CUSCO,CANCHIS,SICUANI,"100,0","99,0",515,532
080602,CUSCO,CANCHIS,CHECACUPE,"100,0","95,0",504,520
080603,CUSCO,CANCHIS,COMBAPATA,"100,0","100,0",483,501
080604,CUSCO,CANCHIS,MARANGANI,"100,0","100,0",471,456
080605,CUSCO,CANCHIS,PITUMARCA,"100,0","98,8",467,474
080606,CUSCO,CANCHIS,SAN PABLO,"100,0","100,0",447,442
080607,CUSCO,CANCHIS,SAN PEDRO,"100,0","100,0",457,463
080608,CUSCO,CANCHIS,TINTA,"100,0","100,0",495,521
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,"100,0","98,9",492,497
080703,CUSCO,CHUMBIVILCAS,CHAMACA,"100,0","100,0",504,546
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,"100,0","98,1",482,469
080705,CUSCO,CHUMBIVILCAS,LIVITACA,"100,0","96,8",506,515
080707,CUSCO,CHUMBIVILCAS,QUIÑOTA,"100,0","100,0",534,562
080708,CUSCO,CHUMBIVILCAS,VELILLE,"100,0","100,0",477,460
080801,CUSCO,ESPINAR,ESPINAR,"100,0","99,5",510,522
080803,CUSCO,ESPINAR,COPORAQUE,"100,0","97,9",496,490
080804,CUSCO,ESPINAR,OCORURO,"100,0","100,0",472,465
080805,CUSCO,ESPINAR,PALLPATA,"100,0","100,0",509,530
080806,CUSCO,ESPINAR,PICHIGUA,"100,0","100,0",451,427
080807,CUSCO,ESPINAR,SUYCKUTAMBO,"100,0","100,0",434,446
080808,CUSCO,ESPINAR,ALTO PICHIGUA,"100,0","100,0",507,510
080901,CUSCO,LA CONVENCIÓN,SANTA ANA,"100,0","98,2",499,488
080902,CUSCO,LA CONVENCIÓN,ECHARATE,"100,0","98,0",475,457
080903,CUSCO,LA CONVENCIÓN,HUAYOPATA,"100,0","97,9",500,480
080904,CUSCO,LA CONVENCIÓN,MARANURA,"100,0","100,0",498,483
080905,CUSCO,LA CONVENCIÓN,OCOBAMBA,"100,0","98,3",481,473
080906,CUSCO,LA CONVENCIÓN,QUELLOUNO,"100,0","92,7",481,455
080907,CUSCO,LA CONVENCIÓN,KIMBIRI,"100,0","98,5",452,439
080908,CUSCO,LA CONVENCIÓN,SANTA TERESA,"100,0","96,7",508,494
080909,CUSCO,LA CONVENCIÓN,VILCABAMBA,"100,0","100,0",483,452
080910,CUSCO,LA CONVENCIÓN,PICHARI,"100,0","95,9",462,444
080911,CUSCO,LA CONVENCIÓN,INKAWASI,"100,0","94,5",461,438
080912,CUSCO,LA CONVENCIÓN,VILLA VIRGEN,"100,0","97,7",467,454
080913,CUSCO,LA CONVENCIÓN,VILLA KINTIARINA,"100,0","86,2",456,411
080914,CUSCO,LA CONVENCIÓN,MEGANTONI,"100,0","59,1",-,-
080915,CUSCO,LA CONVENCIÓN,KUMPIRUSHIATO,"100,0","98,4",469,467
080916,CUSCO,LA CONVENCIÓN,CIELO PUNCO,"100,0","97,1",453,447
080917,CUSCO,LA CONVENCIÓN,MANITEA,"100,0","98,0",467,430
080918,CUSCO,LA CONVENCIÓN,UNIÓN ASHÁNINKA,"100,0","98,8",468,469
081001,CUSCO,PARURO,PARURO,"100,0","100,0",536,548
081002,CUSCO,PARURO,ACCHA,"100,0","100,0",488,491
081009,CUSCO,PARURO,YAURISQUE,"100,0","100,0",490,475
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,"100,0","99,4",485,507
081102,CUSCO,PAUCARTAMBO,CAICAY,"100,0","100,0",477,495
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,"100,0","100,0",467,470
081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,"100,0","96,5",466,468
081201,CUSCO,QUISPICANCHI,URCOS,"100,0","99,1",494,485
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,"100,0","100,0",504,513
081203,CUSCO,QUISPICANCHI,CAMANTI,"100,0","100,0",482,461
081205,CUSCO,QUISPICANCHI,CCATCA,"100,0","95,7",465,447
081206,CUSCO,QUISPICANCHI,CUSIPATA,"100,0","100,0",507,546
081207,CUSCO,QUISPICANCHI,HUARO,"100,0","100,0",476,455
081208,CUSCO,QUISPICANCHI,LUCRE,"100,0","100,0",482,470
081209,CUSCO,QUISPICANCHI,MARCAPATA,"100,0","98,1",453,450
081210,CUSCO,QUISPICANCHI,OCONGATE,"100,0","100,0",471,478
081211,CUSCO,QUISPICANCHI,OROPESA,"100,0","99,0",497,475
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,"100,0","99,0",465,445
081301,CUSCO,URUBAMBA,URUBAMBA,"100,0","97,9",498,491
081302,CUSCO,URUBAMBA,CHINCHERO,"100,0","99,5",509,515
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,"100,0","100,0",487,481
081304,CUSCO,URUBAMBA,MACHUPICCHU,"100,0","95,0",492,495
081305,CUSCO,URUBAMBA,MARAS,"100,0","100,0",477,470
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,"100,0","99,1",482,475
081307,CUSCO,URUBAMBA,YUCAY,"100,0","98,3",509,481
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,"100,0","98,7",511,519
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,"100,0","100,0",428,449
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,"100,0","98,8",472,463
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,"100,0","100,0",512,433
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,"100,0","100,0",428,372
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,"100,0","100,0",527,482
090110,HUANCAVELICA,HUANCAVELICA,MANTA,"100,0","100,0",485,465
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,"100,0","100,0",497,486
090112,HUANCAVELICA,HUANCAVELICA,MOYA,"100,0","100,0",513,457
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,"100,0","100,0",439,425
090114,HUANCAVELICA,HUANCAVELICA,PALCA,"100,0","94,7",468,460
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,"100,0","85,7",453,415
090116,HUANCAVELICA,HUANCAVELICA,VILCA,"100,0","100,0",467,425
090117,HUANCAVELICA,HUANCAVELICA,YAULI,"100,0","98,6",483,510
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,"100,0","93,6",502,508
