PROVINCIA,LECT_EN INICIO_2016,LECT_EN PROCESO_2016,MAT_EN INICIO_2016,MAT_EN PROCESO_2016,MEDIDA PROMEDIO MATEMATICA_2016,LECT_EN INICIO_2018,LECT_EN PROCESO_2018,MAT_EN INICIO_2018,MAT_EN PROCESO_2018,MEDIDA PROMEDIO MATEMATICA_2018,CUARTIL_2024,REGION_ANCASH,REGION_APURIMAC,REGION_AREQUIPA,REGION_AYACUCHO,REGION_CAJAMARCA,REGION_CUSCO,REGION_HUANCAVELICA,REGION_HUANUCO,REGION_ICA,REGION_JUNIN,REGION_LA LIBERTAD,REGION_LAMBAYEQUE,REGION_LIMA,REGION_LORETO,REGION_MADRE DE DIOS,REGION_MOQUEGUA,REGION_PASCO,REGION_PIURA,REGION_PUNO,REGION_SAN MARTIN,REGION_TACNA,REGION_TUMBES,REGION_UCAYALI
DOS DE MAYO,35.18888888888889,27.677777777777777,28.78888888888889,34.75555555555556,424.77777777777777,39.28888888888889,19.3,36.17777777777778,30.266666666666666,408.1111111111111,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUACAYBAMBA,35.575,17.95,28.825,14.8,365.5,36.275,18.125,28.475,29.35,396.5,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUAMALÍES,42.08181818181818,17.509090909090908,36.83636363636364,24.172727272727272,389.1818181818182,39.627272727272725,25.8,38.64545454545455,32.481818181818184,421.09090909090907,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUÁNUCO,36.63076923076923,22.85384615384616,26.6,31.67692307692308,406.61538461538464,33.684615384615384,23.23846153846154,27.76923076923077,33.57692307692308,423.5384615384616,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAURICOCHA,37.457142857142856,21.728571428571428,30.52857142857143,19.67142857142857,436.7142857142857,28.228571428571428,38.55714285714286,19.557142857142857,37.12857142857143,472.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LEONCIO PRADO,37.0875,35.475,31.8125,40.175,432.625,31.75,31.6,25.19,43.39,452.7,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MARAÑÓN,36.36,27.7,33.2,36.3,412.6,34.260000000000005,22.22,35.239999999999995,27.3,401.2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PACHITEA,39.35,24.675,30.3,37.45,428.5,37.7,25.55,26.95,39.625,441.25,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PUERTO INCA,35.96,29.379999999999995,32.72,31.4,417.0,39.15,25.05,36.275,32.15,406.25,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
YAROWILCA,37.1625,23.475,34.275,24.775,400.75,33.35,29.1375,25.5375,37.975,424.125,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHINCHA,35.24444444444444,31.04444444444444,29.5,41.48888888888889,447.1111111111111,26.266666666666666,26.72222222222222,20.33333333333333,34.766666666666666,451.1111111111111,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ICA,28.515384615384612,36.215384615384615,22.138461538461534,43.83846153846154,475.3076923076923,24.885714285714283,34.18571428571429,19.24285714285714,43.04285714285714,480.2857142857143,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NAZCA,20.32,36.28,13.8,39.82,516.2,19.76,35.94,13.76,41.2,497.4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PALPA,23.76,47.88,15.06,43.6,534.8,27.5,33.425,10.375,48.55,499.25,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PISCO,28.65,31.7375,25.9625,43.6875,463.375,24.775,32.5875,16.025,41.9,482.75,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHANCHAMAYO,32.15,36.0,30.46666666666667,34.666666666666664,465.5,32.550000000000004,33.85,21.28333333333333,45.03333333333333,473.3333333333333,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CHUPACA,31.466666666666665,38.16666666666666,23.33333333333333,46.84444444444444,464.3333333333333,28.522222222222226,33.52222222222222,21.27777777777778,43.16666666666666,477.55555555555554,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CONCEPCIÓN,35.94666666666667,29.766666666666666,28.246666666666663,40.44666666666667,432.9333333333333,29.82,28.866666666666667,27.273333333333333,40.3,443.4666666666666,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HUANCAYO,32.762962962962966,32.71111111111112,23.385185185185183,42.34444444444444,469.5925925925926,21.044444444444448,36.99629629629629,15.62962962962963,41.58518518518518,494.8888888888889,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
JAUJA,30.73225806451613,36.561290322580646,23.76129032258065,43.380645161290325,466.8709677419355,27.455882352941178,31.394117647058827,20.40882352941176,41.9735294117647,484.1470588235294,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
JUNÍN,32.075,25.0,13.25,35.425,476.75,21.925,33.05,14.425,34.95,499.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SATIPO,29.0375,35.075,21.9125,44.8375,460.5,29.95,27.5375,22.2125,40.4375,461.75,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TARMA,31.744444444444444,34.111111111111114,25.48888888888889,39.74444444444444,449.55555555555554,32.5,29.53333333333333,24.666666666666668,37.72222222222222,461.55555555555554,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
YAULI,24.38888888888889,36.08888888888889,20.433333333333334,45.65555555555555,476.8888888888889,23.33333333333333,33.0,14.377777777777778,40.82222222222222,499.6666666666667,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ASCOPE,28.2375,35.0625,22.8625,46.4625,465.25,28.357142857142858,34.17142857142857,21.814285714285717,42.34285714285714,474.1428571428572,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
BOLÍVAR,40.65,24.8,33.483333333333334,29.683333333333334,418.1666666666667,26.9,25.4,21.3,37.35,439.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CHEPÉN,30.23333333333333,31.73333333333333,26.9,43.53333333333333,453.0,26.2,36.8,20.96666666666667,48.333333333333336,478.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
GRAN CHIMÚ,29.4,33.925,23.375,42.35,451.5,31.525,30.625,21.125,44.325,467.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
JULCÁN,42.275,22.2,34.95,28.8,409.25,30.775,19.575,27.85,32.0,423.25,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OTUZCO,30.8625,34.9,25.05,35.1375,438.25,36.02,28.98,29.57,35.03,437.5,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
PACASMAYO,22.46,36.48,13.44,47.06,496.6,24.12,38.02,18.52,46.0,486.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
PATAZ,39.00833333333333,24.133333333333336,28.55,32.266666666666666,419.4166666666667,33.707692307692305,21.5,29.784615384615385,27.96153846153846,431.0769230769231,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SANTIAGO DE CHUCO,35.8,28.725,28.525,35.875,431.125,38.9875,26.625,33.975,39.2,427.375,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SÁNCHEZ CARRIÓN,37.7,21.65,30.6875,28.05,402.0,36.1,18.975,32.5,29.6125,410.625,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
TRUJILLO,25.327272727272728,36.99090909090909,21.75454545454545,46.054545454545455,464.27272727272725,25.05454545454546,33.70909090909091,21.88181818181818,45.25454545454546,476.27272727272725,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
VIRÚ,31.133333333333336,40.23333333333333,25.3,45.63333333333333,457.6666666666667,31.399999999999995,33.63333333333333,24.3,47.23333333333333,459.3333333333333,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CHICLAYO,28.435,34.285000000000004,25.22,42.355,467.05,31.155,31.905,25.29,41.56,459.15,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
FERREÑAFE,30.416666666666668,31.616666666666664,29.416666666666668,34.45,424.5,33.583333333333336,28.916666666666668,26.666666666666668,42.25,442.6666666666667,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
LAMBAYEQUE,34.09166666666667,34.03333333333333,28.45,41.10833333333333,445.6666666666667,33.25,31.875,27.375,41.55,451.6666666666667,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
BARRANCA,21.86,37.0,18.54,43.82,488.6,21.58,36.92,19.42,43.0,493.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CAJATAMBO,25.16,40.54,29.28,39.42,469.4,25.08,34.480000000000004,24.36,40.24,494.0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CANTA,19.74,29.62,9.88,37.260000000000005,526.0,30.65,30.03333333333333,19.7,37.91666666666666,483.1666666666667,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CAÑETE,23.3,35.29375,21.66875,41.7625,479.3125,26.65,32.1125,21.9625,41.5,468.0625,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
HUARAL,28.177777777777777,31.33333333333333,24.133333333333333,45.52222222222222,446.0,39.0,34.2875,22.5625,43.8625,451.5,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
HUAROCHIRÍ,33.315384615384616,25.75769230769231,25.83076923076923,39.28846153846154,443.3076923076923,28.60384615384616,33.38076923076923,21.684615384615384,42.45384615384615,475.2692307692308,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
HUAURA,30.472727272727276,35.654545454545456,23.781818181818185,43.28181818181818,454.9090909090909,32.99090909090909,35.527272727272724,20.027272727272727,49.10909090909092,471.9090909090909,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LIMA,20.104761904761904,33.166666666666664,18.985714285714284,45.7952380952381,487.6666666666667,18.211627906976744,31.665116279069764,15.85813953488372,41.46976744186047,502.2325581395349,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OYÓN,36.0,33.5,33.54,41.2,445.0,26.825,23.325,16.275,38.275,480.75,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
YAUYOS,29.204761904761902,37.83809523809524,17.104761904761904,39.07142857142857,488.4285714285714,24.9,32.481818181818184,19.572727272727278,46.78636363636363,471.77272727272725,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ALTO AMAZONAS,33.980000000000004,13.88,28.0,11.0,343.8,32.3,16.65,31.025,19.125,371.75,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
DATEM DEL MARAÑÓN,30.875,17.7,24.175,19.875,379.25,28.4,13.0,27.275,13.775,346.75,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LORETO,36.55,10.35,30.625,12.025,343.75,26.625,10.425,28.075,10.4,343.75,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MARISCAL RAMÓN CASTILLA,38.425,12.75,31.95,13.775,353.25,31.325,12.225,27.125,13.25,347.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MAYNAS,32.239999999999995,18.69,28.69,16.61,361.0,29.35,16.259999999999998,30.65,18.93,365.6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
PUTUMAYO,40.55,31.05,41.55,20.95,383.5,34.55,17.0,29.775,28.65,387.75,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
REQUENA,31.9,8.82,25.07,10.48,341.4,22.47,5.94,22.33,9.92,337.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
UCAYALI,34.666666666666664,20.316666666666663,28.266666666666666,20.03333333333333,381.1666666666667,28.2,12.483333333333334,25.766666666666666,17.833333333333332,374.6666666666667,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MANU,40.375,25.725,20.725,39.2,411.5,34.725,23.05,31.475,36.025,438.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TAHUAMANU,36.3,40.7,36.75,33.3,413.5,38.9,31.0,39.5,40.9,433.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TAMBOPATA,36.45,34.35,35.05,39.0,430.25,32.625,32.425,26.475,40.125,447.25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
GENERAL SÁNCHEZ CERRO,22.11428571428571,37.957142857142856,19.385714285714283,31.2,508.0,22.95,23.616666666666664,15.45,42.26666666666667,499.6666666666667,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ILO,20.066666666666663,37.76666666666667,22.866666666666664,38.46666666666667,501.0,27.766666666666666,27.83333333333333,16.233333333333334,40.1,511.6666666666667,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MARISCAL NIETO,20.6,27.32,14.52,42.98,504.0,19.18,29.0,11.98,31.2,523.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
DANIEL ALCIDES CARRIÓN,36.1375,36.525,18.4125,38.4625,496.375,30.55,30.1,20.1375,41.7625,507.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OXAPAMPA,30.725,31.675,24.075,39.75,451.5,22.7,29.2875,20.575,40.7,452.25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
PASCO,26.46923076923077,36.07692307692308,21.21538461538461,44.95384615384615,477.0,24.96923076923077,30.77692307692308,18.37692307692308,41.869230769230775,494.61538461538464,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AYABACA,29.69,32.260000000000005,24.78,40.53,445.8,35.410000000000004,29.95,27.54,40.92,453.6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
HUANCABAMBA,38.4875,22.7125,29.725,30.25,419.0,33.5375,27.05,30.9125,35.2,430.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
MORROPÓN,24.630000000000003,39.79,21.37,44.09,476.3,25.92,32.11,21.22,44.24,472.1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PAITA,35.385714285714286,30.085714285714285,26.928571428571427,38.785714285714285,458.7142857142857,25.414285714285715,36.75714285714286,20.685714285714283,49.48571428571428,467.2857142857143,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PIURA,27.26,37.86,21.33,46.74,470.6,24.32,35.18,18.0,45.66,482.4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SECHURA,25.05,38.98333333333333,18.633333333333333,42.96666666666667,487.5,25.416666666666668,32.98333333333333,18.33333333333333,44.68333333333334,489.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SULLANA,24.2125,40.8375,20.15,46.8625,475.0,26.875,37.9,20.15,45.6625,480.875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TALARA,29.683333333333334,37.66666666666666,30.4,44.41666666666666,453.1666666666667,27.4,32.266666666666666,24.016666666666666,42.05,474.3333333333333,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AZÁNGARO,36.04285714285714,33.607142857142854,29.321428571428573,43.271428571428565,437.3571428571428,37.3,30.99285714285714,26.27142857142857,45.95,458.2857142857143,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CARABAYA,39.19,32.9,25.6,46.2,465.4,29.2,34.37,17.84,46.37,485.2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CHUCUITO,37.68333333333334,25.48333333333333,23.03333333333333,40.95,431.5,31.085714285714285,31.75714285714286,26.757142857142856,41.84285714285714,460.7142857142857,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EL COLLAO,46.15,31.55,28.025,49.5,457.5,21.875,23.55,15.5,28.675,527.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
HUANCANÉ,35.31428571428571,28.97142857142857,29.728571428571428,35.371428571428574,448.4285714285714,33.2375,31.15,19.5875,40.9125,485.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
LAMPA,35.46666666666667,27.477777777777774,30.45555555555556,38.25555555555556,433.55555555555554,23.637500000000003,28.225,17.2375,40.225,485.375,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MELGAR,38.34444444444445,29.1,32.544444444444444,34.388888888888886,435.22222222222223,34.36666666666667,29.488888888888887,20.6,48.077777777777776,465.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MOHO,37.95,28.15,26.5,35.099999999999994,435.0,27.3,34.875,18.65,48.1,468.75,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
PUNO,36.09285714285714,31.75714285714286,29.057142857142857,40.73571428571428,447.0,35.32666666666667,26.040000000000003,24.92,42.940000000000005,459.26666666666665,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SAN ANTONIO DE PUTINA,37.64,28.78,22.56,45.74,464.0,31.96,28.380000000000003,22.62,43.82,462.2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SAN ROMÁN,22.475,31.25,23.275,43.975,475.5,24.18,32.660000000000004,19.32,45.260000000000005,487.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SANDIA,35.25,30.45,24.775,40.7625,461.25,32.8,32.02,22.41,44.46,466.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
YUNGUYO,47.025,28.3,39.625,37.225,440.0,30.56,34.5,20.44,45.38,482.6,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BELLAVISTA,38.55,33.03333333333333,31.816666666666663,35.48333333333333,415.8333333333333,32.7,28.916666666666668,27.96666666666667,38.083333333333336,429.1666666666667,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EL DORADO,41.02,18.04,31.06,22.46,386.2,36.2,22.42,32.54,28.92,398.6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
HUALLAGA,34.22,33.379999999999995,35.84,33.56,418.2,39.61666666666667,26.633333333333336,29.5,41.36666666666667,423.1666666666667,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
LAMAS,39.40909090909091,24.85454545454545,34.33636363636364,27.08181818181818,401.6363636363636,36.900000000000006,26.42727272727273,30.454545454545453,33.97272727272727,420.9090909090909,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MARISCAL CÁCERES,38.9,28.04,31.82,27.08,416.8,35.739999999999995,29.0,30.160000000000004,36.42,429.6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MOYOBAMBA,33.35,35.7,30.71666666666667,41.96666666666667,441.5,22.5,31.96666666666667,18.6,46.11666666666667,481.6666666666667,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
PICOTA,41.64,31.39,35.22,31.31,399.2,36.83,26.660000000000004,35.54,32.260000000000005,409.2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
RIOJA,29.366666666666667,38.25555555555556,25.266666666666666,44.922222222222224,463.3333333333333,23.7,33.08888888888889,20.05555555555556,47.077777777777776,467.22222222222223,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SAN MARTÍN,37.82142857142857,27.228571428571428,31.478571428571428,29.57857142857143,399.07142857142856,29.414285714285715,30.17142857142857,29.00714285714286,40.54285714285714,434.57142857142856,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TOCACHE,40.260000000000005,27.640000000000004,33.62,32.36,440.2,35.1,28.04,31.660000000000004,38.46,434.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CANDARAVE,2.075,31.25,2.075,34.375,569.0,7.58,22.12,4.64,20.16,605.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
JORGE BASADRE,10.733333333333334,33.03333333333333,8.766666666666667,36.13333333333333,550.6666666666666,6.233333333333333,30.433333333333334,5.3,32.166666666666664,552.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TACNA,18.15,33.29,13.169999999999998,36.09,523.8,19.10909090909091,34.027272727272724,14.61818181818182,35.39090909090909,522.4545454545455,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TARATA,12.166666666666666,26.666666666666668,26.73333333333333,34.93333333333333,502.3333333333333,29.85,27.75,5.5,50.1,511.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CONTRALMIRANTE VILLAR,35.6,38.13333333333333,29.86666666666667,40.4,424.3333333333333,33.73333333333333,35.43333333333333,26.766666666666666,51.76666666666667,447.3333333333333,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TUMBES,33.35,36.73333333333333,30.75,42.95,445.3333333333333,34.11666666666667,30.53333333333333,28.03333333333333,39.03333333333333,449.3333333333333,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ZARUMILLA,35.2,35.8,33.525,43.425,431.0,37.5,29.45,24.95,44.55,449.25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ATALAYA,39.833333333333336,16.633333333333333,27.23333333333333,18.46666666666667,361.6666666666667,25.8,14.4,26.46666666666667,11.666666666666666,338.3333333333333,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CORONEL PORTILLO,37.61666666666667,22.28333333333333,31.35,21.383333333333336,378.3333333333333,34.05714285714286,22.97142857142857,31.77142857142857,26.557142857142853,388.7142857142857,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PADRE ABAD,39.82,32.1,39.62,31.76,406.4,37.6,25.62,35.3,32.44,411.8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PURÚS,32.1,17.9,25.0,3.6,329.0,32.4,10.8,18.9,16.2,385.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
