PROVINCIA,LECT_EN INICIO_2016,LECT_EN PROCESO_2016,LECT_PREVIO AL INICIO_2016,LECT_SATISFACTORIO_2016,MAT_EN INICIO_2016,MAT_EN PROCESO_2016,MAT_PREVIO AL INICIO_2016,MAT_SATISFACTORIO_2016,MEDIDA PROMEDIO COMPRENSION LECTORA_2016,MEDIDA PROMEDIO MATEMATICA_2016,LECT_EN INICIO_2018,LECT_EN PROCESO_2018,LECT_PREVIO AL INICIO_2018,LECT_SATISFACTORIO_2018,MAT_EN INICIO_2018,MAT_EN PROCESO_2018,MAT_PREVIO AL INICIO_2018,MAT_SATISFACTORIO_2018,MEDIDA PROMEDIO COMPRENSION LECTORA_2018,MEDIDA PROMEDIO MATEMATICA_2018,VAB_Administración_Pública_y_Defensa_2016,VAB_Administración_Pública_y_Defensa_2018,VAB_Electricidad_Gas_y_Agua_2016,VAB_Electricidad_Gas_y_Agua_2018,VAB_Telecom_y_Otros_Serv_de_Información_2016,VAB_Telecom_y_Otros_Serv_de_Información_2018,CUARTIL_2024,REGION_ANCASH,REGION_APURIMAC,REGION_AREQUIPA,REGION_AYACUCHO,REGION_CAJAMARCA,REGION_CUSCO,REGION_HUANCAVELICA,REGION_HUANUCO,REGION_ICA,REGION_JUNIN,REGION_LA LIBERTAD,REGION_LAMBAYEQUE,REGION_LIMA,REGION_LORETO,REGION_MADRE DE DIOS,REGION_MOQUEGUA,REGION_PASCO,REGION_PIURA,REGION_PUNO,REGION_SAN MARTIN,REGION_TACNA,REGION_TUMBES,REGION_UCAYALI
LA UNIÓN,30.244444444444444,35.87777777777777,19.066666666666663,14.8,22.866666666666667,34.7,20.27777777777778,22.133333333333333,438.77777777777777,444.6666666666667,23.9875,32.45,20.2,23.375,24.775,38.1,17.1125,19.9875,448.0,449.875,862133.0,949813.0,289112.0,302127.0,967344.0,1112326.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CANGALLO,37.75,13.5,43.25,5.5,34.666666666666664,19.95,39.36666666666667,6.033333333333334,382.1666666666667,380.6666666666667,34.333333333333336,22.9,31.45,11.333333333333334,32.050000000000004,37.81666666666667,14.866666666666667,15.266666666666666,410.3333333333333,438.6666666666667,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUAMANGA,33.975,29.65625,20.53125,15.8375,33.99375,34.4875,16.89375,14.625,437.25,432.625,29.78125,28.3125,14.71875,27.21875,24.75,38.79375,11.89375,24.575,460.0625,462.25,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUANCA SANCOS,39.275,26.625,15.475,18.65,32.525,31.775,23.225,12.45,443.5,428.0,31.8,29.125,10.275,28.8,22.175,39.575,9.3,28.9,470.25,474.25,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUANTA,41.19166666666667,23.33333333333333,27.1,8.391666666666667,32.733333333333334,32.15833333333334,23.28333333333333,11.825,410.3333333333333,416.3333333333333,32.19166666666667,24.96666666666667,28.96666666666667,13.891666666666666,24.883333333333336,36.06666666666667,22.28333333333333,16.766666666666666,414.3333333333333,433.4166666666667,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LA MAR,35.81111111111111,30.444444444444443,18.433333333333334,15.311111111111112,26.011111111111116,40.4,16.38888888888889,17.233333333333334,435.3333333333333,446.0,37.2,26.17,12.47,24.15,21.33,35.980000000000004,18.27,24.43,451.0,455.7,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LUCANAS,29.216666666666665,35.22222222222222,9.166666666666666,26.4,21.80555555555556,45.52777777777778,10.67777777777778,21.994444444444444,466.27777777777777,466.6666666666667,22.91,29.335,11.89,35.855000000000004,14.365,42.995,8.49,34.145,478.5,486.0,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PARINACOCHAS,41.84285714285714,29.5,8.814285714285713,19.857142857142858,28.485714285714288,42.24285714285714,8.585714285714285,20.7,461.1428571428572,456.7142857142857,28.6875,35.45,7.875,27.9875,21.0875,44.6,5.3375,28.9875,476.125,477.125,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PÁUCAR DEL SARA SARA,37.04285714285714,29.6,13.085714285714284,20.3,38.57142857142857,39.385714285714286,10.94285714285714,11.1,452.57142857142856,433.0,22.8,29.585714285714285,7.542857142857143,40.08571428571428,17.442857142857143,52.58571428571429,5.785714285714286,24.185714285714287,494.7142857142857,479.1428571428572,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SUCRE,39.24285714285714,21.52857142857143,19.24285714285714,20.0,43.285714285714285,23.785714285714285,18.65714285714285,14.285714285714286,432.4285714285714,417.7142857142857,39.825,24.125,8.3375,27.7,26.3125,51.425,7.5625,14.6875,462.5,460.5,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VILCASHUAMÁN,35.916666666666664,32.61666666666667,23.75,7.716666666666666,29.58333333333333,42.5,21.46666666666667,6.416666666666667,421.1666666666667,417.1666666666667,36.6375,28.0875,16.8,18.4875,25.225,40.3,17.55,16.925,438.375,442.5,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VÍCTOR FAJARDO,33.475,26.4,18.775,21.325000000000003,21.975,34.5375,23.275,20.2125,442.875,438.75,34.70909090909091,31.42727272727273,14.936363636363636,18.945454545454545,18.063636363636363,41.3,16.79090909090909,23.818181818181817,443.0,455.27272727272725,442378.0,492931.0,35597.0,39679.0,174710.0,215619.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CAJABAMBA,35.1,26.475,22.925,15.5,27.65,36.225,22.65,13.475,429.25,427.5,33.1,22.3,26.925,17.675,28.825,32.85,20.3,18.025,426.25,436.0,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CAJAMARCA,36.05,27.866666666666664,20.725,15.366666666666667,26.73333333333333,37.25,19.58333333333333,16.441666666666666,432.0,436.4166666666667,35.125,24.041666666666668,24.73333333333333,16.091666666666665,29.416666666666668,37.10833333333333,17.375,16.083333333333332,426.0833333333333,437.9166666666667,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CELENDÍN,36.3,24.941666666666663,26.766666666666666,11.975,26.85833333333333,35.25,22.116666666666664,15.758333333333336,418.0,432.75,33.809090909090905,25.73636363636364,24.42727272727273,16.01818181818182,25.63636363636364,38.33636363636364,19.0,17.027272727272727,427.0,440.1818181818182,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHOTA,36.32631578947368,30.831578947368417,15.905263157894735,16.936842105263157,22.43684210526316,38.37894736842105,14.715789473684213,24.457894736842103,441.7368421052632,461.0,33.43529411764706,30.294117647058822,17.188235294117646,19.076470588235296,26.735294117647054,40.35294117647059,11.452941176470588,21.447058823529414,441.7058823529412,456.9411764705882,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CONTUMAZÁ,26.0125,39.1375,8.15,26.7,22.375,40.9,2.8,33.9375,476.875,495.125,34.58571428571428,30.1,16.27142857142857,19.042857142857144,22.228571428571428,52.62857142857143,9.157142857142857,15.971428571428572,444.0,459.8571428571428,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CUTERVO,34.70666666666667,28.99333333333333,19.19333333333333,17.12666666666667,26.966666666666665,34.63333333333333,17.346666666666668,21.05333333333333,435.1333333333333,446.4666666666666,30.56428571428572,28.02142857142857,15.071428571428571,26.35,21.87142857142857,39.98571428571428,10.435714285714283,27.707142857142856,457.7142857142857,471.2142857142857,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUALGAYOC,29.633333333333336,28.96666666666667,12.666666666666666,28.76666666666667,20.73333333333333,38.833333333333336,9.9,30.466666666666665,473.0,486.3333333333333,27.633333333333336,36.93333333333333,11.4,24.0,20.366666666666664,39.63333333333333,6.666666666666667,33.333333333333336,464.6666666666667,486.0,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JAÉN,33.19166666666667,29.55,15.916666666666666,21.34166666666667,24.84166666666667,36.99166666666667,16.533333333333335,21.641666666666666,450.1666666666667,452.75,32.550000000000004,28.90833333333333,18.216666666666665,20.33333333333333,25.816666666666663,41.99166666666667,16.008333333333333,16.183333333333334,442.9166666666667,441.1666666666667,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SAN IGNACIO,28.414285714285715,31.914285714285715,10.742857142857144,28.942857142857143,20.77142857142857,39.5,11.5,28.228571428571428,471.2857142857143,473.4285714285714,28.91428571428571,31.314285714285717,12.514285714285714,27.25714285714286,22.714285714285715,43.32857142857143,9.928571428571429,24.071428571428573,463.8571428571428,465.57142857142856,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SAN MARCOS,34.48571428571429,27.485714285714288,21.6,16.442857142857143,23.814285714285717,34.371428571428574,20.571428571428573,21.24285714285714,435.57142857142856,439.1428571428572,34.114285714285714,28.0,19.37142857142857,18.528571428571432,26.87142857142857,42.3,13.828571428571427,17.014285714285716,437.7142857142857,445.2857142857143,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SAN MIGUEL,17.415384615384617,41.63076923076923,4.207692307692307,36.75384615384616,8.161538461538461,42.35384615384616,3.869230769230769,45.607692307692304,502.61538461538464,526.0,32.53846153846154,29.56923076923077,10.5,27.346153846153847,21.684615384615384,40.63076923076923,5.807692307692308,31.846153846153847,466.2307692307692,485.9230769230769,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SAN PABLO,35.075,31.075,24.925,8.950000000000001,27.15,40.15,16.4,16.275,417.75,441.5,35.625,19.675,32.8,11.925,31.35,38.775,17.15,12.775,406.75,432.5,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SANTA CRUZ,25.5,35.27,11.03,28.21,16.25,40.21,7.87,35.69,469.6,490.0,27.318181818181817,37.95454545454545,11.045454545454543,23.727272727272727,16.818181818181817,43.45454545454545,7.336363636363637,32.40909090909091,464.6363636363636,485.54545454545456,876369.0,973558.0,145362.0,175882.0,339939.0,392996.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACOMAYO,40.02857142857143,27.77142857142857,20.942857142857143,11.242857142857144,30.428571428571427,40.3,19.914285714285715,9.342857142857143,425.8571428571428,426.4285714285714,35.81428571428572,33.67142857142857,12.828571428571427,17.65714285714286,18.75714285714286,53.18571428571429,8.542857142857143,19.52857142857143,453.0,468.1428571428572,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ANTA,43.71111111111112,24.62222222222222,21.03333333333333,10.6,34.355555555555554,33.5,20.166666666666668,11.955555555555556,420.1111111111111,423.3333333333333,29.011111111111116,27.83333333333333,14.033333333333331,29.133333333333333,20.322222222222223,42.1,10.944444444444445,26.64444444444444,462.6666666666667,468.77777777777777,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CALCA,38.025,30.15,18.0875,13.8125,29.700000000000003,38.3,15.5375,16.4875,434.25,440.5,28.225,30.025,16.7875,24.9375,22.725,43.9,8.975,24.4125,456.75,469.375,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CANAS,46.2875,21.9125,23.025,8.7375,31.325,38.2,20.7625,9.7125,413.125,420.25,41.025,20.1,23.1875,15.675,26.7625,36.2,18.9875,18.1625,422.375,439.625,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CANCHIS,32.2625,32.3875,19.25,16.1125,31.125,34.45,15.1375,19.2875,438.25,443.875,25.9875,31.725,11.6125,30.6875,17.4375,43.75,8.35,30.4125,468.25,485.625,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHUMBIVILCAS,40.7625,26.675,20.8,11.725,28.225,38.75,20.1375,12.85,423.5,430.375,31.3125,27.55,22.7625,18.4125,26.4,35.7125,17.125,20.75,436.625,446.125,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CUSCO,25.042857142857144,31.514285714285712,7.414285714285714,36.04285714285714,21.02857142857143,41.25714285714286,8.571428571428571,29.12857142857143,490.57142857142856,479.2857142857143,23.31428571428572,31.142857142857142,5.2,40.385714285714286,17.12857142857143,43.21428571428572,4.942857142857143,34.74285714285714,499.2857142857143,497.57142857142856,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESPINAR,36.07142857142857,29.32857142857143,19.02857142857143,15.6,32.5,33.74285714285714,15.87142857142857,17.914285714285715,436.1428571428572,440.0,32.9375,37.825,6.075,23.1625,19.6375,48.9375,6.275,25.15,465.5,474.875,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LA CONVENCIÓN,36.23333333333333,32.916666666666664,13.3,17.558333333333334,28.65833333333333,37.91666666666666,16.058333333333334,17.366666666666667,447.5833333333333,442.0833333333333,31.175,28.15,14.666666666666666,26.0,23.641666666666666,38.85,12.925,24.666666666666668,458.6666666666667,462.75,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PARURO,41.86666666666667,24.988888888888887,24.93333333333333,8.2,32.95555555555556,29.33333333333333,32.833333333333336,4.9,409.3333333333333,396.3333333333333,23.2625,32.375,14.6,29.75,21.575,37.65,16.075,24.6875,473.75,461.75,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PAUCARTAMBO,42.24,25.42,22.06,10.22,36.22,33.22,17.7,12.86,417.2,428.8,36.28,30.34,22.18,11.2,26.34,37.4,14.919999999999998,21.3,424.4,446.0,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QUISPICANCHI,37.04166666666666,34.50833333333333,13.366666666666667,15.075,28.53333333333333,43.00833333333333,12.258333333333333,16.191666666666666,445.75,446.5833333333333,33.25833333333333,28.34166666666667,16.566666666666666,21.825,26.183333333333334,39.575,14.591666666666669,19.641666666666666,448.5,450.6666666666667,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
URUBAMBA,33.6,30.428571428571427,11.814285714285717,24.142857142857142,24.385714285714283,41.471428571428575,11.671428571428573,22.47142857142857,460.7142857142857,460.7142857142857,25.25714285714286,35.57142857142857,8.385714285714286,30.75714285714286,17.214285714285715,45.75714285714286,6.142857142857143,30.87142857142857,478.8571428571428,485.2857142857143,799568.0,898876.0,253924.0,275531.0,484937.0,511898.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACOBAMBA,30.7875,28.9875,16.225,24.0125,27.5875,39.525,9.55,23.3375,452.0,461.375,29.8,40.4,8.1125,21.7,16.7875,54.0875,3.9,25.2125,464.125,481.75,323074.0,360197.0,851077.0,1129287.0,27572.0,31263.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ANGARAES,31.558333333333334,37.28333333333334,12.583333333333334,18.58333333333333,15.808333333333332,37.175,9.8,37.23333333333333,452.0833333333333,491.6666666666667,36.73333333333333,27.766666666666666,17.855555555555554,17.644444444444446,18.41111111111111,50.12222222222223,11.11111111111111,20.355555555555554,440.0,464.1111111111111,323074.0,360197.0,851077.0,1129287.0,27572.0,31263.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CASTROVIRREYNA,49.32,33.61,6.540000000000001,10.52,33.61,48.71,6.65,11.02,443.7,445.9,32.17,27.24,10.53,30.06,24.97,43.32,4.41,27.39,457.7,472.2,323074.0,360197.0,851077.0,1129287.0,27572.0,31263.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHURCAMPA,34.31,30.6,17.8,17.28,33.71,33.52,14.15,18.630000000000003,442.7,444.7,30.630000000000003,28.3,14.64,26.43,19.8,45.71,9.71,24.79,455.7,467.6,323074.0,360197.0,851077.0,1129287.0,27572.0,31263.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUANCAVELICA,33.805263157894736,33.189473684210526,15.5,17.510526315789473,27.657894736842103,35.63157894736842,15.3,21.431578947368426,446.6315789473685,449.89473684210526,32.60526315789474,27.210526315789476,15.8,24.38421052631579,23.457894736842103,45.03157894736842,8.34736842105263,23.14210526315789,448.8421052631579,470.10526315789474,323074.0,360197.0,851077.0,1129287.0,27572.0,31263.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUAYTARÁ,24.32,43.55,8.34,23.82,27.87,47.69,4.05,20.39,476.1,464.4,38.5,23.90909090909091,15.88181818181818,21.71818181818182,28.92727272727273,42.10909090909091,11.481818181818182,17.481818181818184,442.54545454545456,449.54545454545456,323074.0,360197.0,851077.0,1129287.0,27572.0,31263.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TAYACAJA,38.894444444444446,34.19444444444444,14.827777777777776,12.06111111111111,27.5,43.144444444444446,14.72777777777778,14.622222222222222,436.8888888888889,442.77777777777777,32.5,27.85,14.93,24.72,22.36,39.89,9.255,28.485000000000003,452.65,477.1,323074.0,360197.0,851077.0,1129287.0,27572.0,31263.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMBO,35.475,29.8,18.45,16.25,25.025,38.625,17.8375,18.5125,437.0,443.375,33.5125,29.2,20.7875,16.5625,26.8625,38.625,17.8875,16.6625,435.0,441.625,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DOS DE MAYO,35.18888888888889,27.677777777777777,24.34444444444445,12.788888888888888,28.78888888888889,34.75555555555556,22.03333333333333,14.433333333333334,423.44444444444446,424.77777777777777,39.28888888888889,19.3,32.7,8.711111111111112,36.17777777777778,30.266666666666666,24.944444444444443,8.588888888888889,398.22222222222223,408.1111111111111,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUACAYBAMBA,35.575,17.95,42.85,3.6,28.825,14.8,51.725,4.65,380.0,365.5,36.275,18.125,34.075,11.475,28.475,29.35,35.95,6.225,400.0,396.5,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUAMALÍES,42.08181818181818,17.509090909090908,33.0,7.436363636363636,36.83636363636364,24.172727272727272,34.17272727272727,4.809090909090909,397.7272727272728,389.1818181818182,39.627272727272725,25.8,25.75454545454545,8.827272727272726,38.64545454545455,32.481818181818184,17.118181818181817,11.78181818181818,414.54545454545456,421.09090909090907,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUÁNUCO,36.63076923076923,22.85384615384616,30.0,10.5,26.6,31.67692307692308,31.93846153846154,9.792307692307691,409.1538461538461,406.61538461538464,33.684615384615384,23.23846153846154,28.807692307692307,14.253846153846156,27.76923076923077,33.57692307692308,24.207692307692305,14.446153846153846,417.46153846153845,423.5384615384616,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAURICOCHA,37.457142857142856,21.728571428571428,20.557142857142853,20.25714285714286,30.52857142857143,19.67142857142857,27.87142857142857,21.928571428571427,451.7142857142857,436.7142857142857,28.228571428571428,38.55714285714286,14.742857142857144,18.457142857142856,19.557142857142857,37.12857142857143,12.757142857142856,30.557142857142857,454.0,472.0,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LEONCIO PRADO,37.0875,35.475,13.025,14.4,31.8125,40.175,15.525,12.475,445.625,432.625,31.75,31.6,16.07,20.58,25.19,43.39,12.23,19.19,447.1,452.7,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MARAÑÓN,36.36,27.7,28.04,7.88,33.2,36.3,22.98,7.540000000000001,409.6,412.6,34.260000000000005,22.22,34.720000000000006,8.82,35.239999999999995,27.3,28.96,8.540000000000001,400.0,401.2,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PACHITEA,39.35,24.675,24.975,11.0,30.3,37.45,19.35,12.875,417.75,428.5,37.7,25.55,24.25,12.475,26.95,39.625,16.825,16.65,418.25,441.25,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PUERTO INCA,35.96,29.379999999999995,21.08,13.62,32.72,31.4,24.74,11.14,428.2,417.0,39.15,25.05,25.975,9.825,36.275,32.15,24.225,7.325,413.0,406.25,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
YAROWILCA,37.1625,23.475,31.9125,7.45,34.275,24.775,32.1875,8.7625,403.375,400.75,33.35,29.1375,27.5875,9.9375,25.5375,37.975,23.05,13.4375,413.375,424.125,536964.0,600651.0,111524.0,364012.0,202087.0,220337.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHINCHA,35.24444444444444,31.04444444444444,10.811111111111112,22.866666666666667,29.5,41.48888888888889,10.833333333333334,18.177777777777777,461.55555555555554,447.1111111111111,26.266666666666666,26.72222222222222,22.72222222222222,24.27777777777778,20.33333333333333,34.766666666666666,21.444444444444443,23.466666666666665,445.8888888888889,451.1111111111111,506654.0,543283.0,238705.0,276336.0,420872.0,529318.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ICA,28.515384615384612,36.215384615384615,6.753846153846154,28.484615384615385,22.138461538461534,43.83846153846154,7.184615384615385,26.82307692307692,477.3076923076923,475.3076923076923,24.885714285714283,34.18571428571429,9.114285714285714,31.821428571428573,19.24285714285714,43.04285714285714,8.114285714285714,29.62857142857143,479.0,480.2857142857143,506654.0,543283.0,238705.0,276336.0,420872.0,529318.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NAZCA,20.32,36.28,3.78,39.58,13.8,39.82,2.46,43.96,503.6,516.2,19.76,35.94,7.8,36.54,13.76,41.2,8.22,36.8,493.6,497.4,506654.0,543283.0,238705.0,276336.0,420872.0,529318.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PALPA,23.76,47.88,1.24,27.140000000000004,15.06,43.6,0.54,40.84,506.4,534.8,27.5,33.425,4.0,35.075,10.375,48.55,5.475,35.6,483.5,499.25,506654.0,543283.0,238705.0,276336.0,420872.0,529318.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PISCO,28.65,31.7375,10.0125,29.5875,25.9625,43.6875,9.3375,21.0125,473.5,463.375,24.775,32.5875,8.912500000000001,33.7375,16.025,41.9,10.6625,31.4125,481.75,482.75,506654.0,543283.0,238705.0,276336.0,420872.0,529318.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHANCHAMAYO,32.15,36.0,5.033333333333333,26.816666666666663,30.46666666666667,34.666666666666664,9.966666666666669,24.850000000000005,478.0,465.5,32.550000000000004,33.85,9.666666666666666,23.88333333333333,21.28333333333333,45.03333333333333,6.75,26.73333333333333,463.6666666666667,473.3333333333333,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CHUPACA,31.466666666666665,38.16666666666666,9.31111111111111,21.022222222222226,23.33333333333333,46.84444444444444,7.888888888888889,21.966666666666665,461.6666666666667,464.3333333333333,28.522222222222226,33.52222222222222,8.444444444444445,29.488888888888887,21.27777777777778,43.16666666666666,8.022222222222222,27.522222222222226,475.3333333333333,477.55555555555554,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
