PROVINCIA,LECT_EN INICIO_2016,LECT_EN PROCESO_2016,LECT_PREVIO AL INICIO_2016,LECT_SATISFACTORIO_2016,MAT_EN INICIO_2016,MAT_EN PROCESO_2016,MAT_PREVIO AL INICIO_2016,MAT_SATISFACTORIO_2016,MEDIDA PROMEDIO COMPRENSION LECTORA_2016,MEDIDA PROMEDIO MATEMATICA_2016,LECT_EN INICIO_2018,LECT_EN PROCESO_2018,LECT_PREVIO AL INICIO_2018,LECT_SATISFACTORIO_2018,MAT_EN INICIO_2018,MAT_EN PROCESO_2018,MAT_PREVIO AL INICIO_2018,MAT_SATISFACTORIO_2018,MEDIDA PROMEDIO COMPRENSION LECTORA_2018,MEDIDA PROMEDIO MATEMATICA_2018,VAB_Administración_Pública_y_Defensa_2016,VAB_Administración_Pública_y_Defensa_2018,VAB_Electricidad_Gas_y_Agua_2016,VAB_Electricidad_Gas_y_Agua_2018,VAB_Telecom_y_Otros_Serv_de_Información_2016,VAB_Telecom_y_Otros_Serv_de_Información_2018,CUARTIL_2024,REGION_ANCASH,REGION_APURIMAC,REGION_AREQUIPA,REGION_AYACUCHO,REGION_CAJAMARCA,REGION_CUSCO,REGION_HUANCAVELICA,REGION_HUANUCO,REGION_ICA,REGION_JUNIN,REGION_LA LIBERTAD,REGION_LAMBAYEQUE,REGION_LIMA,REGION_LORETO,REGION_MADRE DE DIOS,REGION_MOQUEGUA,REGION_PASCO,REGION_PIURA,REGION_PUNO,REGION_SAN MARTIN,REGION_TACNA,REGION_TUMBES,REGION_UCAYALI
CONCEPCIÓN,35.94666666666667,29.766666666666666,18.086666666666662,16.213333333333335,28.246666666666663,40.44666666666667,18.26,13.066666666666666,439.3333333333333,432.9333333333333,29.82,28.866666666666667,22.126666666666665,19.21333333333333,27.273333333333333,40.3,14.706666666666669,17.726666666666667,437.3333333333333,443.4666666666666,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HUANCAYO,32.762962962962966,32.71111111111112,9.68888888888889,24.85185185185185,23.385185185185183,42.34444444444444,9.748148148148148,24.53333333333333,464.962962962963,469.5925925925926,21.044444444444448,36.99629629629629,8.177777777777779,33.788888888888884,15.62962962962963,41.58518518518518,6.051851851851852,36.71851851851852,485.2962962962963,494.8888888888889,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
JAUJA,30.73225806451613,36.561290322580646,8.235483870967743,24.48064516129032,23.76129032258065,43.380645161290325,9.174193548387096,23.66774193548387,468.9354838709677,466.8709677419355,27.455882352941178,31.394117647058827,11.623529411764704,29.53235294117647,20.40882352941176,41.9735294117647,7.897058823529412,29.72647058823529,470.9705882352941,484.1470588235294,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
JUNÍN,32.075,25.0,14.175,28.725,13.25,35.425,17.725,33.625,463.0,476.75,21.925,33.05,14.575,30.4,14.425,34.95,10.35,40.25,470.25,499.0,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SATIPO,29.0375,35.075,10.4375,25.5,21.9125,44.8375,11.5875,21.7,466.125,460.5,29.95,27.5375,17.75,24.7625,22.2125,40.4375,13.1625,24.2,451.125,461.75,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TARMA,31.744444444444444,34.111111111111114,13.633333333333333,20.48888888888889,25.48888888888889,39.74444444444444,15.511111111111113,19.27777777777778,453.6666666666667,449.55555555555554,32.5,29.53333333333333,15.155555555555557,22.8,24.666666666666668,37.72222222222222,12.455555555555556,25.166666666666668,453.0,461.55555555555554,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
YAULI,24.38888888888889,36.08888888888889,7.2444444444444445,32.266666666666666,20.433333333333334,45.65555555555555,6.655555555555555,27.266666666666666,486.44444444444446,476.8888888888889,23.33333333333333,33.0,9.044444444444444,34.611111111111114,14.377777777777778,40.82222222222222,6.633333333333334,38.15555555555555,489.22222222222223,499.6666666666667,827456.0,925815.0,330265.0,388707.0,490849.0,575488.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ASCOPE,28.2375,35.0625,7.375,29.2875,22.8625,46.4625,9.4125,21.2375,477.25,465.25,28.357142857142858,34.17142857142857,7.828571428571428,29.67142857142857,21.814285714285717,42.34285714285714,7.957142857142857,27.928571428571427,475.7142857142857,474.1428571428572,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
BOLÍVAR,40.65,24.8,21.1,13.433333333333335,33.483333333333334,29.683333333333334,25.566666666666663,11.316666666666668,425.5,418.1666666666667,26.9,25.4,24.866666666666664,22.85,21.3,37.35,22.73333333333333,18.6,436.3333333333333,439.0,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CHEPÉN,30.23333333333333,31.73333333333333,10.0,28.03333333333333,26.9,43.53333333333333,11.2,18.366666666666667,469.0,453.0,26.2,36.8,6.6000000000000005,30.33333333333333,20.96666666666667,48.333333333333336,4.9,25.766666666666666,480.3333333333333,478.0,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
GRAN CHIMÚ,29.4,33.925,19.0,17.65,23.375,42.35,15.75,18.575,443.25,451.5,31.525,30.625,14.775,23.05,21.125,44.325,9.925,24.6,453.5,467.0,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
JULCÁN,42.275,22.2,27.325,8.175,34.95,28.8,27.35,8.875,408.25,409.25,30.775,19.575,34.675,15.0,27.85,32.0,25.075,15.05,412.5,423.25,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OTUZCO,30.8625,34.9,18.3875,15.8125,25.05,35.1375,21.7125,18.1,444.25,438.25,36.02,28.98,21.2,13.78,29.57,35.03,16.81,18.59,427.4,437.5,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
PACASMAYO,22.46,36.48,2.38,38.720000000000006,13.44,47.06,4.5200000000000005,34.98,499.4,496.6,24.12,38.02,5.340000000000001,32.46,18.52,46.0,5.38,30.14,487.2,486.0,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
PATAZ,39.00833333333333,24.133333333333336,24.441666666666663,12.416666666666666,28.55,32.266666666666666,26.05,13.166666666666666,419.5833333333333,419.4166666666667,33.707692307692305,21.5,24.16923076923077,20.607692307692307,29.784615384615385,27.96153846153846,22.77692307692308,19.476923076923075,432.84615384615387,431.0769230769231,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SANTIAGO DE CHUCO,35.8,28.725,19.825,15.675,28.525,35.875,20.5,15.1,430.5,431.125,38.9875,26.625,21.275,13.1375,33.975,39.2,16.0375,10.85,422.0,427.375,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SÁNCHEZ CARRIÓN,37.7,21.65,31.6,9.05,30.6875,28.05,32.85,8.3625,403.875,402.0,36.1,18.975,34.425,10.525,32.5,29.6125,26.75,11.2,402.25,410.625,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
TRUJILLO,25.327272727272728,36.99090909090909,6.718181818181819,30.94545454545454,21.75454545454545,46.054545454545455,9.881818181818184,22.30909090909091,485.45454545454544,464.27272727272725,25.05454545454546,33.70909090909091,7.027272727272727,34.20909090909091,21.88181818181818,45.25454545454546,6.509090909090909,26.35454545454545,485.0,476.27272727272725,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
VIRÚ,31.133333333333336,40.23333333333333,7.266666666666666,21.3,25.3,45.63333333333333,9.6,19.433333333333334,467.6666666666667,457.6666666666667,31.399999999999995,33.63333333333333,9.666666666666666,25.33333333333333,24.3,47.23333333333333,9.166666666666666,19.33333333333333,464.6666666666667,459.3333333333333,993610.0,1075544.0,243686.0,218544.0,994168.0,1196505.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CHICLAYO,28.435,34.285000000000004,6.615,30.675,25.22,42.355,8.525,23.905,480.35,467.05,31.155,31.905,11.15,25.79,25.29,41.56,11.175,21.975,463.65,459.15,764005.0,815803.0,127661.0,126664.0,663412.0,746628.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
FERREÑAFE,30.416666666666668,31.616666666666664,21.683333333333334,16.3,29.416666666666668,34.45,23.0,13.133333333333333,437.8333333333333,424.5,33.583333333333336,28.916666666666668,18.133333333333333,19.33333333333333,26.666666666666668,42.25,15.15,15.866666666666667,443.0,442.6666666666667,764005.0,815803.0,127661.0,126664.0,663412.0,746628.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
LAMBAYEQUE,34.09166666666667,34.03333333333333,11.1,20.775,28.45,41.10833333333333,13.625,16.808333333333334,456.75,445.6666666666667,33.25,31.875,14.5,20.383333333333333,27.375,41.55,11.966666666666669,19.091666666666665,449.6666666666667,451.6666666666667,764005.0,815803.0,127661.0,126664.0,663412.0,746628.0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
BARRANCA,21.86,37.0,4.16,37.0,18.54,43.82,5.48,32.160000000000004,496.8,488.6,21.58,36.92,5.74,35.7,19.42,43.0,4.779999999999999,32.8,495.0,493.0,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CAJATAMBO,25.16,40.54,11.16,23.14,29.28,39.42,6.94,24.380000000000003,475.0,469.4,25.08,34.480000000000004,8.059999999999999,32.38,24.36,40.24,1.08,34.3,479.8,494.0,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CANTA,19.74,29.62,7.88,42.760000000000005,9.88,37.260000000000005,6.2,46.66,501.8,526.0,30.65,30.03333333333333,8.0,31.316666666666663,19.7,37.91666666666666,10.433333333333334,31.98333333333333,472.8333333333333,483.1666666666667,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CAÑETE,23.3,35.29375,7.14375,34.24375,21.66875,41.7625,7.7375,28.825,486.875,479.3125,26.65,32.1125,11.93125,29.30625,21.9625,41.5,10.7125,25.80625,468.3125,468.0625,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
HUARAL,28.177777777777777,31.33333333333333,16.200000000000003,24.288888888888888,24.133333333333333,45.52222222222222,14.544444444444444,15.811111111111112,459.0,446.0,39.0,34.2875,10.1625,16.525,22.5625,43.8625,16.4875,17.0875,456.875,451.5,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
HUAROCHIRÍ,33.315384615384616,25.75769230769231,17.392307692307693,23.534615384615385,25.83076923076923,39.28846153846154,16.315384615384616,18.58076923076923,451.96153846153845,443.3076923076923,28.60384615384616,33.38076923076923,11.203846153846154,26.819230769230767,21.684615384615384,42.45384615384615,8.584615384615386,27.273076923076925,466.1923076923077,475.2692307692308,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
HUAURA,30.472727272727276,35.654545454545456,9.172727272727272,24.69090909090909,23.781818181818185,43.28181818181818,12.236363636363636,20.7,468.54545454545456,454.9090909090909,32.99090909090909,35.527272727272724,7.790909090909091,23.7,20.027272727272727,49.10909090909092,6.7727272727272725,24.08181818181818,464.45454545454544,471.9090909090909,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LIMA,20.104761904761904,33.166666666666664,3.423809523809524,43.32380952380952,18.985714285714284,45.7952380952381,4.573809523809524,30.64523809523809,512.2857142857143,487.6666666666667,18.211627906976744,31.665116279069764,4.17906976744186,45.948837209302326,15.85813953488372,41.46976744186047,4.104651162790698,38.58604651162791,512.6279069767442,502.2325581395349,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OYÓN,36.0,33.5,14.02,16.48,33.54,41.2,9.28,16.0,450.4,445.0,26.825,23.325,17.15,32.65,16.275,38.275,13.075,32.4,466.5,480.75,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
YAUYOS,29.204761904761902,37.83809523809524,4.938095238095238,28.01904761904762,17.104761904761904,39.07142857142857,6.780952380952381,37.04285714285714,480.9047619047619,488.4285714285714,24.9,32.481818181818184,16.818181818181817,25.79090909090909,19.572727272727278,46.78636363636363,9.25,24.38636363636364,462.7272727272728,471.77272727272725,12482457.0,13302086.0,5007363.0,4933879.0,13336892.0,14991967.0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ALTO AMAZONAS,33.980000000000004,13.88,47.38,4.76,28.0,11.0,58.64,2.4,372.6,343.8,32.3,16.65,42.65,8.375,31.025,19.125,44.375,5.45,384.0,371.75,650847.0,723295.0,104206.0,109151.0,264324.0,310335.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
DATEM DEL MARAÑÓN,30.875,17.7,41.95,9.45,24.175,19.875,47.5,8.4,391.0,379.25,28.4,13.0,53.275,5.35,27.275,13.775,57.225,1.7000000000000002,360.5,346.75,650847.0,723295.0,104206.0,109151.0,264324.0,310335.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LORETO,36.55,10.35,50.15,2.925,30.625,12.025,56.35,1.025,359.5,343.75,26.625,10.425,59.35,3.6,28.075,10.4,59.975,1.55,349.75,343.75,650847.0,723295.0,104206.0,109151.0,264324.0,310335.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MARISCAL RAMÓN CASTILLA,38.425,12.75,45.725,3.1,31.95,13.775,53.175,1.15,370.25,353.25,31.325,12.225,53.05,3.4,27.125,13.25,57.475,1.9,357.75,347.0,650847.0,723295.0,104206.0,109151.0,264324.0,310335.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MAYNAS,32.239999999999995,18.69,40.64,8.43,28.69,16.61,50.73,3.98,388.7,361.0,29.35,16.259999999999998,46.28,8.11,30.65,18.93,46.26,4.2700000000000005,376.4,365.6,650847.0,723295.0,104206.0,109151.0,264324.0,310335.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
PUTUMAYO,40.55,31.05,20.75,7.6,41.55,20.95,35.05,2.5,421.0,383.5,34.55,17.0,40.6,7.875,29.775,28.65,36.85,4.7,385.75,387.75,650847.0,723295.0,104206.0,109151.0,264324.0,310335.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
REQUENA,31.9,8.82,56.220000000000006,3.07,25.07,10.48,61.92,2.53,357.0,341.4,22.47,5.94,68.2,3.3600000000000003,22.33,9.92,65.33000000000001,2.41,335.3,337.0,650847.0,723295.0,104206.0,109151.0,264324.0,310335.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
UCAYALI,34.666666666666664,20.316666666666663,36.98333333333333,8.049999999999999,28.266666666666666,20.03333333333333,44.1,7.583333333333333,396.5,381.1666666666667,28.2,12.483333333333334,46.98333333333333,12.316666666666665,25.766666666666666,17.833333333333332,48.6,7.8,383.5,374.6666666666667,650847.0,723295.0,104206.0,109151.0,264324.0,310335.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MANU,40.375,25.725,20.325,13.55,20.725,39.2,31.8,8.2,425.5,411.5,34.725,23.05,21.3,20.925,31.475,36.025,15.575,16.925,435.5,438.0,103724.0,112922.0,17994.0,20526.0,46441.0,48908.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TAHUAMANU,36.3,40.7,8.95,14.05,36.75,33.3,20.85,9.05,451.5,413.5,38.9,31.0,13.733333333333334,16.366666666666667,39.5,40.9,8.733333333333334,10.833333333333334,446.3333333333333,433.0,103724.0,112922.0,17994.0,20526.0,46441.0,48908.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TAMBOPATA,36.45,34.35,13.15,15.975,35.05,39.0,14.575,11.325,446.5,430.25,32.625,32.425,12.8,22.125,26.475,40.125,14.825,18.6,453.5,447.25,103724.0,112922.0,17994.0,20526.0,46441.0,48908.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
GENERAL SÁNCHEZ CERRO,22.11428571428571,37.957142857142856,7.514285714285714,32.42857142857143,19.385714285714283,31.2,7.442857142857142,41.971428571428575,497.0,508.0,22.95,23.616666666666664,7.099999999999999,46.35,15.45,42.26666666666667,5.0,37.28333333333333,513.3333333333334,499.6666666666667,229623.0,238765.0,392139.0,218787.0,85131.0,99421.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ILO,20.066666666666663,37.76666666666667,1.4,40.8,22.866666666666664,38.46666666666667,0.8666666666666667,37.76666666666667,512.6666666666666,501.0,27.766666666666666,27.83333333333333,2.6333333333333333,41.766666666666666,16.233333333333334,40.1,2.033333333333333,41.6,502.0,511.6666666666667,229623.0,238765.0,392139.0,218787.0,85131.0,99421.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MARISCAL NIETO,20.6,27.32,6.8,45.28,14.52,42.98,4.14,38.36,506.8,504.0,19.18,29.0,6.2,45.64,11.98,31.2,5.42,51.4,514.6,523.4,229623.0,238765.0,392139.0,218787.0,85131.0,99421.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
DANIEL ALCIDES CARRIÓN,36.1375,36.525,4.35,23.0125,18.4125,38.4625,5.625,37.525,473.25,496.375,30.55,30.1,6.7875,32.5625,20.1375,41.7625,1.725,36.375,475.375,507.5,208774.0,223997.0,62777.0,72273.0,57884.0,63844.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OXAPAMPA,30.725,31.675,13.7875,23.8125,24.075,39.75,15.8,20.375,457.625,451.5,22.7,29.2875,21.575,26.4375,20.575,40.7,18.5,20.25,452.5,452.25,208774.0,223997.0,62777.0,72273.0,57884.0,63844.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
PASCO,26.46923076923077,36.07692307692308,7.538461538461538,29.907692307692308,21.21538461538461,44.95384615384615,6.4,27.46153846153846,479.2307692307692,477.0,24.96923076923077,30.77692307692308,7.784615384615384,36.46153846153846,18.37692307692308,41.869230769230775,4.053846153846154,35.715384615384615,487.38461538461536,494.61538461538464,208774.0,223997.0,62777.0,72273.0,57884.0,63844.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AYABACA,29.69,32.260000000000005,15.420000000000002,22.6,24.78,40.53,16.28,18.43,453.1,445.8,35.410000000000004,29.95,13.7,20.94,27.54,40.92,11.45,20.08,449.3,453.6,1142032.0,1207441.0,317449.0,361714.0,638874.0,736917.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
HUANCABAMBA,38.4875,22.7125,24.5,14.3125,29.725,30.25,26.375,13.675,423.375,419.0,33.5375,27.05,23.6875,15.725,30.9125,35.2,19.3875,14.5,427.75,430.0,1142032.0,1207441.0,317449.0,361714.0,638874.0,736917.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
MORROPÓN,24.630000000000003,39.79,7.0,28.59,21.37,44.09,9.06,25.46,479.1,476.3,25.92,32.11,10.4,31.58,21.22,44.24,9.02,25.52,475.2,472.1,1142032.0,1207441.0,317449.0,361714.0,638874.0,736917.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PAITA,35.385714285714286,30.085714285714285,8.542857142857143,26.0,26.928571428571427,38.785714285714285,11.314285714285717,22.97142857142857,465.0,458.7142857142857,25.414285714285715,36.75714285714286,8.814285714285715,29.014285714285712,20.685714285714283,49.48571428571428,9.385714285714286,20.457142857142856,476.1428571428572,467.2857142857143,1142032.0,1207441.0,317449.0,361714.0,638874.0,736917.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PIURA,27.26,37.86,6.32,28.6,21.33,46.74,8.07,23.86,480.0,470.6,24.32,35.18,7.859999999999999,32.660000000000004,18.0,45.66,6.890000000000001,29.44,482.9,482.4,1142032.0,1207441.0,317449.0,361714.0,638874.0,736917.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SECHURA,25.05,38.98333333333333,6.333333333333333,29.633333333333336,18.633333333333333,42.96666666666667,5.65,32.78333333333333,484.0,487.5,25.416666666666668,32.98333333333333,7.433333333333334,34.18333333333333,18.33333333333333,44.68333333333334,3.65,33.2,484.3333333333333,489.5,1142032.0,1207441.0,317449.0,361714.0,638874.0,736917.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SULLANA,24.2125,40.8375,5.0,29.9375,20.15,46.8625,7.025,25.95,484.125,475.0,26.875,37.9,7.2,28.0375,20.15,45.6625,6.4,27.8,480.875,480.875,1142032.0,1207441.0,317449.0,361714.0,638874.0,736917.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TALARA,29.683333333333334,37.66666666666666,6.966666666666666,25.683333333333334,30.4,44.41666666666666,8.333333333333334,16.833333333333332,474.6666666666667,453.1666666666667,27.4,32.266666666666666,8.933333333333334,31.383333333333336,24.016666666666666,42.05,8.416666666666666,25.53333333333333,474.6666666666667,474.3333333333333,1142032.0,1207441.0,317449.0,361714.0,638874.0,736917.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AZÁNGARO,36.04285714285714,33.607142857142854,18.42142857142857,11.935714285714283,29.321428571428573,43.271428571428565,14.5,12.907142857142857,434.1428571428572,437.3571428571428,37.3,30.99285714285714,14.15,17.564285714285713,26.27142857142857,45.95,9.25,18.535714285714285,443.7857142857143,458.2857142857143,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CARABAYA,39.19,32.9,10.6,17.28,25.6,46.2,6.8,21.42,452.3,465.4,29.2,34.37,9.92,26.53,17.84,46.37,5.46,30.340000000000003,467.1,485.2,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CHUCUITO,37.68333333333334,25.48333333333333,24.0,12.85,23.03333333333333,40.95,23.316666666666663,12.716666666666669,426.3333333333333,431.5,31.085714285714285,31.75714285714286,20.12857142857143,17.057142857142857,26.757142857142856,41.84285714285714,10.657142857142857,20.77142857142857,438.1428571428572,460.7142857142857,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EL COLLAO,46.15,31.55,9.85,12.475,28.025,49.5,6.2,16.3,441.5,457.5,21.875,23.55,9.875,44.7,15.5,28.675,5.8,50.0,501.5,527.25,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
HUANCANÉ,35.31428571428571,28.97142857142857,18.414285714285715,17.3,29.728571428571428,35.371428571428574,13.914285714285716,21.0,437.4285714285714,448.4285714285714,33.2375,31.15,12.825,22.775,19.5875,40.9125,7.1,32.3875,457.0,485.5,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
LAMPA,35.46666666666667,27.477777777777774,20.266666666666666,16.77777777777778,30.45555555555556,38.25555555555556,17.555555555555557,13.755555555555556,437.1111111111111,433.55555555555554,23.637500000000003,28.225,15.0875,33.05,17.2375,40.225,10.7625,31.8,472.75,485.375,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MELGAR,38.34444444444445,29.1,18.61111111111111,13.922222222222222,32.544444444444444,34.388888888888886,17.233333333333334,15.844444444444443,431.6666666666667,435.22222222222223,34.36666666666667,29.488888888888887,14.666666666666666,21.48888888888889,20.6,48.077777777777776,11.18888888888889,20.133333333333333,451.6666666666667,465.0,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MOHO,37.95,28.15,23.75,10.175,26.5,35.099999999999994,23.825,14.575,420.25,435.0,27.3,34.875,17.825,20.0,18.65,48.1,8.7,24.55,446.75,468.75,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
PUNO,36.09285714285714,31.75714285714286,17.364285714285714,14.771428571428572,29.057142857142857,40.73571428571428,12.828571428571427,17.37857142857143,438.0,447.0,35.32666666666667,26.040000000000003,15.2,23.44,24.92,42.940000000000005,11.613333333333332,20.52,448.53333333333336,459.26666666666665,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
