"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2018 - Cuarto de primaria",,,,,,,
,,,,,,,
Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Comprensión Lectora,Medida Promedio en Matemática
040124,AREQUIPA,AREQUIPA,UCHUMAYO,"100,0","98,9",502,486
040125,AREQUIPA,AREQUIPA,VITOR,"100,0","100,0",490,505
040126,AREQUIPA,AREQUIPA,YANAHUARA,"100,0","100,0",535,515
040127,AREQUIPA,AREQUIPA,YARABAMBA,"100,0","90,5",528,522
040128,AREQUIPA,AREQUIPA,YURA,"100,0","98,4",495,489
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,"100,0","98,8",528,524
040201,AREQUIPA,CAMANÁ,CAMANA,"100,0","97,6",493,506
040202,AREQUIPA,CAMANÁ,JOSE MARIA QUIMPER,"100,0","91,9",478,482
040203,AREQUIPA,CAMANÁ,MARIANO NICOLAS VALCARCEL,"100,0","96,3",489,486
040204,AREQUIPA,CAMANÁ,MARISCAL CACERES,"100,0","96,3",495,513
040205,AREQUIPA,CAMANÁ,NICOLAS DE PIEROLA,"100,0","95,1",494,490
040206,AREQUIPA,CAMANÁ,OCOÑA,"100,0","94,5",457,445
040207,AREQUIPA,CAMANÁ,QUILCA,"100,0","100,0",453,441
040208,AREQUIPA,CAMANÁ,SAMUEL PASTOR,"100,0","95,4",507,508
040301,AREQUIPA,CARAVELÍ,CARAVELI,"100,0","97,4",570,586
040302,AREQUIPA,CARAVELÍ,ACARI,"100,0","99,0",495,501
040303,AREQUIPA,CARAVELÍ,ATICO,"100,0","99,1",510,538
040304,AREQUIPA,CARAVELÍ,ATIQUIPA,"100,0","92,9",471,495
040305,AREQUIPA,CARAVELÍ,BELLA UNION,"100,0","100,0",478,484
040306,AREQUIPA,CARAVELÍ,CAHUACHO,"100,0","100,0",492,462
040307,AREQUIPA,CARAVELÍ,CHALA,"100,0","96,9",492,494
040308,AREQUIPA,CARAVELÍ,CHAPARRA,"100,0","98,6",507,516
040309,AREQUIPA,CARAVELÍ,HUANUHUANU,"100,0","100,0",508,502
040310,AREQUIPA,CARAVELÍ,JAQUI,"100,0","100,0",486,442
040311,AREQUIPA,CARAVELÍ,LOMAS,"100,0","86,4",466,447
040312,AREQUIPA,CARAVELÍ,QUICACHA,"100,0","100,0",507,503
040313,AREQUIPA,CARAVELÍ,YAUCA,"100,0","100,0",494,538
040401,AREQUIPA,CASTILLA,APLAO,"100,0","98,9",520,516
040402,AREQUIPA,CASTILLA,ANDAGUA,"100,0","100,0",434,414
040404,AREQUIPA,CASTILLA,CHACHAS,"100,0","100,0",452,456
040405,AREQUIPA,CASTILLA,CHILCAYMARCA,"100,0","100,0",498,531
040407,AREQUIPA,CASTILLA,HUANCARQUI,"100,0","80,0",512,509
040408,AREQUIPA,CASTILLA,MACHAGUAY,"100,0","100,0",486,441
040409,AREQUIPA,CASTILLA,ORCOPAMPA,"100,0","98,5",529,537
040410,AREQUIPA,CASTILLA,PAMPACOLCA,"100,0","87,5",519,528
040413,AREQUIPA,CASTILLA,URACA,"100,0","100,0",517,520
040414,AREQUIPA,CASTILLA,VIRACO,"100,0","100,0",426,403
040501,AREQUIPA,CAYLLOMA,CHIVAY,"100,0","99,3",518,518
040502,AREQUIPA,CAYLLOMA,ACHOMA,"100,0","100,0",511,505
040503,AREQUIPA,CAYLLOMA,CABANACONDE,"100,0","96,2",510,525
040504,AREQUIPA,CAYLLOMA,CALLALLI,"100,0","100,0",483,473
040505,AREQUIPA,CAYLLOMA,CAYLLOMA,"100,0","98,3",483,495
040506,AREQUIPA,CAYLLOMA,COPORAQUE,"100,0","100,0",459,459
040507,AREQUIPA,CAYLLOMA,HUAMBO,"100,0","100,0",559,500
040508,AREQUIPA,CAYLLOMA,HUANCA,"100,0","100,0",534,545
040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,"100,0","100,0",462,465
040510,AREQUIPA,CAYLLOMA,LARI,"100,0","100,0",498,498
040511,AREQUIPA,CAYLLOMA,LLUTA,"100,0","100,0",499,504
040512,AREQUIPA,CAYLLOMA,MACA,"100,0","100,0",579,545
040513,AREQUIPA,CAYLLOMA,MADRIGAL,"100,0","100,0",432,442
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,"100,0","90,9",431,467
040515,AREQUIPA,CAYLLOMA,SIBAYO,"100,0","100,0",503,500
040517,AREQUIPA,CAYLLOMA,TISCO,"100,0","100,0",487,497
040518,AREQUIPA,CAYLLOMA,TUTI,"100,0","100,0",446,586
040519,AREQUIPA,CAYLLOMA,YANQUE,"100,0","100,0",492,542
040520,AREQUIPA,CAYLLOMA,MAJES,"100,0","98,2",494,500
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,"100,0","100,0",515,548
040602,AREQUIPA,CONDESUYOS,ANDARAY,"100,0","100,0",472,483
040603,AREQUIPA,CONDESUYOS,CAYARANI,"100,0","100,0",434,454
040604,AREQUIPA,CONDESUYOS,CHICHAS,"100,0","100,0",498,523
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,"100,0","98,9",524,574
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,"100,0","95,9",527,545
040701,AREQUIPA,ISLAY,MOLLENDO,"100,0","98,0",512,518
040702,AREQUIPA,ISLAY,COCACHACRA,"100,0","100,0",514,530
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,"100,0","100,0",511,548
040704,AREQUIPA,ISLAY,ISLAY,"100,0","98,7",513,509
040705,AREQUIPA,ISLAY,MEJIA,"100,0","100,0",528,559
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,"100,0","97,8",491,495
040801,AREQUIPA,LA UNIÓN,COTAHUASI,"100,0","100,0",474,473
040802,AREQUIPA,LA UNIÓN,ALCA,"100,0","97,4",428,455
040803,AREQUIPA,LA UNIÓN,CHARCANA,"100,0","100,0",492,472
040804,AREQUIPA,LA UNIÓN,HUAYNACOTAS,"100,0","96,7",460,473
040805,AREQUIPA,LA UNIÓN,PAMPAMARCA,"100,0","100,0",303,342
040806,AREQUIPA,LA UNIÓN,PUYCA,"100,0","96,9",437,449
040808,AREQUIPA,LA UNIÓN,SAYLA,"100,0","83,3",474,406
040810,AREQUIPA,LA UNIÓN,TOMEPAMPA,"100,0","90,9",516,529
050101,AYACUCHO,HUAMANGA,AYACUCHO,"100,0","99,2",539,526
050102,AYACUCHO,HUAMANGA,ACOCRO,"100,0","100,0",411,401
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,"100,0","100,0",431,446
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,"100,0","97,8",511,498
050105,AYACUCHO,HUAMANGA,CHIARA,"100,0","98,6",434,447
050106,AYACUCHO,HUAMANGA,OCROS,"100,0","100,0",445,450
050107,AYACUCHO,HUAMANGA,PACAYCASA,"100,0","97,7",467,484
050108,AYACUCHO,HUAMANGA,QUINUA,"100,0","100,0",468,456
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,"100,0","100,0",443,444
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,"100,0","98,2",511,511
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,"100,0","100,0",401,422
050112,AYACUCHO,HUAMANGA,SOCOS,"100,0","97,6",401,414
050113,AYACUCHO,HUAMANGA,TAMBILLO,"100,0","100,0",414,423
050114,AYACUCHO,HUAMANGA,VINCHOS,"100,0","100,0",453,449
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,"100,0","99,1",516,521
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,"100,0","99,7",516,504
050201,AYACUCHO,CANGALLO,CANGALLO,"100,0","100,0",476,477
050202,AYACUCHO,CANGALLO,CHUSCHI,"100,0","100,0",366,423
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,"100,0","100,0",434,463
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,"100,0","100,0",387,450
050205,AYACUCHO,CANGALLO,PARAS,"100,0","97,5",382,408
050206,AYACUCHO,CANGALLO,TOTOS,"100,0","97,8",417,411
050301,AYACUCHO,HUANCA SANCOS,SANCOS,"100,0","96,8",522,538
050302,AYACUCHO,HUANCA SANCOS,CARAPO,"100,0","97,1",459,460
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,"100,0","95,7",412,404
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,"100,0","96,3",488,495
050401,AYACUCHO,HUANTA,HUANTA,"100,0","99,2",490,508
050402,AYACUCHO,HUANTA,AYAHUANCO,"100,0","100,0",390,414
050403,AYACUCHO,HUANTA,HUAMANGUILLA,"100,0","100,0",461,468
050404,AYACUCHO,HUANTA,IGUAIN,"100,0","100,0",404,422
050405,AYACUCHO,HUANTA,LURICOCHA,"100,0","100,0",440,444
050406,AYACUCHO,HUANTA,SANTILLANA,"100,0","95,8",429,445
050407,AYACUCHO,HUANTA,SIVIA,"100,0","99,3",434,450
050408,AYACUCHO,HUANTA,LLOCHEGUA,"100,0","98,3",428,450
050409,AYACUCHO,HUANTA,CANAYRE,"100,0","96,4",423,427
050410,AYACUCHO,HUANTA,UCHURACCAY,"100,0","100,0",358,387
050411,AYACUCHO,HUANTA,PUCACOLPA,"100,0","97,4",343,357
050412,AYACUCHO,HUANTA,CHACA,"100,0","94,7",372,429
050501,AYACUCHO,LA MAR,SAN MIGUEL,"100,0","100,0",507,535
050502,AYACUCHO,LA MAR,ANCO,"100,0","98,0",424,442
050503,AYACUCHO,LA MAR,AYNA,"100,0","97,5",464,457
050505,AYACUCHO,LA MAR,CHUNGUI,"100,0","98,0",448,443
050506,AYACUCHO,LA MAR,LUIS CARRANZA,"100,0","91,7",442,483
050507,AYACUCHO,LA MAR,SANTA ROSA,"100,0","99,1",436,441
050508,AYACUCHO,LA MAR,TAMBO,"100,0","99,2",467,469
050509,AYACUCHO,LA MAR,SAMUGARI,"100,0","99,4",507,523
050510,AYACUCHO,LA MAR,ANCHIHUAY,"100,0","100,0",420,439
050511,AYACUCHO,LA MAR,ORONCCOY,"100,0","100,0",395,325
050601,AYACUCHO,LUCANAS,PUQUIO,"100,0","99,3",499,506
050602,AYACUCHO,LUCANAS,AUCARA,"100,0","100,0",501,512
050603,AYACUCHO,LUCANAS,CABANA,"100,0","100,0",514,520
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,"100,0","100,0",501,485
050605,AYACUCHO,LUCANAS,CHAVIÑA,"100,0","93,9",454,487
050606,AYACUCHO,LUCANAS,CHIPAO,"100,0","100,0",454,487
050607,AYACUCHO,LUCANAS,HUAC-HUAS,"100,0","100,0",504,523
050608,AYACUCHO,LUCANAS,LARAMATE,"100,0","100,0",483,505
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,"100,0","100,0",451,455
050610,AYACUCHO,LUCANAS,LLAUTA,"100,0","100,0",425,394
050611,AYACUCHO,LUCANAS,LUCANAS,"100,0","100,0",500,498
050612,AYACUCHO,LUCANAS,OCAÑA,"100,0","100,0",451,465
050613,AYACUCHO,LUCANAS,OTOCA,"100,0","100,0",536,570
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,"100,0","100,0",455,457
050616,AYACUCHO,LUCANAS,SAN JUAN,"100,0","100,0",454,420
050617,AYACUCHO,LUCANAS,SAN PEDRO,"100,0","100,0",411,428
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,"100,0","100,0",460,481
050619,AYACUCHO,LUCANAS,SANCOS,"100,0","100,0",489,516
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,"100,0","100,0",524,495
050621,AYACUCHO,LUCANAS,SANTA LUCIA,"100,0","100,0",504,516
050701,AYACUCHO,PARINACOCHAS,CORACORA,"100,0","97,4",488,478
050702,AYACUCHO,PARINACOCHAS,CHUMPI,"100,0","100,0",440,435
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,"100,0","100,0",475,520
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,"100,0","100,0",482,503
050705,AYACUCHO,PARINACOCHAS,PULLO,"100,0","96,8",485,488
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,"100,0","96,7",524,522
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,"100,0","100,0",450,461
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,"100,0","100,0",465,410
050801,AYACUCHO,PÁUCAR DEL SARA SARA,PAUSA,"100,0","100,0",504,481
050803,AYACUCHO,PÁUCAR DEL SARA SARA,CORCULLA,"100,0","100,0",516,472
050804,AYACUCHO,PÁUCAR DEL SARA SARA,LAMPA,"100,0","100,0",550,519
050805,AYACUCHO,PÁUCAR DEL SARA SARA,MARCABAMBA,"100,0","100,0",487,528
050806,AYACUCHO,PÁUCAR DEL SARA SARA,OYOLO,"100,0","97,3",426,433
050809,AYACUCHO,PÁUCAR DEL SARA SARA,SAN JOSE DE USHUA,"100,0","100,0",478,468
050810,AYACUCHO,PÁUCAR DEL SARA SARA,SARA SARA,"100,0","100,0",502,453
050901,AYACUCHO,SUCRE,QUEROBAMBA,"100,0","100,0",483,479
050903,AYACUCHO,SUCRE,CHALCOS,"100,0","100,0",449,434
050904,AYACUCHO,SUCRE,CHILCAYOC,"100,0","100,0",531,528
050906,AYACUCHO,SUCRE,MORCOLLA,"100,0","100,0",443,421
050907,AYACUCHO,SUCRE,PAICO,"100,0","100,0",445,454
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,"100,0","95,7",443,448
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,"100,0","100,0",405,430
050911,AYACUCHO,SUCRE,SORAS,"100,0","100,0",501,490
051001,AYACUCHO,VÍCTOR FAJARDO,HUANCAPI,"100,0","100,0",502,545
051002,AYACUCHO,VÍCTOR FAJARDO,ALCAMENCA,"100,0","85,7",388,413
051003,AYACUCHO,VÍCTOR FAJARDO,APONGO,"100,0","100,0",427,425
051005,AYACUCHO,VÍCTOR FAJARDO,CANARIA,"100,0","97,6",463,450
051006,AYACUCHO,VÍCTOR FAJARDO,CAYARA,"100,0","92,9",432,428
051007,AYACUCHO,VÍCTOR FAJARDO,COLCA,"100,0","100,0",517,544
051008,AYACUCHO,VÍCTOR FAJARDO,HUAMANQUIQUIA,"100,0","100,0",480,475
051009,AYACUCHO,VÍCTOR FAJARDO,HUANCARAYLLA,"100,0","100,0",454,501
051010,AYACUCHO,VÍCTOR FAJARDO,HUAYA,"100,0","100,0",470,475
051011,AYACUCHO,VÍCTOR FAJARDO,SARHUA,"100,0","96,0",374,415
051012,AYACUCHO,VÍCTOR FAJARDO,VILCANCHOS,"100,0","100,0",366,337
051101,AYACUCHO,VILCASHUAMÁN,VILCAS HUAMAN,"100,0","97,8",447,457
051102,AYACUCHO,VILCASHUAMÁN,ACCOMARCA,"100,0","100,0",403,408
051103,AYACUCHO,VILCASHUAMÁN,CARHUANCA,"100,0","100,0",470,452
051104,AYACUCHO,VILCASHUAMÁN,CONCEPCION,"100,0","96,8",462,500
051105,AYACUCHO,VILCASHUAMÁN,HUAMBALPA,"100,0","94,4",406,429
051106,AYACUCHO,VILCASHUAMÁN,INDEPENDENCIA,"100,0","100,0",467,466
051107,AYACUCHO,VILCASHUAMÁN,SAURAMA,"100,0","90,0",383,362
051108,AYACUCHO,VILCASHUAMÁN,VISCHONGO,"100,0","96,2",469,466
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,"100,0","98,1",497,496
060102,CAJAMARCA,CAJAMARCA,ASUNCION,"100,0","97,9",432,444
060103,CAJAMARCA,CAJAMARCA,CHETILLA,"100,0","96,1",385,410
060104,CAJAMARCA,CAJAMARCA,COSPAN,"94,1","89,3",390,405
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,"100,0","95,2",413,429
060106,CAJAMARCA,CAJAMARCA,JESUS,"100,0","98,0",419,429
060107,CAJAMARCA,CAJAMARCA,LLACANORA,"100,0","100,0",452,465
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,"100,0","98,2",448,457
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,"100,0","97,8",425,425
060110,CAJAMARCA,CAJAMARCA,MATARA,"100,0","100,0",462,475
060111,CAJAMARCA,CAJAMARCA,NAMORA,"100,0","97,9",399,420
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,"100,0","98,7",391,400
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,"100,0","99,5",490,495
060202,CAJAMARCA,CAJABAMBA,CACHACHI,"100,0","96,7",403,414
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,"100,0","99,1",429,432
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,"100,0","96,6",383,403
060301,CAJAMARCA,CELENDÍN,CELENDIN,"100,0","99,3",498,506
060302,CAJAMARCA,CELENDÍN,CHUMUCH,"100,0","96,9",423,449
060303,CAJAMARCA,CELENDÍN,CORTEGANA,"100,0","97,4",390,400
060304,CAJAMARCA,CELENDÍN,HUASMIN,"100,0","98,1",389,405
060306,CAJAMARCA,CELENDÍN,JOSE GALVEZ,"100,0","90,7",489,516
060307,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,"100,0","100,0",396,411
060308,CAJAMARCA,CELENDÍN,OXAMARCA,"100,0","98,5",415,441
060309,CAJAMARCA,CELENDÍN,SOROCHUCO,"100,0","97,6",435,457
060310,CAJAMARCA,CELENDÍN,SUCRE,"100,0","96,8",452,453
060311,CAJAMARCA,CELENDÍN,UTCO,"100,0","100,0",399,376
060312,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLAN,"100,0","99,3",411,428
060401,CAJAMARCA,CHOTA,CHOTA,"97,7","91,8",466,483
060402,CAJAMARCA,CHOTA,ANGUIA,"100,0","95,9",419,443
060403,CAJAMARCA,CHOTA,CHADIN,"100,0","96,6",429,438
060404,CAJAMARCA,CHOTA,CHIGUIRIP,"100,0","98,2",456,499
060405,CAJAMARCA,CHOTA,CHIMBAN,"100,0","98,1",443,446
060406,CAJAMARCA,CHOTA,CHOROPAMPA,"100,0","100,0",464,475
060407,CAJAMARCA,CHOTA,COCHABAMBA,"100,0","96,2",459,474
060408,CAJAMARCA,CHOTA,CONCHAN,"100,0","100,0",449,465
060409,CAJAMARCA,CHOTA,HUAMBOS,"100,0","95,7",438,447
060410,CAJAMARCA,CHOTA,LAJAS,"100,0","97,0",454,484
060411,CAJAMARCA,CHOTA,LLAMA,"100,0","97,5",488,486
060412,CAJAMARCA,CHOTA,MIRACOSTA,"100,0","100,0",379,414
060413,CAJAMARCA,CHOTA,PACCHA,"100,0","94,8",453,485
060414,CAJAMARCA,CHOTA,PION,"100,0","92,3",407,420
060415,CAJAMARCA,CHOTA,QUEROCOTO,"100,0","99,5",428,445
060417,CAJAMARCA,CHOTA,TACABAMBA,"95,2","74,3",-,-
060418,CAJAMARCA,CHOTA,TOCMOCHE,"100,0","100,0",417,382
060419,CAJAMARCA,CHOTA,CHALAMARCA,"100,0","97,6",460,482
060501,CAJAMARCA,CONTUMAZÁ,CONTUMAZA,"100,0","100,0",472,490
060502,CAJAMARCA,CONTUMAZÁ,CHILETE,"100,0","100,0",479,495
060503,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,"100,0","100,0",373,421
060504,CAJAMARCA,CONTUMAZÁ,GUZMANGO,"100,0","100,0",395,433
060505,CAJAMARCA,CONTUMAZÁ,SAN BENITO,"100,0","98,4",441,440
060506,CAJAMARCA,CONTUMAZÁ,SANTA CRUZ DE TOLEDO,"100,0","78,9",-,-
060507,CAJAMARCA,CONTUMAZÁ,TANTARICA,"100,0","97,6",476,457
060508,CAJAMARCA,CONTUMAZÁ,YONAN,"100,0","98,2",472,483
060601,CAJAMARCA,CUTERVO,CUTERVO,"100,0","98,9",461,474
060602,CAJAMARCA,CUTERVO,CALLAYUC,"100,0","97,9",425,439
060603,CAJAMARCA,CUTERVO,CHOROS,"100,0","100,0",476,496
060604,CAJAMARCA,CUTERVO,CUJILLO,"100,0","100,0",479,491
060605,CAJAMARCA,CUTERVO,LA RAMADA,"100,0","98,8",450,455
060606,CAJAMARCA,CUTERVO,PIMPINGOS,"100,0","96,7",516,511
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,"100,0","96,9",414,427
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,"100,0","95,7",468,479
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,"100,0","100,0",448,477
060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,"100,0","100,0",470,488
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,"100,0","94,4",440,421
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,"100,0","95,2",437,468
060613,CAJAMARCA,CUTERVO,SANTO TOMAS,"100,0","98,0",459,493
060614,CAJAMARCA,CUTERVO,SOCOTA,"100,0","97,4",465,478
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,"100,0","98,1",473,493
060702,CAJAMARCA,HUALGAYOC,CHUGUR,"100,0","96,5",472,484
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,"100,0","99,6",449,481
060801,CAJAMARCA,JAÉN,JAEN,"100,0","98,2",500,492
060802,CAJAMARCA,JAÉN,BELLAVISTA,"100,0","99,0",466,455
060803,CAJAMARCA,JAÉN,CHONTALI,"100,0","96,5",447,446
060804,CAJAMARCA,JAÉN,COLASAY,"100,0","95,7",439,435
060805,CAJAMARCA,JAÉN,HUABAL,"100,0","100,0",449,446
060806,CAJAMARCA,JAÉN,LAS PIRIAS,"100,0","98,6",439,441
060807,CAJAMARCA,JAÉN,POMAHUACA,"100,0","97,9",418,416
060808,CAJAMARCA,JAÉN,PUCARA,"100,0","96,4",422,418
060809,CAJAMARCA,JAÉN,SALLIQUE,"100,0","98,0",420,425
060810,CAJAMARCA,JAÉN,SAN FELIPE,"100,0","95,5",436,451
060811,CAJAMARCA,JAÉN,SAN JOSE DEL ALTO,"100,0","99,3",434,426
060812,CAJAMARCA,JAÉN,SANTA ROSA,"100,0","96,7",445,443
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,"100,0","97,9",479,468
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,"100,0","98,3",497,516
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,"100,0","98,3",456,458
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,"100,0","96,4",469,458
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,"100,0","95,9",441,434
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,"100,0","97,2",457,474
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,"100,0","98,5",448,451
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,"100,0","96,7",462,468
061002,CAJAMARCA,SAN MARCOS,CHANCAY,"100,0","95,9",463,456
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,"100,0","98,6",412,408
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,"100,0","94,4",418,441
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,"100,0","100,0",469,469
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,"100,0","100,0",460,482
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,"100,0","96,3",380,393
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,"100,0","97,1",464,477
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,"100,0","94,4",463,433
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,"100,0","97,7",402,434
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,"100,0","100,0",534,565
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,"100,0","95,0",473,483
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,"100,0","96,2",411,411
061107,CAJAMARCA,SAN MIGUEL,LLAPA,"100,0","98,4",494,533
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,"100,0","85,0",448,477
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,"100,0","97,9",464,496
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,"100,0","100,0",549,568
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,"100,0","100,0",438,465
061112,CAJAMARCA,SAN MIGUEL,TONGOD,"100,0","86,8",465,486
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,"100,0","100,0",456,489
061201,CAJAMARCA,SAN PABLO,SAN PABLO,"100,0","98,7",435,468
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,"100,0","98,2",377,400
061203,CAJAMARCA,SAN PABLO,SAN LUIS,"100,0","96,7",415,422
061204,CAJAMARCA,SAN PABLO,TUMBADEN,"100,0","97,0",400,440
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,"100,0","96,2",448,437
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,"100,0","100,0",424,433
061303,CAJAMARCA,SANTA CRUZ,CATACHE,"100,0","96,7",450,457
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,"100,0","100,0",471,510
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,"100,0","88,9",412,452
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,"100,0","100,0",514,546
061307,CAJAMARCA,SANTA CRUZ,PULAN,"100,0","98,4",443,453
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,"100,0","100,0",503,547
061309,CAJAMARCA,SANTA CRUZ,SEXI,"100,0","100,0",525,543
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,"100,0","100,0",460,466
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,"100,0","97,6",461,497
070101,CALLAO,CALLAO,CALLAO,"100,0","96,4",499,496
070102,CALLAO,CALLAO,BELLAVISTA,"100,0","96,0",515,505
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,"100,0","98,9",504,495
070104,CALLAO,CALLAO,LA PERLA,"100,0","95,6",507,496
070105,CALLAO,CALLAO,LA PUNTA,"100,0","97,5",519,503
070106,CALLAO,CALLAO,VENTANILLA,"100,0","96,2",514,507
070107,CALLAO,CALLAO,MI PERU,"100,0","96,5",509,499
080101,CUSCO,CUSCO,CUSCO,"100,0","99,5",526,524
080103,CUSCO,CUSCO,POROY,"100,0","100,0",452,453
080104,CUSCO,CUSCO,SAN JERONIMO,"100,0","98,2",508,501
080105,CUSCO,CUSCO,SAN SEBASTIAN,"100,0","98,8",515,515
080106,CUSCO,CUSCO,SANTIAGO,"100,0","97,5",516,513
080107,CUSCO,CUSCO,SAYLLA,"100,0","96,3",449,455
080108,CUSCO,CUSCO,WANCHAQ,"100,0","98,0",529,522
080201,CUSCO,ACOMAYO,ACOMAYO,"100,0","100,0",533,523
080202,CUSCO,ACOMAYO,ACOPIA,"100,0","100,0",435,453
080203,CUSCO,ACOMAYO,ACOS,"100,0","100,0",403,430
080204,CUSCO,ACOMAYO,MOSOC LLACTA,"100,0","100,0",476,505
080205,CUSCO,ACOMAYO,POMACANCHI,"100,0","99,1",456,486
080206,CUSCO,ACOMAYO,RONDOCAN,"100,0","100,0",454,440
080207,CUSCO,ACOMAYO,SANGARARA,"100,0","97,1",414,440
080301,CUSCO,ANTA,ANTA,"100,0","99,5",490,505
080302,CUSCO,ANTA,ANCAHUASI,"100,0","99,0",461,448
080303,CUSCO,ANTA,CACHIMAYO,"100,0","100,0",519,505
080304,CUSCO,ANTA,CHINCHAYPUJIO,"100,0","100,0",398,416
